"ID";"Geslacht";"Leeftijd";"Onderwijssoort";"Migratieachtergrond";"RegioS";"Perioden";"LeerlingenDeelnemersStudenten_1"
"89860153";"3000   ";"11000";"A025293";"2012605";"GM0518";"2019SJ00";"       0"
"89875000";"3000   ";"11000";"A025293";"2012655";"GM0518";"2019SJ00";"       0"
"89889847";"3000   ";"11000";"A025293";"2012657";"GM0518";"2019SJ00";"       0"
"89904694";"3000   ";"11000";"A025293";"H008766";"GM0518";"2019SJ00";"       0"
"89919541";"3000   ";"11000";"A025293";"H008673";"GM0518";"2019SJ00";"       0"
"89934388";"3000   ";"11000";"A025293";"H008751";"GM0518";"2019SJ00";"       0"
"89949235";"3000   ";"11000";"A025293";"H007119";"GM0518";"2019SJ00";"       0"
"89964082";"3000   ";"11000";"A025293";"A008187";"GM0518";"2019SJ00";"       0"
"89978929";"3000   ";"11000";"A025293";"2012659";"GM0518";"2019SJ00";"       0"
"89993776";"3000   ";"11000";"A041751";"T001040";"GM0518";"2019SJ00";"       0"
"90008623";"3000   ";"11000";"A041751";"1012600";"GM0518";"2019SJ00";"       0"
"90023470";"3000   ";"11000";"A041751";"2012605";"GM0518";"2019SJ00";"       0"
"90038317";"3000   ";"11000";"A041751";"2012655";"GM0518";"2019SJ00";"       0"
"90053164";"3000   ";"11000";"A041751";"2012657";"GM0518";"2019SJ00";"       0"
"90068011";"3000   ";"11000";"A041751";"H008766";"GM0518";"2019SJ00";"       0"
"90082858";"3000   ";"11000";"A041751";"H008673";"GM0518";"2019SJ00";"       0"
"90097705";"3000   ";"11000";"A041751";"H008751";"GM0518";"2019SJ00";"       0"
"90112552";"3000   ";"11000";"A041751";"H007119";"GM0518";"2019SJ00";"       0"
"90127399";"3000   ";"11000";"A041751";"A008187";"GM0518";"2019SJ00";"       0"
"90142246";"3000   ";"11000";"A041751";"2012659";"GM0518";"2019SJ00";"       0"
"90157093";"3000   ";"11000";"A041755";"T001040";"GM0518";"2019SJ00";"       0"
"90171940";"3000   ";"11000";"A041755";"1012600";"GM0518";"2019SJ00";"       0"
"90186787";"3000   ";"11000";"A041755";"2012605";"GM0518";"2019SJ00";"       0"
"90201634";"3000   ";"11000";"A041755";"2012655";"GM0518";"2019SJ00";"       0"
"90216481";"3000   ";"11000";"A041755";"2012657";"GM0518";"2019SJ00";"       0"
"90231328";"3000   ";"11000";"A041755";"H008766";"GM0518";"2019SJ00";"       0"
"90246175";"3000   ";"11000";"A041755";"H008673";"GM0518";"2019SJ00";"       0"
"90261022";"3000   ";"11000";"A041755";"H008751";"GM0518";"2019SJ00";"       0"
"90275869";"3000   ";"11000";"A041755";"H007119";"GM0518";"2019SJ00";"       0"
"90290716";"3000   ";"11000";"A041755";"A008187";"GM0518";"2019SJ00";"       0"
"90305563";"3000   ";"11000";"A041755";"2012659";"GM0518";"2019SJ00";"       0"
"90320410";"3000   ";"11000";"A041759";"T001040";"GM0518";"2019SJ00";"       0"
"90335257";"3000   ";"11000";"A041759";"1012600";"GM0518";"2019SJ00";"       0"
"90350104";"3000   ";"11000";"A041759";"2012605";"GM0518";"2019SJ00";"       0"
"90364951";"3000   ";"11000";"A041759";"2012655";"GM0518";"2019SJ00";"       0"
"90379798";"3000   ";"11000";"A041759";"2012657";"GM0518";"2019SJ00";"       0"
"90394645";"3000   ";"11000";"A041759";"H008766";"GM0518";"2019SJ00";"       0"
"90409492";"3000   ";"11000";"A041759";"H008673";"GM0518";"2019SJ00";"       0"
"90424339";"3000   ";"11000";"A041759";"H008751";"GM0518";"2019SJ00";"       0"
"90439186";"3000   ";"11000";"A041759";"H007119";"GM0518";"2019SJ00";"       0"
"90454033";"3000   ";"11000";"A041759";"A008187";"GM0518";"2019SJ00";"       0"
"90468880";"3000   ";"11000";"A041759";"2012659";"GM0518";"2019SJ00";"       0"
"90483727";"3000   ";"11000";"A041924";"T001040";"GM0518";"2019SJ00";"       0"
"90498574";"3000   ";"11000";"A041924";"1012600";"GM0518";"2019SJ00";"       0"
"90513421";"3000   ";"11000";"A041924";"2012605";"GM0518";"2019SJ00";"       0"
"90528268";"3000   ";"11000";"A041924";"2012655";"GM0518";"2019SJ00";"       0"
"90543115";"3000   ";"11000";"A041924";"2012657";"GM0518";"2019SJ00";"       0"
"90557962";"3000   ";"11000";"A041924";"H008766";"GM0518";"2019SJ00";"       0"
"90572809";"3000   ";"11000";"A041924";"H008673";"GM0518";"2019SJ00";"       0"
"90587656";"3000   ";"11000";"A041924";"H008751";"GM0518";"2019SJ00";"       0"
"90602503";"3000   ";"11000";"A041924";"H007119";"GM0518";"2019SJ00";"       0"
"90617350";"3000   ";"11000";"A041924";"A008187";"GM0518";"2019SJ00";"       0"
"90632197";"3000   ";"11000";"A041924";"2012659";"GM0518";"2019SJ00";"       0"
"90647044";"3000   ";"11000";"A041925";"T001040";"GM0518";"2019SJ00";"       0"
"90661891";"3000   ";"11000";"A041925";"1012600";"GM0518";"2019SJ00";"       0"
"90676738";"3000   ";"11000";"A041925";"2012605";"GM0518";"2019SJ00";"       0"
"90691585";"3000   ";"11000";"A041925";"2012655";"GM0518";"2019SJ00";"       0"
"90706432";"3000   ";"11000";"A041925";"2012657";"GM0518";"2019SJ00";"       0"
"90721279";"3000   ";"11000";"A041925";"H008766";"GM0518";"2019SJ00";"       0"
"90736126";"3000   ";"11000";"A041925";"H008673";"GM0518";"2019SJ00";"       0"
"90750973";"3000   ";"11000";"A041925";"H008751";"GM0518";"2019SJ00";"       0"
"90765820";"3000   ";"11000";"A041925";"H007119";"GM0518";"2019SJ00";"       0"
"90780667";"3000   ";"11000";"A041925";"A008187";"GM0518";"2019SJ00";"       0"
"90795514";"3000   ";"11000";"A041925";"2012659";"GM0518";"2019SJ00";"       0"
"90810361";"3000   ";"11000";"A025294";"T001040";"GM0518";"2019SJ00";"       0"
"90825208";"3000   ";"11000";"A025294";"1012600";"GM0518";"2019SJ00";"       0"
"90840055";"3000   ";"11000";"A025294";"2012605";"GM0518";"2019SJ00";"       0"
"90854902";"3000   ";"11000";"A025294";"2012655";"GM0518";"2019SJ00";"       0"
"90869749";"3000   ";"11000";"A025294";"2012657";"GM0518";"2019SJ00";"       0"
"90884596";"3000   ";"11000";"A025294";"H008766";"GM0518";"2019SJ00";"       0"
"90899443";"3000   ";"11000";"A025294";"H008673";"GM0518";"2019SJ00";"       0"
"90914290";"3000   ";"11000";"A025294";"H008751";"GM0518";"2019SJ00";"       0"
"90929137";"3000   ";"11000";"A025294";"H007119";"GM0518";"2019SJ00";"       0"
"90943984";"3000   ";"11000";"A025294";"A008187";"GM0518";"2019SJ00";"       0"
"90958831";"3000   ";"11000";"A025294";"2012659";"GM0518";"2019SJ00";"       0"
"90973678";"3000   ";"11000";"A025297";"T001040";"GM0518";"2019SJ00";"       0"
"90988525";"3000   ";"11000";"A025297";"1012600";"GM0518";"2019SJ00";"       0"
"91003372";"3000   ";"11000";"A025297";"2012605";"GM0518";"2019SJ00";"       0"
"91018219";"3000   ";"11000";"A025297";"2012655";"GM0518";"2019SJ00";"       0"
"91033066";"3000   ";"11000";"A025297";"2012657";"GM0518";"2019SJ00";"       0"
"91047913";"3000   ";"11000";"A025297";"H008766";"GM0518";"2019SJ00";"       0"
"91062760";"3000   ";"11000";"A025297";"H008673";"GM0518";"2019SJ00";"       0"
"91077607";"3000   ";"11000";"A025297";"H008751";"GM0518";"2019SJ00";"       0"
"91092454";"3000   ";"11000";"A025297";"H007119";"GM0518";"2019SJ00";"       0"
"91107301";"3000   ";"11000";"A025297";"A008187";"GM0518";"2019SJ00";"       0"
"91122148";"3000   ";"11000";"A025297";"2012659";"GM0518";"2019SJ00";"       0"
"91136995";"3000   ";"11100";"T001345";"T001040";"GM0518";"2019SJ00";"     143"
"91151842";"3000   ";"11100";"T001345";"1012600";"GM0518";"2019SJ00";"      26"
"91166689";"3000   ";"11100";"T001345";"2012605";"GM0518";"2019SJ00";"     113"
"91181536";"3000   ";"11100";"T001345";"2012655";"GM0518";"2019SJ00";"      71"
"91196383";"3000   ";"11100";"T001345";"2012657";"GM0518";"2019SJ00";"      42"
"91211230";"3000   ";"11100";"T001345";"H008766";"GM0518";"2019SJ00";"       3"
"91226077";"3000   ";"11100";"T001345";"H008673";"GM0518";"2019SJ00";"       5"
"91240924";"3000   ";"11100";"T001345";"H008751";"GM0518";"2019SJ00";"       1"
"91255771";"3000   ";"11100";"T001345";"H007119";"GM0518";"2019SJ00";"       0"
"91270618";"3000   ";"11100";"T001345";"A008187";"GM0518";"2019SJ00";"      33"
"91285465";"3000   ";"11100";"T001345";"2012659";"GM0518";"2019SJ00";"       4"
"91300312";"3000   ";"11100";"A041919";"T001040";"GM0518";"2019SJ00";"     143"
"91315159";"3000   ";"11100";"A041919";"1012600";"GM0518";"2019SJ00";"      26"
"91330006";"3000   ";"11100";"A041919";"2012605";"GM0518";"2019SJ00";"     113"
"91344853";"3000   ";"11100";"A041919";"2012655";"GM0518";"2019SJ00";"      71"
"91359700";"3000   ";"11100";"A041919";"2012657";"GM0518";"2019SJ00";"      42"
"91374547";"3000   ";"11100";"A041919";"H008766";"GM0518";"2019SJ00";"       3"
"91389394";"3000   ";"11100";"A041919";"H008673";"GM0518";"2019SJ00";"       5"
"91404241";"3000   ";"11100";"A041919";"H008751";"GM0518";"2019SJ00";"       1"
"91419088";"3000   ";"11100";"A041919";"H007119";"GM0518";"2019SJ00";"       0"
"91433935";"3000   ";"11100";"A041919";"A008187";"GM0518";"2019SJ00";"      33"
"91448782";"3000   ";"11100";"A041919";"2012659";"GM0518";"2019SJ00";"       4"
"91463629";"3000   ";"11100";"A041920";"T001040";"GM0518";"2019SJ00";"       0"
"91478476";"3000   ";"11100";"A041920";"1012600";"GM0518";"2019SJ00";"       0"
"91493323";"3000   ";"11100";"A041920";"2012605";"GM0518";"2019SJ00";"       0"
"91508170";"3000   ";"11100";"A041920";"2012655";"GM0518";"2019SJ00";"       0"
"91523017";"3000   ";"11100";"A041920";"2012657";"GM0518";"2019SJ00";"       0"
"91537864";"3000   ";"11100";"A041920";"H008766";"GM0518";"2019SJ00";"       0"
"91552711";"3000   ";"11100";"A041920";"H008673";"GM0518";"2019SJ00";"       0"
"91567558";"3000   ";"11100";"A041920";"H008751";"GM0518";"2019SJ00";"       0"
"91582405";"3000   ";"11100";"A041920";"H007119";"GM0518";"2019SJ00";"       0"
"91597252";"3000   ";"11100";"A041920";"A008187";"GM0518";"2019SJ00";"       0"
"91612099";"3000   ";"11100";"A041920";"2012659";"GM0518";"2019SJ00";"       0"
"91626946";"3000   ";"11100";"A041921";"T001040";"GM0518";"2019SJ00";"       0"
"91641793";"3000   ";"11100";"A041921";"1012600";"GM0518";"2019SJ00";"       0"
"91656640";"3000   ";"11100";"A041921";"2012605";"GM0518";"2019SJ00";"       0"
"91671487";"3000   ";"11100";"A041921";"2012655";"GM0518";"2019SJ00";"       0"
"91686334";"3000   ";"11100";"A041921";"2012657";"GM0518";"2019SJ00";"       0"
"91701181";"3000   ";"11100";"A041921";"H008766";"GM0518";"2019SJ00";"       0"
"91716028";"3000   ";"11100";"A041921";"H008673";"GM0518";"2019SJ00";"       0"
"91730875";"3000   ";"11100";"A041921";"H008751";"GM0518";"2019SJ00";"       0"
"91745722";"3000   ";"11100";"A041921";"H007119";"GM0518";"2019SJ00";"       0"
"91760569";"3000   ";"11100";"A041921";"A008187";"GM0518";"2019SJ00";"       0"
"91775416";"3000   ";"11100";"A041921";"2012659";"GM0518";"2019SJ00";"       0"
"91790263";"3000   ";"11100";"A041922";"T001040";"GM0518";"2019SJ00";"       0"
"91805110";"3000   ";"11100";"A041922";"1012600";"GM0518";"2019SJ00";"       0"
"91819957";"3000   ";"11100";"A041922";"2012605";"GM0518";"2019SJ00";"       0"
"91834804";"3000   ";"11100";"A041922";"2012655";"GM0518";"2019SJ00";"       0"
"91849651";"3000   ";"11100";"A041922";"2012657";"GM0518";"2019SJ00";"       0"
"91864498";"3000   ";"11100";"A041922";"H008766";"GM0518";"2019SJ00";"       0"
"91879345";"3000   ";"11100";"A041922";"H008673";"GM0518";"2019SJ00";"       0"
"91894192";"3000   ";"11100";"A041922";"H008751";"GM0518";"2019SJ00";"       0"
"91909039";"3000   ";"11100";"A041922";"H007119";"GM0518";"2019SJ00";"       0"
"91923886";"3000   ";"11100";"A041922";"A008187";"GM0518";"2019SJ00";"       0"
"91938733";"3000   ";"11100";"A041922";"2012659";"GM0518";"2019SJ00";"       0"
"91953580";"3000   ";"11100";"A041923";"T001040";"GM0518";"2019SJ00";"       0"
"91968427";"3000   ";"11100";"A041923";"1012600";"GM0518";"2019SJ00";"       0"
"91983274";"3000   ";"11100";"A041923";"2012605";"GM0518";"2019SJ00";"       0"
"91998121";"3000   ";"11100";"A041923";"2012655";"GM0518";"2019SJ00";"       0"
"92012968";"3000   ";"11100";"A041923";"2012657";"GM0518";"2019SJ00";"       0"
"92027815";"3000   ";"11100";"A041923";"H008766";"GM0518";"2019SJ00";"       0"
"92042662";"3000   ";"11100";"A041923";"H008673";"GM0518";"2019SJ00";"       0"
"92057509";"3000   ";"11100";"A041923";"H008751";"GM0518";"2019SJ00";"       0"
"92072356";"3000   ";"11100";"A041923";"H007119";"GM0518";"2019SJ00";"       0"
"92087203";"3000   ";"11100";"A041923";"A008187";"GM0518";"2019SJ00";"       0"
"92102050";"3000   ";"11100";"A041923";"2012659";"GM0518";"2019SJ00";"       0"
"92116897";"3000   ";"11100";"A025289";"T001040";"GM0518";"2019SJ00";"       0"
"92131744";"3000   ";"11100";"A025289";"1012600";"GM0518";"2019SJ00";"       0"
"92146591";"3000   ";"11100";"A025289";"2012605";"GM0518";"2019SJ00";"       0"
"92161438";"3000   ";"11100";"A025289";"2012655";"GM0518";"2019SJ00";"       0"
"92176285";"3000   ";"11100";"A025289";"2012657";"GM0518";"2019SJ00";"       0"
"92191132";"3000   ";"11100";"A025289";"H008766";"GM0518";"2019SJ00";"       0"
"92205979";"3000   ";"11100";"A025289";"H008673";"GM0518";"2019SJ00";"       0"
"92220826";"3000   ";"11100";"A025289";"H008751";"GM0518";"2019SJ00";"       0"
"92235673";"3000   ";"11100";"A025289";"H007119";"GM0518";"2019SJ00";"       0"
"92250520";"3000   ";"11100";"A025289";"A008187";"GM0518";"2019SJ00";"       0"
"92265367";"3000   ";"11100";"A025289";"2012659";"GM0518";"2019SJ00";"       0"
"92280214";"3000   ";"11100";"A025300";"T001040";"GM0518";"2019SJ00";"       0"
"92295061";"3000   ";"11100";"A025300";"1012600";"GM0518";"2019SJ00";"       0"
"92309908";"3000   ";"11100";"A025300";"2012605";"GM0518";"2019SJ00";"       0"
"92324755";"3000   ";"11100";"A025300";"2012655";"GM0518";"2019SJ00";"       0"
"92339602";"3000   ";"11100";"A025300";"2012657";"GM0518";"2019SJ00";"       0"
"92354449";"3000   ";"11100";"A025300";"H008766";"GM0518";"2019SJ00";"       0"
"92369296";"3000   ";"11100";"A025300";"H008673";"GM0518";"2019SJ00";"       0"
"92384143";"3000   ";"11100";"A025300";"H008751";"GM0518";"2019SJ00";"       0"
"92398990";"3000   ";"11100";"A025300";"H007119";"GM0518";"2019SJ00";"       0"
"92413837";"3000   ";"11100";"A025300";"A008187";"GM0518";"2019SJ00";"       0"
"92428684";"3000   ";"11100";"A025300";"2012659";"GM0518";"2019SJ00";"       0"
"92443531";"3000   ";"11100";"A041867";"T001040";"GM0518";"2019SJ00";"       0"
"92458378";"3000   ";"11100";"A041867";"1012600";"GM0518";"2019SJ00";"       0"
"92473225";"3000   ";"11100";"A041867";"2012605";"GM0518";"2019SJ00";"       0"
"92488072";"3000   ";"11100";"A041867";"2012655";"GM0518";"2019SJ00";"       0"
"92502919";"3000   ";"11100";"A041867";"2012657";"GM0518";"2019SJ00";"       0"
"92517766";"3000   ";"11100";"A041867";"H008766";"GM0518";"2019SJ00";"       0"
"92532613";"3000   ";"11100";"A041867";"H008673";"GM0518";"2019SJ00";"       0"
"92547460";"3000   ";"11100";"A041867";"H008751";"GM0518";"2019SJ00";"       0"
"92562307";"3000   ";"11100";"A041867";"H007119";"GM0518";"2019SJ00";"       0"
"92577154";"3000   ";"11100";"A041867";"A008187";"GM0518";"2019SJ00";"       0"
"92592001";"3000   ";"11100";"A041867";"2012659";"GM0518";"2019SJ00";"       0"
"92606848";"3000   ";"11100";"A041868";"T001040";"GM0518";"2019SJ00";"       0"
"92621695";"3000   ";"11100";"A041868";"1012600";"GM0518";"2019SJ00";"       0"
"92636542";"3000   ";"11100";"A041868";"2012605";"GM0518";"2019SJ00";"       0"
"92651389";"3000   ";"11100";"A041868";"2012655";"GM0518";"2019SJ00";"       0"
"92666236";"3000   ";"11100";"A041868";"2012657";"GM0518";"2019SJ00";"       0"
"92681083";"3000   ";"11100";"A041868";"H008766";"GM0518";"2019SJ00";"       0"
"92695930";"3000   ";"11100";"A041868";"H008673";"GM0518";"2019SJ00";"       0"
"92710777";"3000   ";"11100";"A041868";"H008751";"GM0518";"2019SJ00";"       0"
"92725624";"3000   ";"11100";"A041868";"H007119";"GM0518";"2019SJ00";"       0"
"92740471";"3000   ";"11100";"A041868";"A008187";"GM0518";"2019SJ00";"       0"
"92755318";"3000   ";"11100";"A041868";"2012659";"GM0518";"2019SJ00";"       0"
"92770165";"3000   ";"11100";"A025293";"T001040";"GM0518";"2019SJ00";"       0"
"92785012";"3000   ";"11100";"A025293";"1012600";"GM0518";"2019SJ00";"       0"
"92799859";"3000   ";"11100";"A025293";"2012605";"GM0518";"2019SJ00";"       0"
"92814706";"3000   ";"11100";"A025293";"2012655";"GM0518";"2019SJ00";"       0"
"92829553";"3000   ";"11100";"A025293";"2012657";"GM0518";"2019SJ00";"       0"
"92844400";"3000   ";"11100";"A025293";"H008766";"GM0518";"2019SJ00";"       0"
"92859247";"3000   ";"11100";"A025293";"H008673";"GM0518";"2019SJ00";"       0"
"92874094";"3000   ";"11100";"A025293";"H008751";"GM0518";"2019SJ00";"       0"
"92888941";"3000   ";"11100";"A025293";"H007119";"GM0518";"2019SJ00";"       0"
"92903788";"3000   ";"11100";"A025293";"A008187";"GM0518";"2019SJ00";"       0"
"92918635";"3000   ";"11100";"A025293";"2012659";"GM0518";"2019SJ00";"       0"
"92933482";"3000   ";"11100";"A041751";"T001040";"GM0518";"2019SJ00";"       0"
"92948329";"3000   ";"11100";"A041751";"1012600";"GM0518";"2019SJ00";"       0"
"92963176";"3000   ";"11100";"A041751";"2012605";"GM0518";"2019SJ00";"       0"
"92978023";"3000   ";"11100";"A041751";"2012655";"GM0518";"2019SJ00";"       0"
"92992870";"3000   ";"11100";"A041751";"2012657";"GM0518";"2019SJ00";"       0"
"93007717";"3000   ";"11100";"A041751";"H008766";"GM0518";"2019SJ00";"       0"
"93022564";"3000   ";"11100";"A041751";"H008673";"GM0518";"2019SJ00";"       0"
"93037411";"3000   ";"11100";"A041751";"H008751";"GM0518";"2019SJ00";"       0"
"93052258";"3000   ";"11100";"A041751";"H007119";"GM0518";"2019SJ00";"       0"
"93067105";"3000   ";"11100";"A041751";"A008187";"GM0518";"2019SJ00";"       0"
"93081952";"3000   ";"11100";"A041751";"2012659";"GM0518";"2019SJ00";"       0"
"93096799";"3000   ";"11100";"A041755";"T001040";"GM0518";"2019SJ00";"       0"
"93111646";"3000   ";"11100";"A041755";"1012600";"GM0518";"2019SJ00";"       0"
"93126493";"3000   ";"11100";"A041755";"2012605";"GM0518";"2019SJ00";"       0"
"93141340";"3000   ";"11100";"A041755";"2012655";"GM0518";"2019SJ00";"       0"
"93156187";"3000   ";"11100";"A041755";"2012657";"GM0518";"2019SJ00";"       0"
"93171034";"3000   ";"11100";"A041755";"H008766";"GM0518";"2019SJ00";"       0"
"93185881";"3000   ";"11100";"A041755";"H008673";"GM0518";"2019SJ00";"       0"
"93200728";"3000   ";"11100";"A041755";"H008751";"GM0518";"2019SJ00";"       0"
"93215575";"3000   ";"11100";"A041755";"H007119";"GM0518";"2019SJ00";"       0"
"93230422";"3000   ";"11100";"A041755";"A008187";"GM0518";"2019SJ00";"       0"
"93245269";"3000   ";"11100";"A041755";"2012659";"GM0518";"2019SJ00";"       0"
"93260116";"3000   ";"11100";"A041759";"T001040";"GM0518";"2019SJ00";"       0"
"93274963";"3000   ";"11100";"A041759";"1012600";"GM0518";"2019SJ00";"       0"
"93289810";"3000   ";"11100";"A041759";"2012605";"GM0518";"2019SJ00";"       0"
"93304657";"3000   ";"11100";"A041759";"2012655";"GM0518";"2019SJ00";"       0"
"93319504";"3000   ";"11100";"A041759";"2012657";"GM0518";"2019SJ00";"       0"
"93334351";"3000   ";"11100";"A041759";"H008766";"GM0518";"2019SJ00";"       0"
"93349198";"3000   ";"11100";"A041759";"H008673";"GM0518";"2019SJ00";"       0"
"93364045";"3000   ";"11100";"A041759";"H008751";"GM0518";"2019SJ00";"       0"
"93378892";"3000   ";"11100";"A041759";"H007119";"GM0518";"2019SJ00";"       0"
"93393739";"3000   ";"11100";"A041759";"A008187";"GM0518";"2019SJ00";"       0"
"93408586";"3000   ";"11100";"A041759";"2012659";"GM0518";"2019SJ00";"       0"
"93423433";"3000   ";"11100";"A041924";"T001040";"GM0518";"2019SJ00";"       0"
"93438280";"3000   ";"11100";"A041924";"1012600";"GM0518";"2019SJ00";"       0"
"93453127";"3000   ";"11100";"A041924";"2012605";"GM0518";"2019SJ00";"       0"
"93467974";"3000   ";"11100";"A041924";"2012655";"GM0518";"2019SJ00";"       0"
"93482821";"3000   ";"11100";"A041924";"2012657";"GM0518";"2019SJ00";"       0"
"93497668";"3000   ";"11100";"A041924";"H008766";"GM0518";"2019SJ00";"       0"
"93512515";"3000   ";"11100";"A041924";"H008673";"GM0518";"2019SJ00";"       0"
"93527362";"3000   ";"11100";"A041924";"H008751";"GM0518";"2019SJ00";"       0"
"93542209";"3000   ";"11100";"A041924";"H007119";"GM0518";"2019SJ00";"       0"
"93557056";"3000   ";"11100";"A041924";"A008187";"GM0518";"2019SJ00";"       0"
"93571903";"3000   ";"11100";"A041924";"2012659";"GM0518";"2019SJ00";"       0"
"93586750";"3000   ";"11100";"A041925";"T001040";"GM0518";"2019SJ00";"       0"
"93601597";"3000   ";"11100";"A041925";"1012600";"GM0518";"2019SJ00";"       0"
"93616444";"3000   ";"11100";"A041925";"2012605";"GM0518";"2019SJ00";"       0"
"93631291";"3000   ";"11100";"A041925";"2012655";"GM0518";"2019SJ00";"       0"
"93646138";"3000   ";"11100";"A041925";"2012657";"GM0518";"2019SJ00";"       0"
"93660985";"3000   ";"11100";"A041925";"H008766";"GM0518";"2019SJ00";"       0"
"93675832";"3000   ";"11100";"A041925";"H008673";"GM0518";"2019SJ00";"       0"
"93690679";"3000   ";"11100";"A041925";"H008751";"GM0518";"2019SJ00";"       0"
"93705526";"3000   ";"11100";"A041925";"H007119";"GM0518";"2019SJ00";"       0"
"93720373";"3000   ";"11100";"A041925";"A008187";"GM0518";"2019SJ00";"       0"
"93735220";"3000   ";"11100";"A041925";"2012659";"GM0518";"2019SJ00";"       0"
"93750067";"3000   ";"11100";"A025294";"T001040";"GM0518";"2019SJ00";"       0"
"93764914";"3000   ";"11100";"A025294";"1012600";"GM0518";"2019SJ00";"       0"
"93779761";"3000   ";"11100";"A025294";"2012605";"GM0518";"2019SJ00";"       0"
"93794608";"3000   ";"11100";"A025294";"2012655";"GM0518";"2019SJ00";"       0"
"93809455";"3000   ";"11100";"A025294";"2012657";"GM0518";"2019SJ00";"       0"
"93824302";"3000   ";"11100";"A025294";"H008766";"GM0518";"2019SJ00";"       0"
"93839149";"3000   ";"11100";"A025294";"H008673";"GM0518";"2019SJ00";"       0"
"93853996";"3000   ";"11100";"A025294";"H008751";"GM0518";"2019SJ00";"       0"
"93868843";"3000   ";"11100";"A025294";"H007119";"GM0518";"2019SJ00";"       0"
"93883690";"3000   ";"11100";"A025294";"A008187";"GM0518";"2019SJ00";"       0"
"93898537";"3000   ";"11100";"A025294";"2012659";"GM0518";"2019SJ00";"       0"
"93913384";"3000   ";"11100";"A025297";"T001040";"GM0518";"2019SJ00";"       0"
"93928231";"3000   ";"11100";"A025297";"1012600";"GM0518";"2019SJ00";"       0"
"93943078";"3000   ";"11100";"A025297";"2012605";"GM0518";"2019SJ00";"       0"
"93957925";"3000   ";"11100";"A025297";"2012655";"GM0518";"2019SJ00";"       0"
"93972772";"3000   ";"11100";"A025297";"2012657";"GM0518";"2019SJ00";"       0"
"93987619";"3000   ";"11100";"A025297";"H008766";"GM0518";"2019SJ00";"       0"
"94002466";"3000   ";"11100";"A025297";"H008673";"GM0518";"2019SJ00";"       0"
"94017313";"3000   ";"11100";"A025297";"H008751";"GM0518";"2019SJ00";"       0"
"94032160";"3000   ";"11100";"A025297";"H007119";"GM0518";"2019SJ00";"       0"
"94047007";"3000   ";"11100";"A025297";"A008187";"GM0518";"2019SJ00";"       0"
"94061854";"3000   ";"11100";"A025297";"2012659";"GM0518";"2019SJ00";"       0"
"94076701";"3000   ";"11200";"T001345";"T001040";"GM0518";"2019SJ00";"    1828"
"94091548";"3000   ";"11200";"T001345";"1012600";"GM0518";"2019SJ00";"     778"
"94106395";"3000   ";"11200";"T001345";"2012605";"GM0518";"2019SJ00";"    1041"
"94121242";"3000   ";"11200";"T001345";"2012655";"GM0518";"2019SJ00";"     286"
"94136089";"3000   ";"11200";"T001345";"2012657";"GM0518";"2019SJ00";"     755"
"94150936";"3000   ";"11200";"T001345";"H008766";"GM0518";"2019SJ00";"     174"
"94165783";"3000   ";"11200";"T001345";"H008673";"GM0518";"2019SJ00";"     186"
"94180630";"3000   ";"11200";"T001345";"H008751";"GM0518";"2019SJ00";"     112"
"94195477";"3000   ";"11200";"T001345";"H007119";"GM0518";"2019SJ00";"      44"
"94210324";"3000   ";"11200";"T001345";"A008187";"GM0518";"2019SJ00";"     239"
"94225171";"3000   ";"11200";"T001345";"2012659";"GM0518";"2019SJ00";"       9"
"94240018";"3000   ";"11200";"A041919";"T001040";"GM0518";"2019SJ00";"    1768"
"94254865";"3000   ";"11200";"A041919";"1012600";"GM0518";"2019SJ00";"     768"
"94269712";"3000   ";"11200";"A041919";"2012605";"GM0518";"2019SJ00";"     991"
"94284559";"3000   ";"11200";"A041919";"2012655";"GM0518";"2019SJ00";"     276"
"94299406";"3000   ";"11200";"A041919";"2012657";"GM0518";"2019SJ00";"     715"
"94314253";"3000   ";"11200";"A041919";"H008766";"GM0518";"2019SJ00";"     163"
"94329100";"3000   ";"11200";"A041919";"H008673";"GM0518";"2019SJ00";"     180"
"94343947";"3000   ";"11200";"A041919";"H008751";"GM0518";"2019SJ00";"     108"
"94358794";"3000   ";"11200";"A041919";"H007119";"GM0518";"2019SJ00";"      43"
"94373641";"3000   ";"11200";"A041919";"A008187";"GM0518";"2019SJ00";"     221"
"94388488";"3000   ";"11200";"A041919";"2012659";"GM0518";"2019SJ00";"       9"
"94403335";"3000   ";"11200";"A041920";"T001040";"GM0518";"2019SJ00";"       3"
"94418182";"3000   ";"11200";"A041920";"1012600";"GM0518";"2019SJ00";"       1"
"94433029";"3000   ";"11200";"A041920";"2012605";"GM0518";"2019SJ00";"       2"
"94447876";"3000   ";"11200";"A041920";"2012655";"GM0518";"2019SJ00";"       1"
"94462723";"3000   ";"11200";"A041920";"2012657";"GM0518";"2019SJ00";"       1"
"94477570";"3000   ";"11200";"A041920";"H008766";"GM0518";"2019SJ00";"       0"
"94492417";"3000   ";"11200";"A041920";"H008673";"GM0518";"2019SJ00";"       1"
"94507264";"3000   ";"11200";"A041920";"H008751";"GM0518";"2019SJ00";"       0"
"94522111";"3000   ";"11200";"A041920";"H007119";"GM0518";"2019SJ00";"       0"
"94536958";"3000   ";"11200";"A041920";"A008187";"GM0518";"2019SJ00";"       0"
