"gender","n_people","age_group_education","migration_background","education_level"
"male",0,"27","Non_Western","middle"
"male",0,"age_30_35","Dutch","middle"
"female",0,"age_30_35","Dutch","middle"
"female",1,"20","Western","middle"
"female",219,"14","Dutch","middle"
"male",218,"15","Non_Western","middle"
"female",70,"18","Non_Western","middle"
"male",65,"17","Western","middle"
"male",51,"18","Dutch","middle"
"male",0,"age_40_45","Dutch","middle"
"female",0,"age_30_35","Dutch","middle"
"female",73,"16","Western","middle"
"female",0,"26","Western","middle"
"male",0,"24","Non_Western","middle"
"female",0,"age_over_50","Non_Western","middle"
"male",0,"26","Western","middle"
"male",60,"18","Non_Western","middle"
"female",0,"age_40_45","Dutch","middle"
"female",0,"25","Non_Western","middle"
"male",0,"25","Western","middle"
"male",29,"13","Western","middle"
"female",13,"19","Non_Western","middle"
"female",244,"15","Non_Western","middle"
"male",0,"23","Non_Western","middle"
"female",0,"age_30_35","Western","middle"
"female",0,"23","Western","middle"
"female",0,"23","Non_Western","middle"
"male",0,"age_35_40","Non_Western","middle"
"female",200,"14","Non_Western","middle"
"male",0,"26","Dutch","middle"
"female",0,"25","Western","middle"
"female",74,"14","Western","middle"
"male",2,"19","Dutch","middle"
"male",10,"13","Dutch","middle"
"female",0,"28","Western","middle"
"female",29,"18","Western","middle"
"female",0,"29","Western","middle"
"male",0,"28","Western","middle"
"female",0,"26","Non_Western","middle"
"male",0,"age_30_35","Non_Western","middle"
"male",0,"age_40_45","Non_Western","middle"
"female",0,"24","Western","middle"
"female",0,"25","Dutch","middle"
"female",0,"23","Dutch","middle"
"male",201,"17","Dutch","middle"
"male",0,"25","Dutch","middle"
"male",0,"22","Dutch","middle"
"female",0,"12","Dutch","middle"
"female",0,"20","Dutch","middle"
"female",0,"27","Non_Western","middle"
"female",0,"age_35_40","Non_Western","middle"
"female",0,"age_35_40","Western","middle"
"female",1,"21","Non_Western","middle"
"male",0,"29","Western","middle"
"female",0,"22","Non_Western","middle"
"female",0,"24","Non_Western","middle"
"female",0,"24","Dutch","middle"
"female",319,"16","Dutch","middle"
"male",0,"28","Dutch","middle"
"male",1,"20","Western","middle"
"male",0,"20","Dutch","middle"
"female",242,"16","Non_Western","middle"
"male",1,"12","Western","middle"
"female",0,"28","Dutch","middle"
"female",20,"13","Non_Western","middle"
"female",0,"22","Dutch","middle"
"female",0,"age_30_35","Western","middle"
"female",159,"17","Non_Western","middle"
"male",0,"25","Non_Western","middle"
"male",12,"19","Non_Western","middle"
"female",58,"17","Western","middle"
"male",331,"16","Dutch","middle"
"female",7,"13","Dutch","middle"
"male",179,"14","Dutch","middle"
"female",0,"29","Non_Western","middle"
"male",0,"12","Non_Western","middle"
"male",1,"21","Non_Western","middle"
"female",0,"28","Non_Western","middle"
"female",0,"age_35_40","Dutch","middle"
"female",0,"age_over_50","Western","middle"
"female",0,"21","Western","middle"
"male",6,"19","Western","middle"
"female",102,"15","Western","middle"
"female",0,"21","Dutch","middle"
"male",0,"28","Non_Western","middle"
"male",0,"23","Western","middle"
"female",0,"age_over_50","Dutch","middle"
"male",262,"16","Non_Western","middle"
"male",0,"age_30_35","Western","middle"
"female",0,"12","Non_Western","middle"
"female",0,"age_30_35","Non_Western","middle"
"female",0,"22","Western","middle"
"male",99,"14","Western","middle"
"female",0,"age_30_35","Non_Western","middle"
"male",170,"14","Non_Western","middle"
"female",2,"19","Western","middle"
"female",0,"27","Western","middle"
"male",0,"age_40_45","Western","middle"
"female",290,"15","Dutch","middle"
"male",0,"20","Non_Western","middle"
"male",0,"22","Western","middle"
"female",0,"27","Dutch","middle"
"male",0,"29","Non_Western","middle"
"male",0,"22","Non_Western","middle"
"female",2,"19","Dutch","middle"
"male",0,"29","Dutch","middle"
"female",27,"18","Dutch","middle"
"male",0,"21","Dutch","middle"
"male",67,"16","Western","middle"
"male",0,"21","Western","middle"
"female",1,"12","Western","middle"
"male",24,"13","Non_Western","middle"
"male",0,"age_30_35","Dutch","middle"
"female",0,"20","Non_Western","middle"
"female",46,"13","Western","middle"
"male",0,"12","Dutch","middle"
"male",0,"23","Dutch","middle"
"male",0,"age_30_35","Non_Western","low"
"female",0,"25","Western","low"
"female",149,"16","Non_Western","low"
"female",0,"age_over_50","Dutch","low"
"male",0,"age_over_50","Non_Western","low"
"male",0,"19","Non_Western","low"
"female",0,"age_30_35","Western","low"
"female",0,"age_30_35","Dutch","low"
"male",0,"age_over_50","Western","low"
"female",0,"age_30_35","Dutch","low"
"female",0,"age_40_45","Dutch","low"
"female",0,"24","Non_Western","low"
"female",0,"age_over_50","Western","low"
"female",0,"26","Dutch","low"
"male",0,"age_30_35","Dutch","low"
"male",0,"age_over_50","Dutch","low"
"female",0,"21","Non_Western","low"
"male",179,"16","Non_Western","low"
"male",7,"17","Western","low"
"male",19,"17","Dutch","low"
"male",0,"26","Non_Western","low"
"female",0,"26","Non_Western","low"
"male",0,"age_40_45","Non_Western","low"
"male",1,"18","Western","low"
"female",0,"29","Non_Western","low"
"male",0,"24","Western","low"
"male",0,"27","Non_Western","low"
"male",100,"16","Dutch","low"
"female",0,"24","Western","low"
"female",0,"23","Non_Western","low"
"female",0,"25","Non_Western","low"
"female",0,"age_30_35","Western","low"
"male",0,"26","Dutch","low"
"female",0,"age_35_40","Non_Western","low"
"female",0,"21","Western","low"
"male",0,"22","Non_Western","low"
"male",0,"25","Non_Western","low"
"female",0,"29","Western","low"
"female",0,"age_35_40","Dutch","low"
"male",0,"age_35_40","Western","low"
"female",0,"age_30_35","Non_Western","low"
"female",0,"20","Western","low"
"male",0,"21","Non_Western","low"
"female",197,"14","Non_Western","low"
"male",0,"26","Western","low"
"female",1,"18","Western","low"
"female",0,"age_30_35","Non_Western","low"
"female",0,"26","Western","low"
"male",301,"15","Non_Western","low"
"female",94,"16","Dutch","low"
"male",4,"18","Non_Western","low"
"male",55,"15","Western","low"
"male",0,"age_30_35","Western","low"
"male",39,"17","Non_Western","low"
"female",2,"18","Non_Western","low"
"female",0,"29","Dutch","low"
"male",0,"21","Western","low"
"male",0,"21","Dutch","low"
"female",299,"15","Non_Western","low"
"female",0,"age_35_40","Western","low"
"male",0,"22","Western","low"
"female",0,"12","Western","low"
"female",0,"23","Dutch","low"
"male",0,"25","Western","low"
"male",43,"16","Western","low"
"male",0,"24","Dutch","low"
"male",0,"age_35_40","Dutch","low"
"female",0,"24","Dutch","low"
"male",0,"12","Non_Western","low"
"female",0,"20","Dutch","low"
"male",0,"28","Non_Western","low"
"male",0,"age_35_40","Non_Western","low"
"male",0,"24","Non_Western","low"
"male",0,"29","Non_Western","low"
"female",0,"22","Dutch","low"
"male",0,"22","Dutch","low"
"female",0,"22","Non_Western","low"
"female",37,"16","Western","low"
"female",1,"21","Dutch","low"
"male",0,"age_40_45","Western","low"
"male",0,"12","Western","low"
"male",0,"27","Western","low"
"female",0,"19","Dutch","low"
"male",0,"12","Dutch","low"
"female",33,"17","Non_Western","low"
"male",0,"age_30_35","Western","low"
"female",211,"15","Dutch","low"
"female",0,"12","Non_Western","low"
"female",0,"28","Dutch","low"
"female",5,"17","Western","low"
"female",14,"17","Dutch","low"
"female",31,"14","Western","low"
"male",293,"15","Dutch","low"
"male",1,"18","Dutch","low"
"female",0,"25","Dutch","low"
"female",0,"27","Western","low"
"female",0,"28","Western","low"
"male",0,"23","Western","low"
"female",0,"23","Western","low"
"female",0,"age_40_45","Western","low"
"male",2,"13","Non_Western","low"
"male",0,"25","Dutch","low"
"female",0,"12","Dutch","low"
"male",0,"13","Western","low"
"female",1,"18","Dutch","low"
"female",0,"19","Non_Western","low"
"male",0,"age_40_45","Dutch","low"
"female",0,"age_40_45","Non_Western","low"
"female",63,"15","Western","low"
"male",0,"29","Dutch","low"
"female",0,"13","Non_Western","low"
"male",0,"29","Western","low"
"female",0,"28","Non_Western","low"
"male",0,"27","Dutch","low"
"female",0,"age_over_50","Non_Western","low"
"female",1,"20","Non_Western","low"
"female",0,"27","Non_Western","low"
"male",0,"23","Non_Western","low"
"female",0,"22","Western","low"
"female",0,"13","Western","low"
"male",0,"28","Western","low"
"male",0,"age_30_35","Dutch","low"
"female",153,"14","Dutch","low"
"male",0,"19","Western","low"
"male",176,"14","Non_Western","low"
"male",0,"20","Non_Western","low"
"female",0,"27","Dutch","low"
"male",2,"13","Dutch","low"
"female",0,"19","Western","low"
"male",0,"28","Dutch","low"
"male",0,"20","Dutch","low"
"male",33,"14","Western","low"
"male",0,"age_30_35","Non_Western","low"
"male",0,"19","Dutch","low"
"male",0,"20","Western","low"
"female",0,"13","Dutch","low"
"male",0,"23","Dutch","low"
"male",142,"14","Dutch","low"
"male",8,"18","Non_Western","low"
"male",0,"26","Non_Western","low"
"female",48,"16","Western","low"
"male",380,"15","Non_Western","low"
"male",0,"27","Non_Western","low"
"male",0,"21","Dutch","low"
"male",0,"29","Non_Western","low"
"female",47,"17","Non_Western","low"
"male",64,"17","Non_Western","low"
"female",0,"29","Non_Western","low"
"female",0,"28","Non_Western","low"
"female",0,"age_over_50","Dutch","low"
"female",85,"16","Dutch","low"
"male",0,"age_35_40","Dutch","low"
"male",0,"21","Non_Western","low"
"female",0,"26","Western","low"
"male",0,"13","Western","low"
"female",0,"24","Non_Western","low"
"female",0,"26","Dutch","low"
"male",0,"26","Western","low"
"female",0,"26","Non_Western","low"
"male",0,"age_35_40","Western","low"
"male",0,"22","Non_Western","low"
"male",0,"28","Dutch","low"
"female",0,"20","Dutch","low"
"male",302,"16","Non_Western","low"
"male",0,"24","Dutch","low"
"male",0,"21","Western","low"
"male",0,"12","Western","low"
"female",12,"17","Western","low"
"female",0,"28","Western","low"
"female",0,"27","Non_Western","low"
"male",69,"15","Western","low"
"male",0,"27","Western","low"
"male",0,"12","Non_Western","low"
"female",0,"age_30_35","Western","low"
"male",0,"13","Dutch","low"
"female",0,"age_30_35","Non_Western","low"
"female",7,"18","Non_Western","low"
"female",0,"age_over_50","Western","low"
"female",0,"age_30_35","Non_Western","low"
"female",0,"20","Non_Western","low"
"male",0,"19","Non_Western","low"
"male",0,"19","Western","low"
"male",0,"12","Dutch","low"
"female",0,"27","Dutch","low"
"female",0,"21","Non_Western","low"
"female",0,"age_30_35","Dutch","low"
"male",67,"16","Western","low"
"female",1,"19","Western","low"
"female",52,"15","Western","low"
"male",0,"26","Dutch","low"
"male",0,"24","Western","low"
"female",0,"21","Western","low"
"male",0,"24","Non_Western","low"
"female",0,"28","Dutch","low"
"male",0,"age_30_35","Non_Western","low"
"male",0,"age_30_35","Non_Western","low"
"male",0,"age_30_35","Western","low"
"female",0,"age_30_35","Western","low"
"female",162,"15","Dutch","low"
"female",0,"age_over_50","Non_Western","low"
"male",168,"14","Non_Western","low"
"female",0,"29","Western","low"
"female",0,"25","Non_Western","low"
"female",0,"age_40_45","Western","low"
"female",0,"25","Western","low"
"female",0,"27","Western","low"
"male",0,"28","Western","low"
"female",0,"18","Dutch","low"
"female",0,"25","Dutch","low"
"male",0,"19","Dutch","low"
"female",0,"22","Non_Western","low"
"female",0,"22","Western","low"
"male",0,"age_30_35","Dutch","low"
"female",0,"29","Dutch","low"
"female",0,"21","Dutch","low"
"female",9,"17","Dutch","low"
"male",0,"age_35_40","Non_Western","low"
"male",0,"age_30_35","Western","low"
"female",0,"age_40_45","Non_Western","low"
"male",0,"29","Western","low"
"male",0,"age_over_50","Dutch","low"
"male",0,"13","Non_Western","low"
"female",0,"age_35_40","Dutch","low"
"male",0,"age_30_35","Dutch","low"
"female",0,"13","Non_Western","low"
"female",189,"16","Non_Western","low"
"female",0,"19","Non_Western","low"
"male",18,"14","Western","low"
"male",0,"25","Non_Western","low"
"female",344,"15","Non_Western","low"
"male",0,"age_over_50","Western","low"
"male",0,"28","Non_Western","low"
"male",0,"age_over_50","Non_Western","low"
"male",0,"22","Western","low"
"female",0,"age_35_40","Non_Western","low"
"female",0,"23","Dutch","low"
"male",0,"27","Dutch","low"
"male",0,"20","Dutch","low"
"female",72,"14","Dutch","low"
"male",0,"23","Non_Western","low"
"female",149,"14","Non_Western","low"
"female",0,"20","Western","low"
"female",0,"age_35_40","Western","low"
"female",0,"23","Non_Western","low"
"male",0,"20","Non_Western","low"
"female",2,"18","Western","low"
"male",0,"22","Dutch","low"
"female",0,"23","Western","low"
"female",0,"24","Dutch","low"
"male",0,"25","Western","low"
"female",0,"12","Dutch","low"
"female",0,"12","Western","low"
"male",0,"23","Western","low"
"female",0,"22","Dutch","low"
"male",21,"17","Dutch","low"
"male",0,"18","Dutch","low"
"male",0,"age_40_45","Non_Western","low"
"male",17,"17","Western","low"
"male",0,"20","Western","low"
"male",101,"14","Dutch","low"
"female",0,"24","Western","low"
"male",165,"15","Dutch","low"
"female",0,"age_40_45","Dutch","low"
"male",4,"18","Western","low"
"female",14,"14","Western","low"
"female",0,"13","Dutch","low"
"female",0,"age_30_35","Dutch","low"
"male",0,"25","Dutch","low"
"male",127,"16","Dutch","low"
"male",0,"23","Dutch","low"
"female",0,"12","Non_Western","low"
"female",0,"13","Western","low"
"male",0,"29","Dutch","low"
"female",0,"19","Dutch","low"
"male",0,"age_40_45","Western","low"
"male",0,"age_40_45","Dutch","low"
"female",0,"13","Western","middle"
"male",4,"23","Western","middle"
"female",19,"age_30_35","Dutch","middle"
"female",0,"13","Dutch","middle"
"male",3,"26","Western","middle"
"female",24,"24","Dutch","middle"
"female",0,"12","Dutch","middle"
"male",53,"17","Western","middle"
"male",0,"14","Western","middle"
"male",87,"21","Dutch","middle"
"female",51,"22","Dutch","middle"
"female",4,"age_30_35","Non_Western","middle"
"male",17,"age_35_40","Dutch","middle"
"female",280,"18","Dutch","middle"
"male",18,"age_30_35","Non_Western","middle"
"male",8,"27","Dutch","middle"
"male",13,"28","Non_Western","middle"
"female",13,"22","Western","middle"
"male",21,"23","Dutch","middle"
"female",3,"age_40_45","Western","middle"
"male",49,"24","Non_Western","middle"
"male",40,"19","Western","middle"
"female",0,"14","Western","middle"
"male",231,"20","Non_Western","middle"
"male",11,"29","Dutch","middle"
"male",33,"20","Western","middle"
"female",204,"19","Dutch","middle"
"male",0,"13","Western","middle"
"male",8,"age_over_50","Dutch","middle"
"male",26,"age_30_35","Dutch","middle"
"female",21,"27","Non_Western","middle"
"male",4,"age_40_45","Dutch","middle"
"female",31,"age_35_40","Non_Western","middle"
"female",71,"21","Dutch","middle"
"female",6,"age_30_35","Western","middle"
"male",9,"28","Dutch","middle"
"male",6,"age_30_35","Dutch","middle"
"male",346,"17","Non_Western","middle"
"female",9,"23","Western","middle"
"female",143,"20","Dutch","middle"
"male",179,"19","Dutch","middle"
"male",166,"21","Non_Western","middle"
"male",29,"25","Non_Western","middle"
"female",7,"24","Western","middle"
"male",83,"22","Non_Western","middle"
"male",5,"age_30_35","Non_Western","middle"
"female",3,"27","Western","middle"
"female",3,"age_35_40","Western","middle"
"female",116,"23","Non_Western","middle"
"female",26,"age_35_40","Dutch","middle"
"male",0,"13","Non_Western","middle"
"male",328,"19","Non_Western","middle"
"female",52,"18","Western","middle"
"female",26,"16","Western","middle"
"male",0,"25","Western","middle"
"male",0,"15","Western","middle"
"male",0,"13","Dutch","middle"
"female",19,"age_40_45","Non_Western","middle"
"female",234,"21","Non_Western","middle"
"male",14,"26","Dutch","middle"
"male",14,"22","Western","middle"
"female",0,"14","Non_Western","middle"
"male",31,"26","Non_Western","middle"
"female",0,"13","Non_Western","middle"
"male",3,"age_30_35","Western","middle"
"female",0,"14","Dutch","middle"
"female",3,"29","Western","middle"
"female",115,"16","Dutch","middle"
"male",2,"age_over_50","Western","middle"
"female",66,"17","Western","middle"
"male",234,"18","Dutch","middle"
"female",7,"age_over_50","Non_Western","middle"
"female",0,"15","Western","middle"
"male",1,"age_40_45","Western","middle"
"female",20,"age_40_45","Dutch","middle"
"male",2,"28","Western","middle"
"male",11,"29","Non_Western","middle"
"male",4,"29","Western","middle"
"male",18,"21","Western","middle"
"female",0,"12","Western","middle"
"female",4,"15","Dutch","middle"
"male",22,"24","Dutch","middle"
"male",3,"age_30_35","Western","middle"
"male",2,"15","Dutch","middle"
"female",36,"28","Non_Western","middle"
"male",7,"age_40_45","Non_Western","middle"
"female",57,"19","Western","middle"
"female",14,"27","Dutch","middle"
"female",13,"25","Dutch","middle"
"female",395,"19","Non_Western","middle"
"male",2,"27","Western","middle"
"male",76,"23","Non_Western","middle"
"male",0,"15","Non_Western","middle"
"male",0,"14","Dutch","middle"
"female",31,"21","Western","middle"
"male",184,"16","Non_Western","middle"
"female",225,"16","Non_Western","middle"
"female",467,"18","Non_Western","middle"
"female",0,"12","Non_Western","middle"
"female",27,"20","Western","middle"
"female",30,"age_30_35","Dutch","middle"
"female",313,"20","Non_Western","middle"
"male",0,"12","Non_Western","middle"
"female",5,"26","Western","middle"
"male",45,"22","Dutch","middle"
"male",17,"25","Dutch","middle"
"male",206,"17","Dutch","middle"
"male",14,"age_35_40","Non_Western","middle"
"female",21,"29","Non_Western","middle"
"female",89,"24","Non_Western","middle"
"male",2,"24","Western","middle"
"female",8,"28","Dutch","middle"
"female",20,"26","Dutch","middle"
"female",50,"age_30_35","Non_Western","middle"
"male",6,"age_35_40","Western","middle"
"male",399,"18","Non_Western","middle"
"female",20,"age_over_50","Dutch","middle"
"female",129,"22","Non_Western","middle"
"male",22,"16","Western","middle"
"female",243,"17","Dutch","middle"
"female",417,"17","Non_Western","middle"
"male",1,"age_over_50","Non_Western","middle"
"male",37,"18","Western","middle"
"male",116,"20","Dutch","middle"
"female",6,"age_30_35","Western","middle"
"female",47,"26","Non_Western","middle"
"male",0,"14","Non_Western","middle"
"female",40,"23","Dutch","middle"
"male",0,"12","Western","middle"
"female",6,"age_over_50","Western","middle"
"male",131,"16","Dutch","middle"
"female",7,"25","Western","middle"
"female",11,"29","Dutch","middle"
"male",24,"27","Non_Western","middle"
"male",0,"12","Dutch","middle"
"female",43,"25","Non_Western","middle"
"female",4,"28","Western","middle"
"female",0,"15","Non_Western","middle"
"male",0,"19","Dutch","middle"
"female",0,"13","Dutch","middle"
"male",0,"age_30_35","Dutch","middle"
"female",1,"22","Dutch","middle"
"male",0,"14","Dutch","middle"
"male",1,"26","Dutch","middle"
"male",0,"age_over_50","Western","middle"
"male",0,"13","Dutch","middle"
"female",0,"age_40_45","Dutch","middle"
"female",0,"age_30_35","Non_Western","middle"
"female",2,"age_30_35","Dutch","middle"
"female",0,"23","Non_Western","middle"
"female",0,"22","Western","middle"
"male",0,"15","Dutch","middle"
"male",0,"15","Western","middle"
"male",2,"24","Non_Western","middle"
"female",0,"23","Dutch","middle"
"female",0,"23","Western","middle"
"male",0,"age_30_35","Western","middle"
"male",0,"16","Western","middle"
"female",0,"14","Non_Western","middle"
"male",0,"20","Dutch","middle"
"male",0,"26","Non_Western","middle"
"female",0,"24","Dutch","middle"
"male",0,"16","Non_Western","middle"
"male",1,"25","Non_Western","middle"
"female",0,"13","Non_Western","middle"
"female",0,"12","Western","middle"
"female",0,"age_30_35","Western","middle"
"female",1,"age_40_45","Western","middle"
"male",1,"17","Dutch","middle"
"male",1,"25","Dutch","middle"
"female",0,"13","Western","middle"
"male",0,"15","Non_Western","middle"
"female",0,"24","Non_Western","middle"
"female",0,"24","Western","middle"
"male",1,"28","Western","middle"
"male",0,"12","Non_Western","middle"
"male",1,"21","Western","middle"
"male",0,"26","Western","middle"
"female",0,"19","Non_Western","middle"
"female",0,"age_40_45","Non_Western","middle"
"female",0,"27","Non_Western","middle"
"male",2,"28","Non_Western","middle"
"male",2,"21","Dutch","middle"
"male",0,"23","Dutch","middle"
"male",0,"14","Western","middle"
"female",0,"18","Dutch","middle"
"male",0,"29","Dutch","middle"
"female",1,"20","Dutch","middle"
"male",2,"age_30_35","Non_Western","middle"
"male",0,"17","Non_Western","middle"
"male",0,"12","Western","middle"
"male",0,"17","Western","middle"
"female",0,"14","Dutch","middle"
"female",0,"21","Western","middle"
"female",1,"21","Dutch","middle"
"male",1,"19","Western","middle"
"male",0,"13","Western","middle"
"male",1,"25","Western","middle"
"female",0,"14","Western","middle"
"female",0,"28","Dutch","middle"
"female",0,"12","Non_Western","middle"
"female",0,"15","Non_Western","middle"
"female",0,"29","Dutch","middle"
"female",2,"19","Dutch","middle"
"male",0,"12","Dutch","middle"
"female",0,"16","Dutch","middle"
"female",0,"12","Dutch","middle"
"female",0,"27","Western","middle"
"male",1,"28","Dutch","middle"
"male",0,"24","Dutch","middle"
"male",0,"age_over_50","Non_Western","middle"
"female",0,"28","Non_Western","middle"
"male",0,"23","Western","middle"
"female",1,"22","Non_Western","middle"
"male",0,"13","Non_Western","middle"
"female",0,"19","Western","middle"
"female",0,"15","Dutch","middle"
"female",0,"17","Non_Western","middle"
"male",1,"20","Non_Western","middle"
"male",0,"20","Western","middle"
"female",0,"21","Non_Western","middle"
"female",1,"age_35_40","Western","middle"
"female",0,"18","Non_Western","middle"
"female",0,"25","Western","middle"
"male",1,"29","Non_Western","middle"
"female",0,"28","Western","middle"
"female",1,"18","Western","middle"
"male",1,"22","Western","middle"
"female",0,"15","Western","middle"
"female",1,"25","Dutch","middle"
"male",1,"21","Non_Western","middle"
"female",0,"16","Non_Western","middle"
"female",0,"age_35_40","Dutch","middle"
"male",0,"age_35_40","Non_Western","middle"
"male",0,"18","Western","middle"
"male",1,"22","Non_Western","middle"
"female",1,"20","Non_Western","middle"
"female",1,"27","Dutch","middle"
"female",1,"20","Western","middle"
"female",0,"25","Non_Western","middle"
"male",1,"age_30_35","Non_Western","middle"
"female",0,"16","Western","middle"
"male",1,"age_30_35","Dutch","middle"
"male",2,"19","Non_Western","middle"
"female",0,"29","Non_Western","middle"
"male",0,"24","Western","middle"
"male",0,"16","Dutch","middle"
"female",0,"17","Dutch","middle"
"female",0,"age_35_40","Non_Western","middle"
"male",0,"22","Dutch","middle"
"female",0,"age_over_50","Non_Western","middle"
"male",0,"29","Western","middle"
"female",0,"26","Western","middle"
"female",1,"age_30_35","Non_Western","middle"
"male",1,"27","Non_Western","middle"
"male",0,"27","Dutch","middle"
"male",0,"18","Non_Western","middle"
"male",0,"14","Non_Western","middle"
"male",2,"18","Dutch","middle"
"female",0,"29","Western","middle"
"female",0,"26","Non_Western","middle"
"male",2,"23","Non_Western","middle"
"female",0,"age_30_35","Dutch","middle"
"female",0,"17","Western","middle"
"male",0,"age_40_45","Non_Western","middle"
"male",0,"age_40_45","Western","middle"
"female",0,"age_over_50","Western","middle"
"female",0,"26","Dutch","middle"
"male",1,"age_over_50","Dutch","middle"
"female",0,"age_30_35","Western","middle"
"male",0,"age_35_40","Dutch","middle"
"male",0,"age_35_40","Western","middle"
"male",0,"27","Western","middle"
"male",0,"age_30_35","Western","middle"
"male",1,"age_40_45","Dutch","middle"
"female",1,"age_over_50","Dutch","middle"
"male",0,"28","Western",""
"male",0,"age_30_35","Non_Western",""
"female",0,"age_35_40","Dutch",""
"male",0,"age_40_45","Non_Western",""
"female",0,"23","Western",""
"female",0,"29","Non_Western",""
"male",0,"28","Non_Western",""
"female",0,"age_over_50","Western",""
"male",0,"25","Non_Western",""
"female",0,"age_40_45","Dutch",""
"female",392,"14","Western",""
"female",0,"26","Non_Western",""
"female",0,"24","Western",""
"female",0,"24","Non_Western",""
"female",275,"17","Western",""
"female",0,"age_30_35","Non_Western",""
"male",0,"24","Western",""
"male",0,"age_30_35","Dutch",""
"female",0,"23","Non_Western",""
"male",0,"age_30_35","Western",""
"female",0,"28","Western",""
"female",0,"25","Western",""
"female",0,"28","Non_Western",""
"female",1180,"14","Dutch",""
"female",19,"19","Dutch",""
"female",0,"age_30_35","Western",""
"female",0,"29","Western",""
"male",0,"age_30_35","Non_Western",""
"male",0,"24","Non_Western",""
"male",1021,"16","Non_Western",""
"male",0,"27","Western",""
"female",0,"29","Dutch",""
"female",0,"27","Dutch",""
"female",0,"age_30_35","Non_Western",""
"male",202,"18","Non_Western",""
"female",3,"21","Non_Western",""
"female",0,"22","Non_Western",""
"male",0,"age_over_50","Dutch",""
"female",132,"18","Dutch",""
"female",73,"18","Western",""
"female",7,"20","Non_Western",""
"female",0,"age_over_50","Non_Western",""
"male",0,"23","Non_Western",""
"female",0,"25","Dutch",""
"female",0,"22","Western",""
"male",0,"29","Non_Western",""
"male",0,"25","Western",""
"female",0,"26","Western",""
"male",0,"age_35_40","Non_Western",""
"male",0,"age_35_40","Western",""
"male",3,"20","Western",""
"female",0,"age_40_45","Non_Western",""
"female",0,"27","Western",""
"female",0,"25","Non_Western",""
"female",356,"16","Western",""
"female",5,"20","Western",""
"female",879,"16","Non_Western",""
"male",0,"21","Western",""
"female",0,"27","Non_Western",""
"female",1260,"14","Non_Western",""
"female",0,"age_30_35","Western",""
"male",0,"24","Dutch",""
"male",4,"20","Non_Western",""
"male",1283,"14","Non_Western",""
"male",1,"20","Dutch",""
"female",400,"15","Western",""
"female",0,"age_35_40","Non_Western",""
"female",486,"17","Non_Western",""
"female",193,"18","Non_Western",""
"male",0,"age_30_35","Western",""
"female",0,"24","Dutch",""
"male",0,"22","Western",""
"male",0,"22","Non_Western",""
"female",560,"17","Dutch",""
"female",0,"28","Dutch",""
"female",0,"age_30_35","Dutch",""
"female",1122,"13","Dutch",""
"male",245,"17","Western",""
"male",0,"26","Dutch",""
"female",809,"12","Non_Western",""
"female",0,"21","Western",""
"male",0,"26","Non_Western",""
"female",0,"age_35_40","Western",""
"male",577,"17","Non_Western",""
"male",0,"26","Western",""
"female",1223,"13","Non_Western",""
"male",0,"23","Dutch",""
"male",0,"27","Non_Western",""
"male",438,"13","Western",""
"male",0,"21","Dutch",""
"female",1262,"15","Non_Western",""
"male",444,"14","Western",""
"male",0,"age_35_40","Dutch",""
"female",456,"13","Western",""
"male",831,"12","Non_Western",""
"female",13,"19","Western",""
"male",1238,"15","Non_Western",""
"male",0,"age_40_45","Western",""
"male",1090,"13","Dutch",""
"male",2,"21","Non_Western",""
"female",0,"age_40_45","Western",""
"male",0,"23","Western",""
"male",49,"19","Non_Western",""
"male",365,"16","Western",""
"female",0,"26","Dutch",""
"female",1080,"15","Dutch",""
"female",0,"age_over_50","Dutch",""
"male",582,"17","Dutch",""
"female",43,"19","Non_Western",""
"female",0,"22","Dutch",""
"female",0,"23","Dutch",""
"male",1097,"14","Dutch",""
"female",1,"20","Dutch",""
"male",914,"16","Dutch",""
"female",0,"age_30_35","Dutch",""
"male",0,"25","Dutch",""
"male",0,"age_over_50","Non_Western",""
"female",334,"12","Western",""
"male",14,"19","Dutch",""
"female",917,"16","Dutch",""
"female",1,"21","Dutch",""
"male",321,"12","Western",""
"male",816,"12","Dutch",""
"male",0,"age_40_45","Dutch",""
"male",0,"age_over_50","Western",""
"male",1127,"15","Dutch",""
"male",0,"age_30_35","Dutch",""
"male",378,"15","Western",""
"male",0,"27","Dutch",""
"male",0,"22","Dutch",""
"male",0,"29","Dutch",""
"male",75,"18","Western",""
"male",183,"18","Dutch",""
"male",0,"28","Dutch",""
"male",25,"19","Western",""
"female",849,"12","Dutch",""
"male",1253,"13","Non_Western",""
"male",0,"29","Western",""
