"hh_ID","hh_size","neighb_code","hh_type","PC6","income_group","car_ownership"
15846,1,"BU05183637","single","2533TX","income_3_10",0
15847,1,"BU05183637","single","2533JP","income_5_10",1
15848,1,"BU05183637","single","2533SM","income_9_10",0
15849,1,"BU05183637","single","2533LB","income_2_10",0
15850,1,"BU05183637","single","2533GB","income_9_10",0
15851,1,"BU05183637","single","2533JB","income_2_10",1
15852,1,"BU05183637","single","2533VE","income_10_10",0
15853,1,"BU05183637","single","2532RJ","income_8_10",1
15854,1,"BU05183637","single","2533GA","income_2_10",0
15855,1,"BU05183637","single","2533JA","income_9_10",1
15856,1,"BU05183637","single","2533VZ","income_3_10",1
15857,1,"BU05183637","single","2533VE","income_3_10",0
15858,1,"BU05183637","single","2533LD","income_10_10",1
15859,1,"BU05183637","single","2533VT","income_10_10",1
15860,1,"BU05183637","single","2533LM","income_4_10",1
15861,1,"BU05183637","single","2533KL","income_9_10",1
15862,1,"BU05183637","single","2533EM","income_2_10",0
15863,1,"BU05183637","single","2532RG","income_1_10",1
15864,1,"BU05183637","single","2533HW","income_1_10",1
15865,1,"BU05183637","single","2533TE","income_4_10",0
15866,1,"BU05183637","single","2533GD","income_2_10",0
15867,1,"BU05183637","single","2533KB","income_5_10",0
15868,1,"BU05183637","single","2532RJ","income_3_10",1
15869,1,"BU05183637","single","2533EW","income_3_10",1
15870,1,"BU05183637","single","2532RG","income_1_10",0
15871,1,"BU05183637","single","2533KJ","income_5_10",1
15872,1,"BU05183637","single","2533XT","income_5_10",0
15873,1,"BU05183637","single","2533XT","income_6_10",0
15874,1,"BU05183637","single","2532RG","income_10_10",0
15875,1,"BU05183637","single","2533LN","income_2_10",1
15876,1,"BU05183637","single","2533SN","income_2_10",0
15877,1,"BU05183637","single","2533XW","income_7_10",1
15878,1,"BU05183637","single","2533HV","income_2_10",1
15879,1,"BU05183637","single","2532RN","income_1_10",0
15880,1,"BU05183637","single","2533GX","income_5_10",1
15881,1,"BU05183637","single","2532RG","income_2_10",0
15882,1,"BU05183637","single","2533VE","income_1_10",1
15883,1,"BU05183637","single","2533TP","income_9_10",0
15884,1,"BU05183637","single","2533JG","income_1_10",1
15885,1,"BU05183637","single","2533TZ","income_3_10",1
15886,1,"BU05183637","single","2532RG","income_2_10",0
15887,1,"BU05183637","single","2533VH","income_10_10",0
15888,1,"BU05183637","single","2533VL","income_1_10",1
15889,1,"BU05183637","single","2533JA","income_3_10",1
15890,1,"BU05183637","single","2533VP","income_2_10",1
15891,1,"BU05183637","single","2533GJ","income_1_10",0
15892,1,"BU05183637","single","2532RJ","income_1_10",0
15893,1,"BU05183637","single","2533LL","income_10_10",0
15894,1,"BU05183637","single","2533SJ","income_10_10",0
15895,1,"BU05183637","single","2532RN","income_1_10",1
15896,1,"BU05183637","single","2532RG","income_6_10",1
15897,1,"BU05183637","single","2533TH","income_5_10",0
15898,1,"BU05183637","single","2533EW","income_5_10",0
15899,1,"BU05183637","single","2533JA","income_3_10",0
15900,1,"BU05183637","single","2533TW","income_10_10",1
15901,1,"BU05183637","single","2533KH","income_10_10",0
15902,1,"BU05183637","single","2532RG","income_7_10",0
15903,1,"BU05183637","single","2533JL","income_4_10",0
15904,1,"BU05183637","single","2533KE","income_6_10",1
15905,1,"BU05183637","single","2533JR","income_2_10",1
15906,1,"BU05183637","single","2533SM","income_5_10",0
15907,1,"BU05183637","single","2533HP","income_9_10",0
15908,1,"BU05183637","single","2533LK","income_2_10",1
15909,1,"BU05183637","single","2533HD","income_1_10",0
15910,1,"BU05183637","single","2533JV","income_1_10",1
15911,1,"BU05183637","single","2533VT","income_1_10",0
15912,1,"BU05183637","single","2533ES","income_3_10",0
15913,1,"BU05183637","single","2533HH","income_3_10",1
15914,1,"BU05183637","single","2533JB","income_4_10",1
15915,1,"BU05183637","single","2533GX","income_4_10",0
15916,1,"BU05183637","single","2533TM","income_4_10",0
15917,1,"BU05183637","single","2532RH","income_6_10",0
15918,1,"BU05183637","single","2532RM","income_1_10",1
15919,1,"BU05183637","single","2533GV","income_2_10",0
15920,1,"BU05183637","single","2532RV","income_4_10",1
15921,1,"BU05183637","single","2533JE","income_1_10",1
15922,1,"BU05183637","single","2533KS","income_3_10",1
15923,1,"BU05183637","single","2533JV","income_5_10",0
15924,1,"BU05183637","single","2533TN","income_1_10",1
15925,1,"BU05183637","single","2533GV","income_7_10",0
15926,1,"BU05183637","single","2532RG","income_3_10",1
15927,1,"BU05183637","single","2533KA","income_1_10",1
15928,1,"BU05183637","single","2532RP","income_3_10",0
15929,1,"BU05183637","single","2533VD","income_2_10",1
15930,1,"BU05183637","single","2533JA","income_1_10",1
15931,1,"BU05183637","single","2531TC","income_6_10",0
15932,1,"BU05183637","single","2533EP","income_9_10",0
15933,1,"BU05183637","single","2532RG","income_9_10",0
15934,1,"BU05183637","single","2533SG","income_4_10",0
15935,1,"BU05183637","single","2533TH","income_4_10",0
15936,1,"BU05183637","single","2533VE","income_5_10",1
15937,1,"BU05183637","single","2532RG","income_3_10",0
15938,1,"BU05183637","single","2533KG","income_7_10",1
15939,1,"BU05183637","single","2533XP","income_10_10",0
15940,1,"BU05183637","single","2533TW","income_4_10",0
15941,1,"BU05183637","single","2533XW","income_9_10",0
15942,1,"BU05183637","single","2533VH","income_2_10",1
15943,1,"BU05183637","single","2533KT","income_8_10",0
15944,1,"BU05183637","single","2533GW","income_7_10",0
15945,1,"BU05183637","single","2533GJ","income_7_10",0
15946,1,"BU05183637","single","2533JA","income_6_10",0
15947,1,"BU05183637","single","2533KX","income_2_10",0
15948,1,"BU05183637","single","2533JD","income_1_10",0
15949,1,"BU05183637","single","2533KT","income_6_10",1
15950,1,"BU05183637","single","2533JV","income_3_10",1
15951,1,"BU05183637","single","2532RG","income_3_10",1
15952,1,"BU05183637","single","2532RG","income_6_10",1
15953,1,"BU05183637","single","2533HG","income_4_10",1
15954,1,"BU05183637","single","2533VP","income_3_10",0
15955,1,"BU05183637","single","2533VG","income_6_10",1
15956,1,"BU05183637","single","2531TA","income_4_10",1
15957,1,"BU05183637","single","2533LE","income_7_10",1
15958,1,"BU05183637","single","2533VE","income_2_10",1
15959,1,"BU05183637","single","2533LK","income_6_10",0
15960,1,"BU05183637","single","2531TC","income_6_10",0
15961,1,"BU05183637","single","2533JG","income_1_10",0
15962,1,"BU05183637","single","2533HG","income_4_10",1
15963,1,"BU05183637","single","2533HR","income_1_10",0
15964,1,"BU05183637","single","2533XZ","income_7_10",0
15965,1,"BU05183637","single","2533JA","income_2_10",1
15966,1,"BU05183637","single","2533GE","income_3_10",0
15967,1,"BU05183637","single","2533HH","income_1_10",1
15968,1,"BU05183637","single","2533EL","income_3_10",1
15969,1,"BU05183637","single","2533KR","income_5_10",0
15970,1,"BU05183637","single","2533ER","income_7_10",0
15971,1,"BU05183637","single","2533TN","income_6_10",0
15972,1,"BU05183637","single","2533TJ","income_4_10",0
15973,1,"BU05183637","single","2533HN","income_8_10",1
15974,1,"BU05183637","single","2533GP","income_1_10",1
15975,1,"BU05183637","single","2533JV","income_2_10",0
15976,1,"BU05183637","single","2533GZ","income_4_10",1
15977,1,"BU05183637","single","2533SJ","income_1_10",0
15978,1,"BU05183637","single","2533TD","income_8_10",0
15979,1,"BU05183637","single","2533HG","income_3_10",0
15980,1,"BU05183637","single","2533JJ","income_6_10",1
15981,1,"BU05183637","single","2532RS","income_1_10",0
15982,1,"BU05183637","single","2533VG","income_7_10",0
15983,1,"BU05183637","single","2533TT","income_2_10",1
15984,1,"BU05183637","single","2533SL","income_7_10",1
15985,1,"BU05183637","single","2533XT","income_1_10",0
15986,1,"BU05183637","single","2532RG","income_9_10",1
15987,1,"BU05183637","single","2533XZ","income_1_10",0
15988,1,"BU05183637","single","2533JB","income_10_10",0
15989,1,"BU05183637","single","2533ET","income_1_10",1
15990,1,"BU05183637","single","2533XW","income_2_10",0
15991,1,"BU05183637","single","2533HX","income_5_10",0
15992,1,"BU05183637","single","2533LK","income_2_10",1
15993,1,"BU05183637","single","2533GV","income_3_10",1
15994,1,"BU05183637","single","2533KG","income_1_10",0
15995,1,"BU05183637","single","2533SN","income_3_10",1
15996,1,"BU05183637","single","2532RG","income_5_10",0
15997,1,"BU05183637","single","2533JP","income_3_10",0
15998,1,"BU05183637","single","2533TZ","income_4_10",0
15999,1,"BU05183637","single","2533JB","income_1_10",1
16000,1,"BU05183637","single","2533VZ","income_1_10",0
16001,1,"BU05183637","single","2532RG","income_7_10",1
16002,1,"BU05183637","single","2533JD","income_1_10",0
16003,1,"BU05183637","single","2533HP","income_2_10",0
16004,1,"BU05183637","single","2533TE","income_4_10",1
16005,1,"BU05183637","single","2533EP","income_6_10",0
16006,1,"BU05183637","single","2533VH","income_8_10",0
16007,1,"BU05183637","single","2533VT","income_9_10",1
16008,1,"BU05183637","single","2533TZ","income_3_10",0
16009,1,"BU05183637","single","2533XM","income_2_10",0
16010,1,"BU05183637","single","2533TW","income_7_10",1
16011,1,"BU05183637","single","2532RM","income_8_10",0
16012,1,"BU05183637","single","2533JS","income_8_10",1
16013,1,"BU05183637","single","2533HG","income_1_10",1
16014,1,"BU05183637","single","2533JD","income_2_10",1
16015,1,"BU05183637","single","2532RH","income_1_10",1
16016,1,"BU05183637","single","2533JC","income_9_10",1
16017,1,"BU05183637","single","2533KA","income_2_10",1
16018,1,"BU05183637","single","2533HH","income_7_10",1
16019,1,"BU05183637","single","2533GJ","income_3_10",1
16020,1,"BU05183637","single","2533JS","income_3_10",0
16021,1,"BU05183637","single","2533KA","income_1_10",1
16022,1,"BU05183637","single","2533JV","income_10_10",1
16023,1,"BU05183637","single","2533JG","income_3_10",0
16024,1,"BU05183637","single","2533HC","income_1_10",0
16025,1,"BU05183637","single","2533GG","income_2_10",1
16026,1,"BU05183637","single","2532RG","income_8_10",1
16027,1,"BU05183637","single","2533JB","income_7_10",1
16028,1,"BU05183637","single","2533LJ","income_2_10",0
16029,1,"BU05183637","single","2533GG","income_9_10",1
16030,1,"BU05183637","single","2533XS","income_2_10",1
16031,1,"BU05183637","single","2533KD","income_2_10",1
16032,1,"BU05183637","single","2533XX","income_7_10",1
16033,1,"BU05183637","single","2533ER","income_9_10",1
16034,1,"BU05183637","single","2533TL","income_3_10",1
16035,1,"BU05183637","single","2533EN","income_2_10",0
16036,1,"BU05183637","single","2533KG","income_2_10",1
16037,1,"BU05183637","single","2533ET","income_1_10",0
16038,1,"BU05183637","single","2533JE","income_1_10",0
16039,1,"BU05183637","single","2533LC","income_1_10",1
16040,1,"BU05183637","single","2533TK","income_3_10",0
16041,1,"BU05183637","single","2533KK","income_5_10",0
16042,1,"BU05183637","single","2533GJ","income_5_10",0
16043,1,"BU05183637","single","2533VD","income_2_10",1
16044,1,"BU05183637","single","2532RV","income_1_10",0
16045,1,"BU05183637","single","2533XX","income_2_10",0
16046,1,"BU05183637","single","2533TH","income_1_10",1
16047,1,"BU05183637","single","2533HD","income_6_10",1
16048,1,"BU05183637","single","2533LB","income_2_10",0
16049,1,"BU05183637","single","2533GT","income_6_10",1
16050,1,"BU05183637","single","2533ES","income_3_10",1
16051,1,"BU05183637","single","2533HS","income_7_10",1
16052,1,"BU05183637","single","2533SG","income_10_10",1
16053,1,"BU05183637","single","2531TD","income_1_10",1
16054,1,"BU05183637","single","2532RX","income_1_10",1
16055,1,"BU05183637","single","2533KH","income_7_10",0
16056,1,"BU05183637","single","2533HD","income_1_10",1
16057,1,"BU05183637","single","2533ES","income_3_10",0
16058,1,"BU05183637","single","2533JA","income_10_10",1
16059,1,"BU05183637","single","2533KE","income_2_10",0
16060,1,"BU05183637","single","2532RG","income_2_10",0
16061,1,"BU05183637","single","2533HA","income_2_10",0
16062,1,"BU05183637","single","2532RK","income_3_10",0
16063,1,"BU05183637","single","2533HW","income_9_10",0
16064,1,"BU05183637","single","2533EK","income_6_10",0
16065,1,"BU05183637","single","2533EP","income_5_10",1
16066,1,"BU05183637","single","2533KG","income_2_10",0
16067,1,"BU05183637","single","2533XV","income_2_10",1
16068,1,"BU05183637","single","2533VE","income_2_10",1
16069,1,"BU05183637","single","2533SM","income_3_10",0
16070,1,"BU05183637","single","2532RR","income_8_10",0
16071,1,"BU05183637","single","2533GP","income_1_10",1
16072,1,"BU05183637","single","2533XZ","income_7_10",1
16073,1,"BU05183637","single","2533HP","income_5_10",0
16074,1,"BU05183637","single","2533HJ","income_2_10",0
16075,1,"BU05183637","single","2531TD","income_1_10",1
16076,1,"BU05183637","single","2533GA","income_5_10",1
16077,1,"BU05183637","single","2533ET","income_10_10",1
16078,1,"BU05183637","single","2533JH","income_1_10",1
16079,1,"BU05183637","single","2533EJ","income_3_10",1
16080,1,"BU05183637","single","2533EW","income_3_10",1
16081,1,"BU05183637","single","2533SL","income_3_10",1
16082,1,"BU05183637","single","2533LB","income_3_10",1
16083,1,"BU05183637","single","2533EK","income_10_10",0
16084,1,"BU05183637","single","2533XS","income_2_10",0
16085,1,"BU05183637","single","2531TD","income_7_10",1
16086,1,"BU05183637","single","2533GW","income_9_10",0
16087,1,"BU05183637","single","2533KB","income_9_10",1
16088,1,"BU05183637","single","2533XT","income_4_10",1
16089,1,"BU05183637","single","2533KK","income_3_10",1
16090,1,"BU05183637","single","2533EM","income_2_10",1
16091,1,"BU05183637","single","2533VP","income_5_10",0
16092,1,"BU05183637","single","2531TC","income_5_10",1
16093,1,"BU05183637","single","2532RT","income_2_10",0
16094,1,"BU05183637","single","2533XZ","income_9_10",0
16095,1,"BU05183637","single","2533GD","income_1_10",0
16096,1,"BU05183637","single","2533TX","income_8_10",1
16097,1,"BU05183637","single","2533GT","income_4_10",0
16098,1,"BU05183637","single","2533KD","income_8_10",0
16099,1,"BU05183637","single","2533GT","income_1_10",1
16100,1,"BU05183637","single","2532RP","income_10_10",0
16101,1,"BU05183637","single","2533LJ","income_5_10",0
16102,1,"BU05183637","single","2532RH","income_1_10",0
16103,1,"BU05183637","single","2533KH","income_3_10",0
16104,1,"BU05183637","single","2533VE","income_1_10",0
16105,1,"BU05183637","single","2533HD","income_3_10",1
16106,1,"BU05183637","single","2533GC","income_4_10",0
16107,1,"BU05183637","single","2533VC","income_5_10",1
16108,1,"BU05183637","single","2533GZ","income_10_10",1
16109,1,"BU05183637","single","2532RH","income_2_10",1
16110,1,"BU05183637","single","2532RG","income_7_10",0
16111,1,"BU05183637","single","2533JS","income_2_10",1
16112,1,"BU05183637","single","2532RN","income_3_10",1
16113,1,"BU05183637","single","2533JJ","income_6_10",0
16114,1,"BU05183637","single","2533LJ","income_10_10",1
16115,1,"BU05183637","single","2533EH","income_5_10",1
16116,1,"BU05183637","single","2533GW","income_3_10",0
16117,1,"BU05183637","single","2533GV","income_4_10",1
16118,1,"BU05183637","single","2533LA","income_1_10",0
16119,1,"BU05183637","single","2533GN","income_4_10",0
16120,1,"BU05183637","single","2533GL","income_1_10",1
16121,1,"BU05183637","single","2533KD","income_1_10",1
16122,1,"BU05183637","single","2533TV","income_2_10",0
16123,1,"BU05183637","single","2533SG","income_4_10",1
16124,1,"BU05183637","single","2533KV","income_2_10",1
16125,1,"BU05183637","single","2533KN","income_3_10",1
16126,1,"BU05183637","single","2533EK","income_6_10",1
16127,1,"BU05183637","single","2533LC","income_3_10",1
16128,1,"BU05183637","single","2533GJ","income_4_10",0
16129,1,"BU05183637","single","2533SM","income_1_10",0
16130,1,"BU05183637","single","2533JE","income_5_10",0
16131,1,"BU05183637","single","2533SK","income_2_10",0
16132,1,"BU05183637","single","2533HS","income_1_10",1
16133,1,"BU05183637","single","2532RK","income_4_10",1
16134,1,"BU05183637","single","2533EJ","income_2_10",1
16135,1,"BU05183637","single","2533XT","income_5_10",1
16136,1,"BU05183637","single","2533JV","income_1_10",1
16137,1,"BU05183637","single","2533KW","income_10_10",0
16138,1,"BU05183637","single","2533JN","income_9_10",0
16139,1,"BU05183637","single","2532RL","income_6_10",1
16140,1,"BU05183637","single","2533TD","income_3_10",0
16141,1,"BU05183637","single","2533KV","income_5_10",0
16142,1,"BU05183637","single","2533TP","income_1_10",1
16143,1,"BU05183637","single","2532RX","income_3_10",0
16144,1,"BU05183637","single","2533XP","income_1_10",1
16145,1,"BU05183637","single","2533SG","income_1_10",0
16146,1,"BU05183637","single","2533SJ","income_7_10",1
16147,1,"BU05183637","single","2533GX","income_4_10",1
16148,1,"BU05183637","single","2532RG","income_4_10",1
16149,1,"BU05183637","single","2532RR","income_1_10",0
16150,1,"BU05183637","single","2532RG","income_3_10",0
16151,1,"BU05183637","single","2532RJ","income_5_10",0
16152,1,"BU05183637","single","2533HS","income_8_10",1
16153,1,"BU05183637","single","2533XZ","income_8_10",1
16154,1,"BU05183637","single","2533GG","income_2_10",1
16155,1,"BU05183637","single","2533GL","income_6_10",1
16156,1,"BU05183637","single","2533JG","income_6_10",0
16157,1,"BU05183637","single","2533LK","income_10_10",0
16158,1,"BU05183637","single","2533HS","income_10_10",0
16159,1,"BU05183637","single","2532RM","income_4_10",1
16160,1,"BU05183637","single","2533LB","income_2_10",1
16161,1,"BU05183637","single","2533LL","income_8_10",1
16162,1,"BU05183637","single","2533LK","income_6_10",0
16163,1,"BU05183637","single","2531TB","income_2_10",1
16164,1,"BU05183637","single","2533VT","income_3_10",1
16165,1,"BU05183637","single","2533GH","income_7_10",1
16166,1,"BU05183637","single","2533TS","income_1_10",1
16167,1,"BU05183637","single","2533JA","income_7_10",0
16168,1,"BU05183637","single","2533TX","income_5_10",0
16169,1,"BU05183637","single","2533TN","income_2_10",1
16170,1,"BU05183637","single","2533SG","income_4_10",0
16171,1,"BU05183637","single","2533KH","income_1_10",1
16172,1,"BU05183637","single","2532RV","income_5_10",0
16173,1,"BU05183637","single","2533LL","income_7_10",0
16174,1,"BU05183637","single","2532RJ","income_10_10",0
16175,1,"BU05183637","single","2532RG","income_6_10",1
16176,1,"BU05183637","single","2533JV","income_8_10",0
16177,1,"BU05183637","single","2533KG","income_10_10",0
16178,1,"BU05183637","single","2533EV","income_5_10",1
16179,1,"BU05183637","single","2532RM","income_1_10",1
16180,1,"BU05183637","single","2533LE","income_2_10",1
16181,1,"BU05183637","single","2533KT","income_2_10",1
16182,1,"BU05183637","single","2533XZ","income_10_10",0
16183,1,"BU05183637","single","2533GV","income_9_10",1
16184,1,"BU05183637","single","2533TJ","income_5_10",1
16185,1,"BU05183637","single","2531TA","income_7_10",1
16186,1,"BU05183637","single","2533TE","income_2_10",0
16187,1,"BU05183637","single","2533LM","income_4_10",0
16188,1,"BU05183637","single","2533EW","income_1_10",1
16189,1,"BU05183637","single","2533TW","income_3_10",0
16190,1,"BU05183637","single","2533KH","income_2_10",1
16191,1,"BU05183637","single","2533KP","income_1_10",0
16192,1,"BU05183637","single","2532RP","income_1_10",0
16193,1,"BU05183637","single","2533TW","income_6_10",0
16194,1,"BU05183637","single","2533JE","income_2_10",1
16195,1,"BU05183637","single","2533XM","income_2_10",0
16196,1,"BU05183637","single","2532RR","income_2_10",1
16197,1,"BU05183637","single","2533TX","income_2_10",0
16198,1,"BU05183637","single","2533XX","income_6_10",1
16199,1,"BU05183637","single","2533GA","income_3_10",1
16200,1,"BU05183637","single","2531TE","income_1_10",1
16201,1,"BU05183637","single","2532RX","income_2_10",1
16202,1,"BU05183637","single","2533GD","income_7_10",0
16203,1,"BU05183637","single","2533SG","income_3_10",0
16204,1,"BU05183637","single","2533GZ","income_2_10",0
16205,1,"BU05183637","single","2533GL","income_1_10",1
16206,1,"BU05183637","single","2533VM","income_7_10",1
16207,1,"BU05183637","single","2533GG","income_6_10",0
16208,1,"BU05183637","single","2533GL","income_2_10",0
16209,1,"BU05183637","single","2533GT","income_5_10",1
16210,1,"BU05183637","single","2533XX","income_7_10",0
16211,1,"BU05183637","single","2533TS","income_10_10",0
16212,1,"BU05183637","single","2533KW","income_1_10",0
16213,1,"BU05183637","single","2533VS","income_1_10",0
16214,1,"BU05183637","single","2531TB","income_1_10",0
16215,1,"BU05183637","single","2533GJ","income_9_10",0
16216,1,"BU05183637","single","2533GL","income_6_10",1
16217,1,"BU05183637","single","2533EJ","income_3_10",1
16218,1,"BU05183637","single","2532RH","income_2_10",0
16219,1,"BU05183637","single","2533HG","income_1_10",1
16220,1,"BU05183637","single","2533KN","income_4_10",0
16221,1,"BU05183637","single","2533GH","income_2_10",0
16222,1,"BU05183637","single","2533JA","income_3_10",0
16223,1,"BU05183637","single","2532RT","income_4_10",1
16224,1,"BU05183637","single","2532RG","income_3_10",0
16225,1,"BU05183637","single","2533HG","income_6_10",1
16226,1,"BU05183637","single","2533XX","income_4_10",1
16227,1,"BU05183637","single","2533HD","income_1_10",1
16228,1,"BU05183637","single","2533LA","income_1_10",1
16229,1,"BU05183637","single","2533VK","income_2_10",1
16230,1,"BU05183637","single","2533SM","income_2_10",1
16231,1,"BU05183637","single","2533LC","income_1_10",1
16232,1,"BU05183637","single","2533GW","income_2_10",1
16233,1,"BU05183637","single","2533GP","income_4_10",0
16234,1,"BU05183637","single","2533XV","income_7_10",1
16235,1,"BU05183637","single","2533GX","income_5_10",1
16236,1,"BU05183637","single","2533LJ","income_9_10",0
16237,1,"BU05183637","single","2533XW","income_5_10",0
16238,1,"BU05183637","single","2532RG","income_8_10",1
16239,1,"BU05183637","single","2533EV","income_1_10",1
16240,1,"BU05183637","single","2533KN","income_4_10",1
16241,1,"BU05183637","single","2533KJ","income_5_10",0
16242,1,"BU05183637","single","2533HD","income_1_10",1
16243,1,"BU05183637","single","2533JA","income_7_10",0
16244,1,"BU05183637","single","2533LK","income_1_10",1
16245,1,"BU05183637","single","2533TD","income_3_10",0
16246,1,"BU05183637","single","2533KA","income_9_10",1
16247,1,"BU05183637","single","2533KC","income_1_10",1
16248,1,"BU05183637","single","2533VP","income_1_10",0
16249,1,"BU05183637","single","2533XX","income_1_10",0
16250,1,"BU05183637","single","2533KN","income_2_10",1
16251,1,"BU05183637","single","2532RG","income_1_10",0
16252,1,"BU05183637","single","2532RW","income_6_10",0
16253,1,"BU05183637","single","2533TV","income_1_10",1
16254,1,"BU05183637","single","2533LC","income_8_10",0
16255,1,"BU05183637","single","2533GL","income_3_10",1
16256,1,"BU05183637","single","2533XP","income_2_10",0
16257,1,"BU05183637","single","2533GL","income_4_10",0
16258,1,"BU05183637","single","2533HT","income_10_10",1
16259,1,"BU05183637","single","2533XW","income_3_10",1
16260,1,"BU05183637","single","2532RW","income_2_10",1
16261,1,"BU05183637","single","2533LM","income_2_10",1
16262,1,"BU05183637","single","2533ET","income_1_10",0
16263,1,"BU05183637","single","2533KT","income_10_10",1
16264,1,"BU05183637","single","2533JD","income_1_10",1
16265,1,"BU05183637","single","2533SK","income_4_10",1
16266,1,"BU05183637","single","2533KX","income_4_10",0
16267,1,"BU05183637","single","2533GA","income_5_10",0
16268,1,"BU05183637","single","2533KH","income_1_10",1
16269,1,"BU05183637","single","2532RG","income_9_10",1
16270,1,"BU05183637","single","2533GP","income_4_10",0
16271,1,"BU05183637","single","2533LG","income_2_10",1
16272,1,"BU05183637","single","2533SL","income_3_10",1
16273,1,"BU05183637","single","2533LE","income_1_10",0
16274,1,"BU05183637","single","2533HD","income_3_10",0
16275,1,"BU05183637","single","2532RG","income_3_10",0
16276,1,"BU05183637","single","2533KC","income_2_10",1
16277,1,"BU05183637","single","2533EM","income_5_10",1
16278,1,"BU05183637","single","2532RV","income_1_10",0
16279,1,"BU05183637","single","2533TS","income_5_10",0
16280,1,"BU05183637","single","2533VH","income_6_10",0
16281,1,"BU05183637","single","2533VD","income_1_10",1
16282,1,"BU05183637","single","2533TX","income_1_10",1
16283,1,"BU05183637","single","2533SM","income_10_10",0
16284,1,"BU05183637","single","2533LG","income_4_10",0
16285,1,"BU05183637","single","2533VW","income_3_10",1
16286,1,"BU05183637","single","2532RG","income_5_10",1
16287,1,"BU05183637","single","2533XZ","income_1_10",0
16288,1,"BU05183637","single","2533GZ","income_3_10",0
16289,1,"BU05183637","single","2533VP","income_9_10",1
16290,1,"BU05183637","single","2533TM","income_2_10",0
16291,1,"BU05183637","single","2533GX","income_1_10",0
16292,1,"BU05183637","single","2533VK","income_8_10",0
16293,1,"BU05183637","single","2533VG","income_7_10",1
16294,1,"BU05183637","single","2533EW","income_2_10",0
16295,1,"BU05183637","single","2533KN","income_5_10",1
16296,1,"BU05183637","single","2533EP","income_1_10",0
16297,1,"BU05183637","single","2533HA","income_6_10",0
16298,1,"BU05183637","single","2533EM","income_3_10",1
16299,1,"BU05183637","single","2533XR","income_3_10",0
16300,1,"BU05183637","single","2533KB","income_3_10",0
16301,1,"BU05183637","single","2531TD","income_9_10",1
16302,1,"BU05183637","single","2533LK","income_10_10",1
16303,1,"BU05183637","single","2531TE","income_2_10",0
16304,1,"BU05183637","single","2533TH","income_10_10",1
16305,1,"BU05183637","single","2533XM","income_10_10",1
16306,1,"BU05183637","single","2533GV","income_1_10",1
16307,1,"BU05183637","single","2532RW","income_3_10",0
16308,1,"BU05183637","single","2533KS","income_3_10",0
16309,1,"BU05183637","single","2533KL","income_3_10",1
16310,1,"BU05183637","single","2533HS","income_3_10",1
16311,1,"BU05183637","single","2533KK","income_2_10",0
16312,1,"BU05183637","single","2532RH","income_5_10",0
16313,1,"BU05183637","single","2532RH","income_1_10",1
16314,5,"BU05183387","couple_with_children","2544CC","income_6_10",0
16315,5,"BU05183387","couple_with_children","2544KH","income_8_10",0
16316,5,"BU05183387","couple_with_children","2544RZ","income_9_10",0
16317,4,"BU05183387","single-parent","2544CT","income_2_10",0
16318,5,"BU05183387","couple_with_children","2544ME","income_10_10",0
16319,5,"BU05183387","couple_with_children","2544MD","income_10_10",0
16320,5,"BU05183387","couple_with_children","2544CR","income_4_10",0
16321,5,"BU05183387","couple_with_children","2544MK","income_1_10",0
16322,5,"BU05183387","couple_with_children","2544HD","income_10_10",0
16323,4,"BU05183387","single-parent","2544RH","income_2_10",0
16324,5,"BU05183387","couple_with_children","2544CE","income_7_10",0
16325,5,"BU05183387","couple_with_children","2544MA","income_3_10",0
16326,5,"BU05183387","couple_with_children","2544RR","income_1_10",0
16327,5,"BU05183387","couple_with_children","2544WZ","income_10_10",0
16328,5,"BU05183387","couple_with_children","2544WB","income_9_10",0
16329,4,"BU05183387","single-parent","2544HD","income_2_10",0
16330,5,"BU05183387","couple_with_children","2544CG","income_4_10",0
16331,4,"BU05183387","single-parent","2544SK","income_1_10",0
16332,4,"BU05183387","single-parent","2544RK","income_1_10",1
16333,5,"BU05183387","couple_with_children","2544RX","income_2_10",0
16334,5,"BU05183387","couple_with_children","2544CB","income_8_10",0
16335,5,"BU05183387","couple_with_children","2544TK","income_10_10",0
16336,5,"BU05183387","couple_with_children","2544KP","income_9_10",0
16337,4,"BU05183387","single-parent","2544SW","income_5_10",0
16338,5,"BU05183387","couple_with_children","2544TL","income_1_10",0
16339,5,"BU05183387","couple_with_children","2542JE","income_2_10",0
16340,5,"BU05183387","couple_with_children","2544GB","income_1_10",0
16341,5,"BU05183387","couple_with_children","2544VJ","income_1_10",0
16342,5,"BU05183387","couple_with_children","2544RV","income_6_10",0
16343,5,"BU05183387","couple_with_children","2544VE","income_8_10",0
16344,4,"BU05183387","single-parent","2544JB","income_10_10",0
16345,5,"BU05183387","couple_with_children","2544XV","income_10_10",0
16346,5,"BU05183387","couple_with_children","2544SL","income_4_10",0
16347,5,"BU05183387","couple_with_children","2542JA","income_7_10",0
16348,4,"BU05183387","single-parent","2544JD","income_2_10",1
16349,4,"BU05183387","single-parent","2542JC","income_7_10",0
16350,5,"BU05183387","couple_with_children","2544RW","income_5_10",0
16351,4,"BU05183387","single-parent","2544TT","income_1_10",1
16352,4,"BU05183387","single-parent","2544HR","income_2_10",0
16353,4,"BU05183387","single-parent","2544KV","income_1_10",1
