"gender","n_people","age_group_education","migration_background","education_level"
"male",0,"27","Non_Western","middle"
"male",0,"age_30_35","Dutch","middle"
"female",0,"age_30_35","Dutch","middle"
"female",0,"20","Western","middle"
"female",143,"14","Dutch","middle"
"male",77,"15","Non_Western","middle"
"female",14,"18","Non_Western","middle"
"male",21,"17","Western","middle"
"male",35,"18","Dutch","middle"
"male",0,"age_40_45","Dutch","middle"
"female",0,"age_30_35","Dutch","middle"
"female",25,"16","Western","middle"
"female",0,"26","Western","middle"
"male",0,"24","Non_Western","middle"
"female",0,"age_over_50","Non_Western","middle"
"male",0,"26","Western","middle"
"male",21,"18","Non_Western","middle"
"female",0,"age_40_45","Dutch","middle"
"female",0,"25","Non_Western","middle"
"male",0,"25","Western","middle"
"male",4,"13","Western","middle"
"female",4,"19","Non_Western","middle"
"female",108,"15","Non_Western","middle"
"male",0,"23","Non_Western","middle"
"female",0,"age_30_35","Western","middle"
"female",0,"23","Western","middle"
"female",0,"23","Non_Western","middle"
"male",0,"age_35_40","Non_Western","middle"
"female",73,"14","Non_Western","middle"
"male",0,"26","Dutch","middle"
"female",0,"25","Western","middle"
"female",21,"14","Western","middle"
"male",2,"19","Dutch","middle"
"male",1,"13","Dutch","middle"
"female",0,"28","Western","middle"
"female",6,"18","Western","middle"
"female",0,"29","Western","middle"
"male",0,"28","Western","middle"
"female",0,"26","Non_Western","middle"
"male",0,"age_30_35","Non_Western","middle"
"male",0,"age_40_45","Non_Western","middle"
"female",0,"24","Western","middle"
"female",0,"25","Dutch","middle"
"female",0,"23","Dutch","middle"
"male",179,"17","Dutch","middle"
"male",0,"25","Dutch","middle"
"male",0,"22","Dutch","middle"
"female",0,"12","Dutch","middle"
"female",0,"20","Dutch","middle"
"female",0,"27","Non_Western","middle"
"female",0,"age_35_40","Non_Western","middle"
"female",0,"age_35_40","Western","middle"
"female",0,"21","Non_Western","middle"
"male",0,"29","Western","middle"
"female",0,"22","Non_Western","middle"
"female",0,"24","Non_Western","middle"
"female",0,"24","Dutch","middle"
"female",243,"16","Dutch","middle"
"male",0,"28","Dutch","middle"
"male",0,"20","Western","middle"
"male",0,"20","Dutch","middle"
"female",103,"16","Non_Western","middle"
"male",0,"12","Western","middle"
"female",0,"28","Dutch","middle"
"female",5,"13","Non_Western","middle"
"female",0,"22","Dutch","middle"
"female",0,"age_30_35","Western","middle"
"female",78,"17","Non_Western","middle"
"male",0,"25","Non_Western","middle"
"male",0,"19","Non_Western","middle"
"female",12,"17","Western","middle"
"male",248,"16","Dutch","middle"
"female",2,"13","Dutch","middle"
"male",157,"14","Dutch","middle"
"female",0,"29","Non_Western","middle"
"male",0,"12","Non_Western","middle"
"male",0,"21","Non_Western","middle"
"female",0,"28","Non_Western","middle"
"female",0,"age_35_40","Dutch","middle"
"female",0,"age_over_50","Western","middle"
"female",0,"21","Western","middle"
"male",0,"19","Western","middle"
"female",41,"15","Western","middle"
"female",1,"21","Dutch","middle"
"male",0,"28","Non_Western","middle"
"male",0,"23","Western","middle"
"female",0,"age_over_50","Dutch","middle"
"male",104,"16","Non_Western","middle"
"male",0,"age_30_35","Western","middle"
"female",0,"12","Non_Western","middle"
"female",0,"age_30_35","Non_Western","middle"
"female",0,"22","Western","middle"
"male",25,"14","Western","middle"
"female",0,"age_30_35","Non_Western","middle"
"male",61,"14","Non_Western","middle"
"female",1,"19","Western","middle"
"female",0,"27","Western","middle"
"male",0,"age_40_45","Western","middle"
"female",224,"15","Dutch","middle"
"male",0,"20","Non_Western","middle"
"male",0,"22","Western","middle"
"female",0,"27","Dutch","middle"
"male",0,"29","Non_Western","middle"
"male",0,"22","Non_Western","middle"
"female",0,"19","Dutch","middle"
"male",0,"29","Dutch","middle"
"female",21,"18","Dutch","middle"
"male",0,"21","Dutch","middle"
"male",29,"16","Western","middle"
"male",0,"21","Western","middle"
"female",0,"12","Western","middle"
"male",5,"13","Non_Western","middle"
"male",0,"age_30_35","Dutch","middle"
"female",1,"20","Non_Western","middle"
"female",5,"13","Western","middle"
"male",0,"12","Dutch","middle"
"male",0,"23","Dutch","middle"
"male",0,"age_30_35","Non_Western","low"
"female",0,"25","Western","low"
"female",59,"16","Non_Western","low"
"female",0,"age_over_50","Dutch","low"
"male",0,"age_over_50","Non_Western","low"
"male",0,"19","Non_Western","low"
"female",0,"age_30_35","Western","low"
"female",0,"age_30_35","Dutch","low"
"male",0,"age_over_50","Western","low"
"female",0,"age_30_35","Dutch","low"
"female",0,"age_40_45","Dutch","low"
"female",0,"24","Non_Western","low"
"female",0,"age_over_50","Western","low"
"female",0,"26","Dutch","low"
"male",0,"age_30_35","Dutch","low"
"male",0,"age_over_50","Dutch","low"
"female",0,"21","Non_Western","low"
"male",69,"16","Non_Western","low"
"male",5,"17","Western","low"
"male",15,"17","Dutch","low"
"male",0,"26","Non_Western","low"
"female",0,"26","Non_Western","low"
"male",0,"age_40_45","Non_Western","low"
"male",0,"18","Western","low"
"female",0,"29","Non_Western","low"
"male",0,"24","Western","low"
"male",0,"27","Non_Western","low"
"male",94,"16","Dutch","low"
"female",0,"24","Western","low"
"female",0,"23","Non_Western","low"
"female",0,"25","Non_Western","low"
"female",0,"age_30_35","Western","low"
"male",0,"26","Dutch","low"
"female",0,"age_35_40","Non_Western","low"
"female",0,"21","Western","low"
"male",0,"22","Non_Western","low"
"male",0,"25","Non_Western","low"
"female",0,"29","Western","low"
"female",0,"age_35_40","Dutch","low"
"male",0,"age_35_40","Western","low"
"female",0,"age_30_35","Non_Western","low"
"female",0,"20","Western","low"
"male",0,"21","Non_Western","low"
"female",89,"14","Non_Western","low"
"male",0,"26","Western","low"
"female",0,"18","Western","low"
"female",0,"age_30_35","Non_Western","low"
"female",0,"26","Western","low"
"male",124,"15","Non_Western","low"
"female",72,"16","Dutch","low"
"male",1,"18","Non_Western","low"
"male",30,"15","Western","low"
"male",0,"age_30_35","Western","low"
"male",20,"17","Non_Western","low"
"female",1,"18","Non_Western","low"
"female",0,"29","Dutch","low"
"male",0,"21","Western","low"
"male",0,"21","Dutch","low"
"female",137,"15","Non_Western","low"
"female",0,"age_35_40","Western","low"
"male",0,"22","Western","low"
"female",0,"12","Western","low"
"female",0,"23","Dutch","low"
"male",0,"25","Western","low"
"male",12,"16","Western","low"
"male",0,"24","Dutch","low"
"male",0,"age_35_40","Dutch","low"
"female",0,"24","Dutch","low"
"male",0,"12","Non_Western","low"
"female",0,"20","Dutch","low"
"male",0,"28","Non_Western","low"
"male",0,"age_35_40","Non_Western","low"
"male",0,"24","Non_Western","low"
"male",0,"29","Non_Western","low"
"female",0,"22","Dutch","low"
"male",0,"22","Dutch","low"
"female",0,"22","Non_Western","low"
"female",17,"16","Western","low"
"female",0,"21","Dutch","low"
"male",0,"age_40_45","Western","low"
"male",0,"12","Western","low"
"male",0,"27","Western","low"
"female",0,"19","Dutch","low"
"male",0,"12","Dutch","low"
"female",15,"17","Non_Western","low"
"male",0,"age_30_35","Western","low"
"female",172,"15","Dutch","low"
"female",0,"12","Non_Western","low"
"female",0,"28","Dutch","low"
"female",3,"17","Western","low"
"female",10,"17","Dutch","low"
"female",10,"14","Western","low"
"male",174,"15","Dutch","low"
"male",0,"18","Dutch","low"
"female",0,"25","Dutch","low"
"female",0,"27","Western","low"
"female",0,"28","Western","low"
"male",0,"23","Western","low"
"female",0,"23","Western","low"
"female",0,"age_40_45","Western","low"
"male",0,"13","Non_Western","low"
"male",0,"25","Dutch","low"
"female",0,"12","Dutch","low"
"male",0,"13","Western","low"
"female",2,"18","Dutch","low"
"female",0,"19","Non_Western","low"
"male",0,"age_40_45","Dutch","low"
"female",0,"age_40_45","Non_Western","low"
"female",18,"15","Western","low"
"male",0,"29","Dutch","low"
"female",0,"13","Non_Western","low"
"male",0,"29","Western","low"
"female",0,"28","Non_Western","low"
"male",0,"27","Dutch","low"
"female",0,"age_over_50","Non_Western","low"
"female",0,"20","Non_Western","low"
"female",0,"27","Non_Western","low"
"male",0,"23","Non_Western","low"
"female",0,"22","Western","low"
"female",0,"13","Western","low"
"male",0,"28","Western","low"
"male",0,"age_30_35","Dutch","low"
"female",104,"14","Dutch","low"
"male",0,"19","Western","low"
"male",55,"14","Non_Western","low"
"male",0,"20","Non_Western","low"
"female",0,"27","Dutch","low"
"male",0,"13","Dutch","low"
"female",0,"19","Western","low"
"male",0,"28","Dutch","low"
"male",0,"20","Dutch","low"
"male",15,"14","Western","low"
"male",0,"age_30_35","Non_Western","low"
"male",0,"19","Dutch","low"
"male",0,"20","Western","low"
"female",0,"13","Dutch","low"
"male",0,"23","Dutch","low"
"male",90,"14","Dutch","low"
"male",6,"18","Non_Western","low"
"male",0,"26","Non_Western","low"
"female",8,"16","Western","low"
"male",208,"15","Non_Western","low"
"male",0,"27","Non_Western","low"
"male",0,"21","Dutch","low"
"male",0,"29","Non_Western","low"
"female",32,"17","Non_Western","low"
"male",36,"17","Non_Western","low"
"female",0,"29","Non_Western","low"
"female",0,"28","Non_Western","low"
"female",0,"age_over_50","Dutch","low"
"female",87,"16","Dutch","low"
"male",0,"age_35_40","Dutch","low"
"male",0,"21","Non_Western","low"
"female",0,"26","Western","low"
"male",0,"13","Western","low"
"female",0,"24","Non_Western","low"
"female",0,"26","Dutch","low"
"male",0,"26","Western","low"
"female",0,"26","Non_Western","low"
"male",0,"age_35_40","Western","low"
"male",0,"22","Non_Western","low"
"male",0,"28","Dutch","low"
"female",0,"20","Dutch","low"
"male",138,"16","Non_Western","low"
"male",0,"24","Dutch","low"
"male",0,"21","Western","low"
"male",0,"12","Western","low"
"female",2,"17","Western","low"
"female",0,"28","Western","low"
"female",0,"27","Non_Western","low"
"male",20,"15","Western","low"
"male",0,"27","Western","low"
"male",0,"12","Non_Western","low"
"female",0,"age_30_35","Western","low"
"male",1,"13","Dutch","low"
"female",0,"age_30_35","Non_Western","low"
"female",3,"18","Non_Western","low"
"female",0,"age_over_50","Western","low"
"female",0,"age_30_35","Non_Western","low"
"female",0,"20","Non_Western","low"
"male",0,"19","Non_Western","low"
"male",0,"19","Western","low"
"male",0,"12","Dutch","low"
"female",0,"27","Dutch","low"
"female",0,"21","Non_Western","low"
"female",0,"age_30_35","Dutch","low"
"male",5,"16","Western","low"
"female",0,"19","Western","low"
"female",18,"15","Western","low"
"male",0,"26","Dutch","low"
"male",0,"24","Western","low"
"female",0,"21","Western","low"
"male",0,"24","Non_Western","low"
"female",0,"28","Dutch","low"
"male",0,"age_30_35","Non_Western","low"
"male",0,"age_30_35","Non_Western","low"
"male",0,"age_30_35","Western","low"
"female",0,"age_30_35","Western","low"
"female",132,"15","Dutch","low"
"female",0,"age_over_50","Non_Western","low"
"male",87,"14","Non_Western","low"
"female",0,"29","Western","low"
"female",0,"25","Non_Western","low"
"female",0,"age_40_45","Western","low"
"female",0,"25","Western","low"
"female",0,"27","Western","low"
"male",0,"28","Western","low"
"female",1,"18","Dutch","low"
"female",0,"25","Dutch","low"
"male",0,"19","Dutch","low"
"female",0,"22","Non_Western","low"
"female",0,"22","Western","low"
"male",0,"age_30_35","Dutch","low"
"female",0,"29","Dutch","low"
"female",0,"21","Dutch","low"
"female",10,"17","Dutch","low"
"male",0,"age_35_40","Non_Western","low"
"male",0,"age_30_35","Western","low"
"female",0,"age_40_45","Non_Western","low"
"male",0,"29","Western","low"
"male",0,"age_over_50","Dutch","low"
"male",0,"13","Non_Western","low"
"female",0,"age_35_40","Dutch","low"
"male",0,"age_30_35","Dutch","low"
"female",0,"13","Non_Western","low"
"female",130,"16","Non_Western","low"
"female",0,"19","Non_Western","low"
"male",8,"14","Western","low"
"male",0,"25","Non_Western","low"
"female",167,"15","Non_Western","low"
"male",0,"age_over_50","Western","low"
"male",0,"28","Non_Western","low"
"male",0,"age_over_50","Non_Western","low"
"male",0,"22","Western","low"
"female",0,"age_35_40","Non_Western","low"
"female",0,"23","Dutch","low"
"male",0,"27","Dutch","low"
"male",0,"20","Dutch","low"
"female",40,"14","Dutch","low"
"male",0,"23","Non_Western","low"
"female",86,"14","Non_Western","low"
"female",0,"20","Western","low"
"female",0,"age_35_40","Western","low"
"female",0,"23","Non_Western","low"
"male",0,"20","Non_Western","low"
"female",2,"18","Western","low"
"male",0,"22","Dutch","low"
"female",0,"23","Western","low"
"female",0,"24","Dutch","low"
"male",0,"25","Western","low"
"female",0,"12","Dutch","low"
"female",0,"12","Western","low"
"male",0,"23","Western","low"
"female",0,"22","Dutch","low"
"male",21,"17","Dutch","low"
"male",1,"18","Dutch","low"
"male",0,"age_40_45","Non_Western","low"
"male",1,"17","Western","low"
"male",0,"20","Western","low"
"male",52,"14","Dutch","low"
"female",0,"24","Western","low"
"male",143,"15","Dutch","low"
"female",0,"age_40_45","Dutch","low"
"male",1,"18","Western","low"
"female",4,"14","Western","low"
"female",0,"13","Dutch","low"
"female",0,"age_30_35","Dutch","low"
"male",0,"25","Dutch","low"
"male",88,"16","Dutch","low"
"male",0,"23","Dutch","low"
"female",0,"12","Non_Western","low"
"female",0,"13","Western","low"
"male",0,"29","Dutch","low"
"female",0,"19","Dutch","low"
"male",0,"age_40_45","Western","low"
"male",0,"age_40_45","Dutch","low"
"female",0,"13","Western","middle"
"male",3,"23","Western","middle"
"female",10,"age_30_35","Dutch","middle"
"female",0,"13","Dutch","middle"
"male",2,"26","Western","middle"
"female",23,"24","Dutch","middle"
"female",0,"12","Dutch","middle"
"male",14,"17","Western","middle"
"male",0,"14","Western","middle"
"male",69,"21","Dutch","middle"
"female",52,"22","Dutch","middle"
"female",1,"age_30_35","Non_Western","middle"
"male",7,"age_35_40","Dutch","middle"
"female",173,"18","Dutch","middle"
"male",4,"age_30_35","Non_Western","middle"
"male",7,"27","Dutch","middle"
"male",5,"28","Non_Western","middle"
"female",5,"22","Western","middle"
"male",44,"23","Dutch","middle"
"female",4,"age_40_45","Western","middle"
"male",20,"24","Non_Western","middle"
"male",16,"19","Western","middle"
"female",0,"14","Western","middle"
"male",119,"20","Non_Western","middle"
"male",4,"29","Dutch","middle"
"male",20,"20","Western","middle"
"female",141,"19","Dutch","middle"
"male",0,"13","Western","middle"
"male",4,"age_over_50","Dutch","middle"
"male",19,"age_30_35","Dutch","middle"
"female",4,"27","Non_Western","middle"
"male",4,"age_40_45","Dutch","middle"
"female",5,"age_35_40","Non_Western","middle"
"female",55,"21","Dutch","middle"
"female",0,"age_30_35","Western","middle"
"male",6,"28","Dutch","middle"
"male",3,"age_30_35","Dutch","middle"
"male",170,"17","Non_Western","middle"
"female",4,"23","Western","middle"
"female",116,"20","Dutch","middle"
"male",129,"19","Dutch","middle"
"male",72,"21","Non_Western","middle"
"male",14,"25","Non_Western","middle"
"female",2,"24","Western","middle"
"male",47,"22","Non_Western","middle"
"male",1,"age_30_35","Non_Western","middle"
"female",6,"27","Western","middle"
"female",1,"age_35_40","Western","middle"
"female",21,"23","Non_Western","middle"
"female",6,"age_35_40","Dutch","middle"
"male",0,"13","Non_Western","middle"
"male",142,"19","Non_Western","middle"
"female",22,"18","Western","middle"
"female",9,"16","Western","middle"
"male",1,"25","Western","middle"
"male",0,"15","Western","middle"
"male",0,"13","Dutch","middle"
"female",3,"age_40_45","Non_Western","middle"
"female",74,"21","Non_Western","middle"
"male",11,"26","Dutch","middle"
"male",10,"22","Western","middle"
"female",0,"14","Non_Western","middle"
"male",12,"26","Non_Western","middle"
"female",0,"13","Non_Western","middle"
"male",2,"age_30_35","Western","middle"
"female",0,"14","Dutch","middle"
"female",2,"29","Western","middle"
"female",101,"16","Dutch","middle"
"male",0,"age_over_50","Western","middle"
"female",19,"17","Western","middle"
"male",158,"18","Dutch","middle"
"female",2,"age_over_50","Non_Western","middle"
"female",0,"15","Western","middle"
"male",1,"age_40_45","Western","middle"
"female",6,"age_40_45","Dutch","middle"
"male",0,"28","Western","middle"
"male",6,"29","Non_Western","middle"
"male",1,"29","Western","middle"
"male",3,"21","Western","middle"
"female",0,"12","Western","middle"
"female",0,"15","Dutch","middle"
"male",27,"24","Dutch","middle"
"male",0,"age_30_35","Western","middle"
"male",0,"15","Dutch","middle"
"female",4,"28","Non_Western","middle"
"male",1,"age_40_45","Non_Western","middle"
"female",21,"19","Western","middle"
"female",15,"27","Dutch","middle"
"female",15,"25","Dutch","middle"
"female",178,"19","Non_Western","middle"
"male",0,"27","Western","middle"
"male",19,"23","Non_Western","middle"
"male",0,"15","Non_Western","middle"
"male",0,"14","Dutch","middle"
"female",11,"21","Western","middle"
"male",81,"16","Non_Western","middle"
"female",94,"16","Non_Western","middle"
"female",213,"18","Non_Western","middle"
"female",0,"12","Non_Western","middle"
"female",9,"20","Western","middle"
"female",16,"age_30_35","Dutch","middle"
"female",126,"20","Non_Western","middle"
"male",0,"12","Non_Western","middle"
"female",1,"26","Western","middle"
"male",47,"22","Dutch","middle"
"male",18,"25","Dutch","middle"
"male",158,"17","Dutch","middle"
"male",5,"age_35_40","Non_Western","middle"
"female",5,"29","Non_Western","middle"
"female",6,"24","Non_Western","middle"
"male",2,"24","Western","middle"
"female",5,"28","Dutch","middle"
"female",15,"26","Dutch","middle"
"female",16,"age_30_35","Non_Western","middle"
"male",1,"age_35_40","Western","middle"
"male",177,"18","Non_Western","middle"
"female",5,"age_over_50","Dutch","middle"
"female",50,"22","Non_Western","middle"
"male",8,"16","Western","middle"
"female",154,"17","Dutch","middle"
"female",167,"17","Non_Western","middle"
"male",0,"age_over_50","Non_Western","middle"
"male",19,"18","Western","middle"
"male",103,"20","Dutch","middle"
"female",4,"age_30_35","Western","middle"
"female",6,"26","Non_Western","middle"
"male",0,"14","Non_Western","middle"
"female",29,"23","Dutch","middle"
"male",0,"12","Western","middle"
"female",0,"age_over_50","Western","middle"
"male",86,"16","Dutch","middle"
"female",2,"25","Western","middle"
"female",5,"29","Dutch","middle"
"male",9,"27","Non_Western","middle"
"male",0,"12","Dutch","middle"
"female",13,"25","Non_Western","middle"
"female",0,"28","Western","middle"
"female",0,"15","Non_Western","middle"
"male",0,"19","Dutch","middle"
"female",0,"13","Dutch","middle"
"male",0,"age_30_35","Dutch","middle"
"female",0,"22","Dutch","middle"
"male",0,"14","Dutch","middle"
"male",0,"26","Dutch","middle"
"male",0,"age_over_50","Western","middle"
"male",0,"13","Dutch","middle"
"female",0,"age_40_45","Dutch","middle"
"female",0,"age_30_35","Non_Western","middle"
"female",0,"age_30_35","Dutch","middle"
"female",0,"23","Non_Western","middle"
"female",0,"22","Western","middle"
"male",0,"15","Dutch","middle"
"male",0,"15","Western","middle"
"male",0,"24","Non_Western","middle"
"female",0,"23","Dutch","middle"
"female",0,"23","Western","middle"
"male",0,"age_30_35","Western","middle"
"male",0,"16","Western","middle"
"female",0,"14","Non_Western","middle"
"male",0,"20","Dutch","middle"
"male",0,"26","Non_Western","middle"
"female",0,"24","Dutch","middle"
"male",0,"16","Non_Western","middle"
"male",0,"25","Non_Western","middle"
"female",0,"13","Non_Western","middle"
"female",0,"12","Western","middle"
"female",0,"age_30_35","Western","middle"
"female",0,"age_40_45","Western","middle"
"male",0,"17","Dutch","middle"
"male",0,"25","Dutch","middle"
"female",0,"13","Western","middle"
"male",0,"15","Non_Western","middle"
"female",0,"24","Non_Western","middle"
"female",0,"24","Western","middle"
"male",0,"28","Western","middle"
"male",0,"12","Non_Western","middle"
"male",0,"21","Western","middle"
"male",0,"26","Western","middle"
"female",0,"19","Non_Western","middle"
"female",0,"age_40_45","Non_Western","middle"
"female",0,"27","Non_Western","middle"
"male",0,"28","Non_Western","middle"
"male",0,"21","Dutch","middle"
"male",0,"23","Dutch","middle"
"male",0,"14","Western","middle"
"female",0,"18","Dutch","middle"
"male",0,"29","Dutch","middle"
"female",0,"20","Dutch","middle"
"male",0,"age_30_35","Non_Western","middle"
"male",0,"17","Non_Western","middle"
"male",0,"12","Western","middle"
"male",0,"17","Western","middle"
"female",0,"14","Dutch","middle"
"female",0,"21","Western","middle"
"female",0,"21","Dutch","middle"
"male",0,"19","Western","middle"
"male",0,"13","Western","middle"
"male",0,"25","Western","middle"
"female",0,"14","Western","middle"
"female",0,"28","Dutch","middle"
"female",0,"12","Non_Western","middle"
"female",0,"15","Non_Western","middle"
"female",0,"29","Dutch","middle"
"female",0,"19","Dutch","middle"
"male",0,"12","Dutch","middle"
"female",0,"16","Dutch","middle"
"female",0,"12","Dutch","middle"
"female",0,"27","Western","middle"
"male",0,"28","Dutch","middle"
"male",0,"24","Dutch","middle"
"male",0,"age_over_50","Non_Western","middle"
"female",0,"28","Non_Western","middle"
"male",0,"23","Western","middle"
"female",0,"22","Non_Western","middle"
"male",0,"13","Non_Western","middle"
"female",0,"19","Western","middle"
"female",0,"15","Dutch","middle"
"female",0,"17","Non_Western","middle"
"male",0,"20","Non_Western","middle"
"male",0,"20","Western","middle"
"female",0,"21","Non_Western","middle"
"female",0,"age_35_40","Western","middle"
"female",0,"18","Non_Western","middle"
"female",0,"25","Western","middle"
"male",0,"29","Non_Western","middle"
"female",0,"28","Western","middle"
"female",0,"18","Western","middle"
"male",0,"22","Western","middle"
"female",0,"15","Western","middle"
"female",0,"25","Dutch","middle"
"male",0,"21","Non_Western","middle"
"female",0,"16","Non_Western","middle"
"female",0,"age_35_40","Dutch","middle"
"male",0,"age_35_40","Non_Western","middle"
"male",0,"18","Western","middle"
"male",0,"22","Non_Western","middle"
"female",0,"20","Non_Western","middle"
"female",0,"27","Dutch","middle"
"female",0,"20","Western","middle"
"female",0,"25","Non_Western","middle"
"male",0,"age_30_35","Non_Western","middle"
"female",0,"16","Western","middle"
"male",0,"age_30_35","Dutch","middle"
"male",0,"19","Non_Western","middle"
"female",0,"29","Non_Western","middle"
"male",0,"24","Western","middle"
"male",0,"16","Dutch","middle"
"female",0,"17","Dutch","middle"
"female",0,"age_35_40","Non_Western","middle"
"male",0,"22","Dutch","middle"
"female",0,"age_over_50","Non_Western","middle"
"male",0,"29","Western","middle"
"female",0,"26","Western","middle"
"female",0,"age_30_35","Non_Western","middle"
"male",0,"27","Non_Western","middle"
"male",0,"27","Dutch","middle"
"male",0,"18","Non_Western","middle"
"male",0,"14","Non_Western","middle"
"male",0,"18","Dutch","middle"
"female",0,"29","Western","middle"
"female",0,"26","Non_Western","middle"
"male",0,"23","Non_Western","middle"
"female",0,"age_30_35","Dutch","middle"
"female",0,"17","Western","middle"
"male",0,"age_40_45","Non_Western","middle"
"male",0,"age_40_45","Western","middle"
"female",0,"age_over_50","Western","middle"
"female",0,"26","Dutch","middle"
"male",0,"age_over_50","Dutch","middle"
"female",0,"age_30_35","Western","middle"
"male",0,"age_35_40","Dutch","middle"
"male",0,"age_35_40","Western","middle"
"male",0,"27","Western","middle"
"male",0,"age_30_35","Western","middle"
"male",0,"age_40_45","Dutch","middle"
"female",0,"age_over_50","Dutch","middle"
"male",0,"28","Western",""
"male",0,"age_30_35","Non_Western",""
"female",0,"age_35_40","Dutch",""
"male",0,"age_40_45","Non_Western",""
"female",0,"23","Western",""
"female",0,"29","Non_Western",""
"male",0,"28","Non_Western",""
"female",0,"age_over_50","Western",""
"male",0,"25","Non_Western",""
"female",0,"age_40_45","Dutch",""
"female",127,"14","Western",""
"female",0,"26","Non_Western",""
"female",0,"24","Western",""
"female",0,"24","Non_Western",""
"female",64,"17","Western",""
"female",0,"age_30_35","Non_Western",""
"male",0,"24","Western",""
"male",0,"age_30_35","Dutch",""
"female",0,"23","Non_Western",""
"male",0,"age_30_35","Western",""
"female",0,"28","Western",""
"female",0,"25","Western",""
"female",0,"28","Non_Western",""
"female",872,"14","Dutch",""
"female",10,"19","Dutch",""
"female",0,"age_30_35","Western",""
"female",0,"29","Western",""
"male",0,"age_30_35","Non_Western",""
"male",0,"24","Non_Western",""
"male",410,"16","Non_Western",""
"male",0,"27","Western",""
"female",0,"29","Dutch",""
"female",0,"27","Dutch",""
"female",0,"age_30_35","Non_Western",""
"male",89,"18","Non_Western",""
"female",0,"21","Non_Western",""
"female",0,"22","Non_Western",""
"male",0,"age_over_50","Dutch",""
"female",122,"18","Dutch",""
"female",28,"18","Western",""
"female",1,"20","Non_Western",""
"female",0,"age_over_50","Non_Western",""
"male",0,"23","Non_Western",""
"female",0,"25","Dutch",""
"female",0,"22","Western",""
"male",0,"29","Non_Western",""
"male",0,"25","Western",""
"female",0,"26","Western",""
"male",0,"age_35_40","Non_Western",""
"male",0,"age_35_40","Western",""
"male",0,"20","Western",""
"female",0,"age_40_45","Non_Western",""
"female",0,"27","Western",""
"female",0,"25","Non_Western",""
"female",96,"16","Western",""
"female",0,"20","Western",""
"female",413,"16","Non_Western",""
"male",0,"21","Western",""
"female",0,"27","Non_Western",""
"female",584,"14","Non_Western",""
"female",0,"age_30_35","Western",""
"male",0,"24","Dutch",""
"male",2,"20","Non_Western",""
"male",563,"14","Non_Western",""
"male",1,"20","Dutch",""
"female",133,"15","Western",""
"female",0,"age_35_40","Non_Western",""
"female",217,"17","Non_Western",""
"female",62,"18","Non_Western",""
"male",0,"age_30_35","Western",""
"female",0,"24","Dutch",""
"male",0,"22","Western",""
"male",0,"22","Non_Western",""
"female",481,"17","Dutch",""
"female",0,"28","Dutch",""
"female",0,"age_30_35","Dutch",""
"female",935,"13","Dutch",""
"male",68,"17","Western",""
"male",0,"26","Dutch",""
"female",385,"12","Non_Western",""
"female",0,"21","Western",""
"male",0,"26","Non_Western",""
"female",0,"age_35_40","Western",""
"male",225,"17","Non_Western",""
"male",0,"26","Western",""
"female",575,"13","Non_Western",""
"male",0,"23","Dutch",""
"male",0,"27","Non_Western",""
"male",137,"13","Western",""
"male",0,"21","Dutch",""
"female",567,"15","Non_Western",""
"male",157,"14","Western",""
"male",0,"age_35_40","Dutch",""
"female",153,"13","Western",""
"male",396,"12","Non_Western",""
"female",2,"19","Western",""
"male",568,"15","Non_Western",""
"male",0,"age_40_45","Western",""
"male",986,"13","Dutch",""
"male",0,"21","Non_Western",""
"female",0,"age_40_45","Western",""
"male",0,"23","Western",""
"male",9,"19","Non_Western",""
"male",100,"16","Western",""
"female",0,"26","Dutch",""
"female",945,"15","Dutch",""
"female",0,"age_over_50","Dutch",""
"male",508,"17","Dutch",""
"female",8,"19","Non_Western",""
"female",0,"22","Dutch",""
"female",0,"23","Dutch",""
"male",917,"14","Dutch",""
"female",1,"20","Dutch",""
"male",740,"16","Dutch",""
"female",0,"age_30_35","Dutch",""
"male",0,"25","Dutch",""
"male",0,"age_over_50","Non_Western",""
"female",115,"12","Western",""
"male",20,"19","Dutch",""
"female",705,"16","Dutch",""
"female",1,"21","Dutch",""
"male",125,"12","Western",""
"male",751,"12","Dutch",""
"male",0,"age_40_45","Dutch",""
"male",0,"age_over_50","Western",""
"male",975,"15","Dutch",""
"male",0,"age_30_35","Dutch",""
"male",135,"15","Western",""
"male",0,"27","Dutch",""
"male",0,"22","Dutch",""
"male",0,"29","Dutch",""
"male",23,"18","Western",""
"male",129,"18","Dutch",""
"male",0,"28","Dutch",""
"male",2,"19","Western",""
"female",782,"12","Dutch",""
"male",604,"13","Non_Western",""
"male",0,"29","Western",""
