"","agent_ID","age_group","neighb_code","age"
"48584","Agent_48584","age_45_65","BU05183480",45
"50906","Agent_50906","age_0_15","BU05183488",14
"73563","Agent_73563","age_over65","BU05183638",74
"58080","Agent_58080","age_0_15","BU05183489",0
"59319","Agent_59319","age_15_25","BU05183489",23
"33561","Agent_33561","age_0_15","BU05183398",3
"28273","Agent_28273","age_25_45","BU05183396",41
"12429","Agent_12429","age_over65","BU05183284",66
"75610","Agent_75610","age_25_45","BU05183639",25
"61133","Agent_61133","age_25_45","BU05183489",32
"46693","Agent_46693","age_25_45","BU05183480",35
"32052","Agent_32052","age_0_15","BU05183398",6
"45183","Agent_45183","age_0_15","BU05183480",13
"20787","Agent_20787","age_45_65","BU05183387",62
"29648","Agent_29648","age_45_65","BU05183396",48
"39744","Agent_39744","age_45_65","BU05183398",64
"34336","Agent_34336","age_15_25","BU05183398",18
"38178","Agent_38178","age_25_45","BU05183398",39
"45247","Agent_45247","age_0_15","BU05183480",6
"34795","Agent_34795","age_15_25","BU05183398",23
"4417","Agent_4417","age_25_45","BU05183284",27
"23449","Agent_23449","age_over65","BU05183387",65
"73166","Agent_73166","age_45_65","BU05183638",45
"16407","Agent_16407","age_0_15","BU05183387",13
"18302","Agent_18302","age_25_45","BU05183387",29
"76206","Agent_76206","age_25_45","BU05183639",25
"41620","Agent_41620","age_over65","BU05183398",71
"73259","Agent_73259","age_over65","BU05183638",71
"56758","Agent_56758","age_over65","BU05183488",85
"46413","Agent_46413","age_25_45","BU05183480",32
"62233","Agent_62233","age_45_65","BU05183489",58
"38468","Agent_38468","age_25_45","BU05183398",37
"1077","Agent_1077","age_0_15","BU05183284",12
"34574","Agent_34574","age_15_25","BU05183398",24
"48892","Agent_48892","age_45_65","BU05183480",53
"71704","Agent_71704","age_45_65","BU05183638",58
"6068","Agent_6068","age_25_45","BU05183284",39
"10990","Agent_10990","age_45_65","BU05183284",47
"2735","Agent_2735","age_15_25","BU05183284",22
"28986","Agent_28986","age_45_65","BU05183396",47
"37709","Agent_37709","age_25_45","BU05183398",34
"72311","Agent_72311","age_45_65","BU05183638",47
"63302","Agent_63302","age_over65","BU05183489",65
"26137","Agent_26137","age_15_25","BU05183396",17
"6949","Agent_6949","age_25_45","BU05183284",36
"50311","Agent_50311","age_over65","BU05183480",81
"13920","Agent_13920","age_over65","BU05183284",65
"51888","Agent_51888","age_15_25","BU05183488",22
"44213","Agent_44213","age_0_15","BU05183480",2
"67043","Agent_67043","age_0_15","BU05183638",0
"53355","Agent_53355","age_25_45","BU05183488",36
"20466","Agent_20466","age_25_45","BU05183387",35
"64209","Agent_64209","age_0_15","BU05183620",11
"43318","Agent_43318","age_45_65","BU05183399",60
"14361","Agent_14361","age_over65","BU05183284",70
"39523","Agent_39523","age_45_65","BU05183398",57
"7061","Agent_7061","age_25_45","BU05183284",42
"29262","Agent_29262","age_45_65","BU05183396",52
"40159","Agent_40159","age_45_65","BU05183398",48
"75626","Agent_75626","age_25_45","BU05183639",43
"55990","Agent_55990","age_45_65","BU05183488",50
"64377","Agent_64377","age_15_25","BU05183620",22
"13374","Agent_13374","age_over65","BU05183284",69
"49520","Agent_49520","age_45_65","BU05183480",57
"60152","Agent_60152","age_25_45","BU05183489",31
"32592","Agent_32592","age_0_15","BU05183398",13
"61689","Agent_61689","age_45_65","BU05183489",45
"16963","Agent_16963","age_15_25","BU05183387",21
"32892","Agent_32892","age_0_15","BU05183398",3
"23349","Agent_23349","age_over65","BU05183387",75
"60196","Agent_60196","age_25_45","BU05183489",29
"26545","Agent_26545","age_25_45","BU05183396",30
"68317","Agent_68317","age_15_25","BU05183638",19
"22804","Agent_22804","age_over65","BU05183387",65
"9695","Agent_9695","age_45_65","BU05183284",61
"17101","Agent_17101","age_15_25","BU05183387",16
"65525","Agent_65525","age_25_45","BU05183620",26
"25426","Agent_25426","age_0_15","BU05183396",7
"4580","Agent_4580","age_25_45","BU05183284",44
"29953","Agent_29953","age_45_65","BU05183396",48
"17144","Agent_17144","age_15_25","BU05183387",17
"42914","Agent_42914","age_15_25","BU05183399",16
"32908","Agent_32908","age_0_15","BU05183398",10
"49787","Agent_49787","age_over65","BU05183480",71
"55483","Agent_55483","age_45_65","BU05183488",50
"14055","Agent_14055","age_over65","BU05183284",69
"23651","Agent_23651","age_over65","BU05183387",71
"41189","Agent_41189","age_over65","BU05183398",66
"11831","Agent_11831","age_45_65","BU05183284",60
"5126","Agent_5126","age_25_45","BU05183284",42
"27118","Agent_27118","age_25_45","BU05183396",28
"59913","Agent_59913","age_25_45","BU05183489",31
"26294","Agent_26294","age_15_25","BU05183396",24
"22113","Agent_22113","age_45_65","BU05183387",53
"21363","Agent_21363","age_45_65","BU05183387",62
"56329","Agent_56329","age_45_65","BU05183488",46
"13962","Agent_13962","age_over65","BU05183284",65
"69750","Agent_69750","age_25_45","BU05183638",41
"44474","Agent_44474","age_0_15","BU05183480",13
"72050","Agent_72050","age_45_65","BU05183638",46
"46935","Agent_46935","age_25_45","BU05183480",43
"13842","Agent_13842","age_over65","BU05183284",70
"26154","Agent_26154","age_15_25","BU05183396",21
"72112","Agent_72112","age_45_65","BU05183638",51
"56174","Agent_56174","age_45_65","BU05183488",55
"46904","Agent_46904","age_25_45","BU05183480",35
"57554","Agent_57554","age_over65","BU05183488",70
"13677","Agent_13677","age_over65","BU05183284",84
"40086","Agent_40086","age_45_65","BU05183398",49
"77756","Agent_77756","age_45_65","BU05183639",50
"77601","Agent_77601","age_45_65","BU05183639",49
"3666","Agent_3666","age_15_25","BU05183284",19
"13270","Agent_13270","age_over65","BU05183284",70
"15392","Agent_15392","age_0_15","BU05183387",9
"32668","Agent_32668","age_0_15","BU05183398",5
"1617","Agent_1617","age_0_15","BU05183284",0
"6618","Agent_6618","age_25_45","BU05183284",38
"73302","Agent_73302","age_over65","BU05183638",85
"34745","Agent_34745","age_15_25","BU05183398",23
"8097","Agent_8097","age_25_45","BU05183284",33
"34096","Agent_34096","age_15_25","BU05183398",23
"45919","Agent_45919","age_15_25","BU05183480",20
"76219","Agent_76219","age_25_45","BU05183639",43
"77580","Agent_77580","age_45_65","BU05183639",48
"21768","Agent_21768","age_45_65","BU05183387",64
"63666","Agent_63666","age_0_15","BU05183620",2
"74735","Agent_74735","age_0_15","BU05183639",11
"53947","Agent_53947","age_25_45","BU05183488",36
"49289","Agent_49289","age_45_65","BU05183480",62
"435","Agent_435","age_0_15","BU05183284",7
"59324","Agent_59324","age_15_25","BU05183489",23
"64232","Agent_64232","age_0_15","BU05183620",1
"17172","Agent_17172","age_15_25","BU05183387",17
"4702","Agent_4702","age_25_45","BU05183284",28
"18794","Agent_18794","age_25_45","BU05183387",26
"25594","Agent_25594","age_15_25","BU05183396",15
"21588","Agent_21588","age_45_65","BU05183387",60
"8952","Agent_8952","age_45_65","BU05183284",55
"11557","Agent_11557","age_45_65","BU05183284",53
"39485","Agent_39485","age_45_65","BU05183398",58
"44866","Agent_44866","age_0_15","BU05183480",1
"56220","Agent_56220","age_45_65","BU05183488",47
"55279","Agent_55279","age_45_65","BU05183488",48
"41063","Agent_41063","age_over65","BU05183398",74
"52980","Agent_52980","age_25_45","BU05183488",39
"51922","Agent_51922","age_15_25","BU05183488",17
"74420","Agent_74420","age_0_15","BU05183639",13
"61975","Agent_61975","age_45_65","BU05183489",46
"37347","Agent_37347","age_25_45","BU05183398",36
"49987","Agent_49987","age_over65","BU05183480",84
"43322","Agent_43322","age_45_65","BU05183399",58
"20512","Agent_20512","age_25_45","BU05183387",39
"72541","Agent_72541","age_45_65","BU05183638",46
"40446","Agent_40446","age_45_65","BU05183398",54
"52421","Agent_52421","age_15_25","BU05183488",23
"725","Agent_725","age_0_15","BU05183284",0
"57808","Agent_57808","age_over65","BU05183488",81
"8421","Agent_8421","age_45_65","BU05183284",48
"13507","Agent_13507","age_over65","BU05183284",72
"60887","Agent_60887","age_25_45","BU05183489",32
"29778","Agent_29778","age_45_65","BU05183396",49
"59481","Agent_59481","age_25_45","BU05183489",36
"30440","Agent_30440","age_45_65","BU05183396",50
"33323","Agent_33323","age_0_15","BU05183398",10
"40368","Agent_40368","age_45_65","BU05183398",47
"45182","Agent_45182","age_0_15","BU05183480",3
"10674","Agent_10674","age_45_65","BU05183284",48
"49773","Agent_49773","age_over65","BU05183480",81
"11766","Agent_11766","age_45_65","BU05183284",58
"49310","Agent_49310","age_45_65","BU05183480",59
"63025","Agent_63025","age_over65","BU05183489",66
"22977","Agent_22977","age_over65","BU05183387",66
"12852","Agent_12852","age_over65","BU05183284",68
"16770","Agent_16770","age_0_15","BU05183387",5
"38701","Agent_38701","age_45_65","BU05183398",61
"30030","Agent_30030","age_45_65","BU05183396",54
"56966","Agent_56966","age_over65","BU05183488",82
"49055","Agent_49055","age_45_65","BU05183480",52
"45306","Agent_45306","age_0_15","BU05183480",5
"13705","Agent_13705","age_over65","BU05183284",84
"21021","Agent_21021","age_45_65","BU05183387",55
"9409","Agent_9409","age_45_65","BU05183284",56
"12458","Agent_12458","age_over65","BU05183284",65
"21634","Agent_21634","age_45_65","BU05183387",52
"32631","Agent_32631","age_0_15","BU05183398",4
"1989","Agent_1989","age_0_15","BU05183284",9
"32540","Agent_32540","age_0_15","BU05183398",14
"14400","Agent_14400","age_over65","BU05183284",68
"78168","Agent_78168","age_45_65","BU05183639",53
"20397","Agent_20397","age_25_45","BU05183387",31
"22549","Agent_22549","age_45_65","BU05183387",47
"19693","Agent_19693","age_25_45","BU05183387",43
"27485","Agent_27485","age_25_45","BU05183396",32
"78336","Agent_78336","age_over65","BU05183639",65
"27150","Agent_27150","age_25_45","BU05183396",44
"63204","Agent_63204","age_over65","BU05183489",66
"71095","Agent_71095","age_25_45","BU05183638",25
"2951","Agent_2951","age_15_25","BU05183284",23
"32942","Agent_32942","age_0_15","BU05183398",0
"19908","Agent_19908","age_25_45","BU05183387",41
"54606","Agent_54606","age_25_45","BU05183488",27
"63631","Agent_63631","age_0_15","BU05183620",4
"26233","Agent_26233","age_15_25","BU05183396",18
"76042","Agent_76042","age_25_45","BU05183639",33
"54406","Agent_54406","age_25_45","BU05183488",25
"72954","Agent_72954","age_45_65","BU05183638",61
"34937","Agent_34937","age_15_25","BU05183398",19
"38622","Agent_38622","age_45_65","BU05183398",51
"63561","Agent_63561","age_over65","BU05183536",95
"31405","Agent_31405","age_over65","BU05183396",66
"65095","Agent_65095","age_25_45","BU05183620",30
"61844","Agent_61844","age_45_65","BU05183489",51
"7518","Agent_7518","age_25_45","BU05183284",33
"50451","Agent_50451","age_0_15","BU05183488",5
"17461","Agent_17461","age_15_25","BU05183387",23
"7754","Agent_7754","age_25_45","BU05183284",41
"55556","Agent_55556","age_45_65","BU05183488",45
"26681","Agent_26681","age_25_45","BU05183396",27
"75064","Agent_75064","age_15_25","BU05183639",20
"8689","Agent_8689","age_45_65","BU05183284",60
"74468","Agent_74468","age_0_15","BU05183639",10
"58716","Agent_58716","age_0_15","BU05183489",9
"69666","Agent_69666","age_25_45","BU05183638",30
"55580","Agent_55580","age_45_65","BU05183488",47
"37915","Agent_37915","age_25_45","BU05183398",37
"14240","Agent_14240","age_over65","BU05183284",75
"37340","Agent_37340","age_25_45","BU05183398",25
"10408","Agent_10408","age_45_65","BU05183284",57
"65083","Agent_65083","age_25_45","BU05183620",30
"18635","Agent_18635","age_25_45","BU05183387",27
"48513","Agent_48513","age_45_65","BU05183480",50
"50485","Agent_50485","age_0_15","BU05183488",14
"62643","Agent_62643","age_45_65","BU05183489",54
"35438","Agent_35438","age_25_45","BU05183398",44
"44934","Agent_44934","age_0_15","BU05183480",6
"71323","Agent_71323","age_25_45","BU05183638",34
"25441","Agent_25441","age_0_15","BU05183396",2
"52552","Agent_52552","age_15_25","BU05183488",16
"49511","Agent_49511","age_45_65","BU05183480",54
"2314","Agent_2314","age_15_25","BU05183284",20
"60478","Agent_60478","age_25_45","BU05183489",35
"24539","Agent_24539","age_0_15","BU05183396",6
"72816","Agent_72816","age_45_65","BU05183638",56
"65159","Agent_65159","age_25_45","BU05183620",29
"25379","Agent_25379","age_0_15","BU05183396",11
"31978","Agent_31978","age_0_15","BU05183398",13
"3137","Agent_3137","age_15_25","BU05183284",15
"45430","Agent_45430","age_15_25","BU05183480",23
"74653","Agent_74653","age_0_15","BU05183639",7
"6013","Agent_6013","age_25_45","BU05183284",39
"36129","Agent_36129","age_25_45","BU05183398",42
"5931","Agent_5931","age_25_45","BU05183284",43
"46441","Agent_46441","age_25_45","BU05183480",31
"10081","Agent_10081","age_45_65","BU05183284",59
"55182","Agent_55182","age_45_65","BU05183488",61
"51449","Agent_51449","age_0_15","BU05183488",3
"35846","Agent_35846","age_25_45","BU05183398",40
"69642","Agent_69642","age_25_45","BU05183638",39
"76682","Agent_76682","age_25_45","BU05183639",43
"53949","Agent_53949","age_25_45","BU05183488",33
"42345","Agent_42345","age_over65","BU05183398",69
"27809","Agent_27809","age_25_45","BU05183396",40
"11446","Agent_11446","age_45_65","BU05183284",63
"51377","Agent_51377","age_0_15","BU05183488",14
"70731","Agent_70731","age_25_45","BU05183638",38
"28763","Agent_28763","age_25_45","BU05183396",27
"34658","Agent_34658","age_15_25","BU05183398",17
"7799","Agent_7799","age_25_45","BU05183284",26
"38603","Agent_38603","age_45_65","BU05183398",50
"3809","Agent_3809","age_15_25","BU05183284",22
"11475","Agent_11475","age_45_65","BU05183284",58
"8545","Agent_8545","age_45_65","BU05183284",58
"28584","Agent_28584","age_25_45","BU05183396",42
"6661","Agent_6661","age_25_45","BU05183284",41
"42408","Agent_42408","age_over65","BU05183398",88
"67976","Agent_67976","age_0_15","BU05183638",3
"24221","Agent_24221","age_0_15","BU05183396",0
"4467","Agent_4467","age_25_45","BU05183284",27
"6014","Agent_6014","age_25_45","BU05183284",41
"7870","Agent_7870","age_25_45","BU05183284",42
"55152","Agent_55152","age_45_65","BU05183488",49
"28468","Agent_28468","age_25_45","BU05183396",25
"6569","Agent_6569","age_25_45","BU05183284",29
"41006","Agent_41006","age_over65","BU05183398",69
"70512","Agent_70512","age_25_45","BU05183638",33
"33532","Agent_33532","age_0_15","BU05183398",1
"15191","Agent_15191","age_0_15","BU05183387",9
"2965","Agent_2965","age_15_25","BU05183284",24
"10909","Agent_10909","age_45_65","BU05183284",51
"70073","Agent_70073","age_25_45","BU05183638",28
"59224","Agent_59224","age_15_25","BU05183489",15
"26575","Agent_26575","age_25_45","BU05183396",40
"9340","Agent_9340","age_45_65","BU05183284",55
"2246","Agent_2246","age_15_25","BU05183284",15
"62417","Agent_62417","age_45_65","BU05183489",45
"32902","Agent_32902","age_0_15","BU05183398",7
"17523","Agent_17523","age_15_25","BU05183387",21
"38400","Agent_38400","age_25_45","BU05183398",44
"64732","Agent_64732","age_25_45","BU05183620",31
"76104","Agent_76104","age_25_45","BU05183639",29
"11675","Agent_11675","age_45_65","BU05183284",47
"50363","Agent_50363","age_0_15","BU05183488",8
"17673","Agent_17673","age_15_25","BU05183387",16
"47334","Agent_47334","age_25_45","BU05183480",37
"49796","Agent_49796","age_over65","BU05183480",94
"23116","Agent_23116","age_over65","BU05183387",72
"2114","Agent_2114","age_0_15","BU05183284",9
"31641","Agent_31641","age_over65","BU05183396",80
"9937","Agent_9937","age_45_65","BU05183284",55
"38003","Agent_38003","age_25_45","BU05183398",25
"71458","Agent_71458","age_25_45","BU05183638",28
"4579","Agent_4579","age_25_45","BU05183284",27
"9408","Agent_9408","age_45_65","BU05183284",62
"39109","Agent_39109","age_45_65","BU05183398",62
"52813","Agent_52813","age_25_45","BU05183488",38
"21531","Agent_21531","age_45_65","BU05183387",55
"69153","Agent_69153","age_15_25","BU05183638",16
"34810","Agent_34810","age_15_25","BU05183398",23
"55055","Agent_55055","age_45_65","BU05183488",51
"59994","Agent_59994","age_25_45","BU05183489",27
"58883","Agent_58883","age_15_25","BU05183489",18
"3669","Agent_3669","age_15_25","BU05183284",17
"38041","Agent_38041","age_25_45","BU05183398",29
"15141","Agent_15141","age_0_15","BU05183387",12
"13189","Agent_13189","age_over65","BU05183284",69
"18875","Agent_18875","age_25_45","BU05183387",39
"56957","Agent_56957","age_over65","BU05183488",68
"15341","Agent_15341","age_0_15","BU05183387",5
"49212","Agent_49212","age_45_65","BU05183480",55
"47230","Agent_47230","age_25_45","BU05183480",30
"61348","Agent_61348","age_45_65","BU05183489",45
"21508","Agent_21508","age_45_65","BU05183387",50
"6295","Agent_6295","age_25_45","BU05183284",40
"15493","Agent_15493","age_0_15","BU05183387",4
"58319","Agent_58319","age_0_15","BU05183489",0
"55675","Agent_55675","age_45_65","BU05183488",52
"7481","Agent_7481","age_25_45","BU05183284",39
"61496","Agent_61496","age_45_65","BU05183489",58
"61709","Agent_61709","age_45_65","BU05183489",50
"43563","Agent_43563","age_over65","BU05183399",70
"16695","Agent_16695","age_0_15","BU05183387",1
"12352","Agent_12352","age_45_65","BU05183284",50
"6608","Agent_6608","age_25_45","BU05183284",34
"60687","Agent_60687","age_25_45","BU05183489",41
"65368","Agent_65368","age_25_45","BU05183620",37
"15197","Agent_15197","age_0_15","BU05183387",11
"7947","Agent_7947","age_25_45","BU05183284",31
"44889","Agent_44889","age_0_15","BU05183480",12
"61005","Agent_61005","age_25_45","BU05183489",42
"51830","Agent_51830","age_15_25","BU05183488",18
"71104","Agent_71104","age_25_45","BU05183638",28
"55398","Agent_55398","age_45_65","BU05183488",45
"72275","Agent_72275","age_45_65","BU05183638",56
"20740","Agent_20740","age_45_65","BU05183387",57
"13782","Agent_13782","age_over65","BU05183284",94
"18001","Agent_18001","age_15_25","BU05183387",16
"57072","Agent_57072","age_over65","BU05183488",77
"22814","Agent_22814","age_over65","BU05183387",66
"50774","Agent_50774","age_0_15","BU05183488",2
"32419","Agent_32419","age_0_15","BU05183398",8
"19622","Agent_19622","age_25_45","BU05183387",38
"53974","Agent_53974","age_25_45","BU05183488",36
"19380","Agent_19380","age_25_45","BU05183387",37
"20612","Agent_20612","age_45_65","BU05183387",45
"11943","Agent_11943","age_45_65","BU05183284",56
"64391","Agent_64391","age_15_25","BU05183620",18
"38887","Agent_38887","age_45_65","BU05183398",58
"10857","Agent_10857","age_45_65","BU05183284",53
"57154","Agent_57154","age_over65","BU05183488",97
"55057","Agent_55057","age_45_65","BU05183488",59
"76188","Agent_76188","age_25_45","BU05183639",33
"42767","Agent_42767","age_0_15","BU05183399",0
"36706","Agent_36706","age_25_45","BU05183398",30
"22875","Agent_22875","age_over65","BU05183387",74
"28577","Agent_28577","age_25_45","BU05183396",29
"34358","Agent_34358","age_15_25","BU05183398",24
"61743","Agent_61743","age_45_65","BU05183489",61
"59609","Agent_59609","age_25_45","BU05183489",30
"19302","Agent_19302","age_25_45","BU05183387",25
"22194","Agent_22194","age_45_65","BU05183387",62
"11261","Agent_11261","age_45_65","BU05183284",50
"2986","Agent_2986","age_15_25","BU05183284",15
"47868","Agent_47868","age_25_45","BU05183480",28
"3786","Agent_3786","age_15_25","BU05183284",20
"66809","Agent_66809","age_over65","BU05183620",81
"24180","Agent_24180","age_0_15","BU05183396",1
"24436","Agent_24436","age_0_15","BU05183396",4
"52474","Agent_52474","age_15_25","BU05183488",24
"14341","Agent_14341","age_over65","BU05183284",80
"46567","Agent_46567","age_25_45","BU05183480",38
"58117","Agent_58117","age_0_15","BU05183489",11
"42129","Agent_42129","age_over65","BU05183398",80
"16001","Agent_16001","age_0_15","BU05183387",5
"64622","Agent_64622","age_25_45","BU05183620",41
"56269","Agent_56269","age_45_65","BU05183488",47
"63524","Agent_63524","age_over65","BU05183536",78
"43361","Agent_43361","age_45_65","BU05183399",56
"72996","Agent_72996","age_45_65","BU05183638",47
"75711","Agent_75711","age_25_45","BU05183639",26
"16011","Agent_16011","age_0_15","BU05183387",0
"61480","Agent_61480","age_45_65","BU05183489",48
"5447","Agent_5447","age_25_45","BU05183284",35
"73775","Agent_73775","age_over65","BU05183638",77
"7053","Agent_7053","age_25_45","BU05183284",44
"13970","Agent_13970","age_over65","BU05183284",73
"22960","Agent_22960","age_over65","BU05183387",72
"72895","Agent_72895","age_45_65","BU05183638",61
"76185","Agent_76185","age_25_45","BU05183639",34
"46140","Agent_46140","age_25_45","BU05183480",27
"43997","Agent_43997","age_over65","BU05183399",67
"22697","Agent_22697","age_over65","BU05183387",68
"70981","Agent_70981","age_25_45","BU05183638",33
"36689","Agent_36689","age_25_45","BU05183398",25
"37068","Agent_37068","age_25_45","BU05183398",31
"60299","Agent_60299","age_25_45","BU05183489",44
"38928","Agent_38928","age_45_65","BU05183398",45
"27247","Agent_27247","age_25_45","BU05183396",35
"57036","Agent_57036","age_over65","BU05183488",69
"54391","Agent_54391","age_25_45","BU05183488",31
"78042","Agent_78042","age_45_65","BU05183639",53
"38139","Agent_38139","age_25_45","BU05183398",34
"38792","Agent_38792","age_45_65","BU05183398",48
"31831","Agent_31831","age_0_15","BU05183398",9
"70721","Agent_70721","age_25_45","BU05183638",29
"39158","Agent_39158","age_45_65","BU05183398",46
"28972","Agent_28972","age_45_65","BU05183396",51
"582","Agent_582","age_0_15","BU05183284",4
"20776","Agent_20776","age_45_65","BU05183387",51
"40549","Agent_40549","age_45_65","BU05183398",47
"17183","Agent_17183","age_15_25","BU05183387",23
"9682","Agent_9682","age_45_65","BU05183284",46
"6296","Agent_6296","age_25_45","BU05183284",30
"58782","Agent_58782","age_0_15","BU05183489",9
"21261","Agent_21261","age_45_65","BU05183387",51
"72552","Agent_72552","age_45_65","BU05183638",55
"29283","Agent_29283","age_45_65","BU05183396",50
"56905","Agent_56905","age_over65","BU05183488",70
"21926","Agent_21926","age_45_65","BU05183387",45
"53071","Agent_53071","age_25_45","BU05183488",29
"54024","Agent_54024","age_25_45","BU05183488",27
"31411","Agent_31411","age_over65","BU05183396",87
"20824","Agent_20824","age_45_65","BU05183387",47
"28185","Agent_28185","age_25_45","BU05183396",26
"54896","Agent_54896","age_25_45","BU05183488",44
"60976","Agent_60976","age_25_45","BU05183489",38
"34184","Agent_34184","age_15_25","BU05183398",24
"25027","Agent_25027","age_0_15","BU05183396",6
"41678","Agent_41678","age_over65","BU05183398",74
"28860","Agent_28860","age_45_65","BU05183396",47
"40639","Agent_40639","age_45_65","BU05183398",57
"43735","Agent_43735","age_over65","BU05183399",75
"35505","Agent_35505","age_25_45","BU05183398",26
"33745","Agent_33745","age_0_15","BU05183398",5
"62043","Agent_62043","age_45_65","BU05183489",64
"21060","Agent_21060","age_45_65","BU05183387",52
"8216","Agent_8216","age_25_45","BU05183284",34
"58065","Agent_58065","age_0_15","BU05183489",4
"6436","Agent_6436","age_25_45","BU05183284",38
"9631","Agent_9631","age_45_65","BU05183284",62
"77219","Agent_77219","age_25_45","BU05183639",35
"41222","Agent_41222","age_over65","BU05183398",80
"39189","Agent_39189","age_45_65","BU05183398",64
"40412","Agent_40412","age_45_65","BU05183398",64
"57908","Agent_57908","age_0_15","BU05183489",4
"57607","Agent_57607","age_over65","BU05183488",78
"4147","Agent_4147","age_25_45","BU05183284",33
"35187","Agent_35187","age_15_25","BU05183398",20
"31294","Agent_31294","age_over65","BU05183396",65
"10494","Agent_10494","age_45_65","BU05183284",52
"71194","Agent_71194","age_25_45","BU05183638",36
"23210","Agent_23210","age_over65","BU05183387",65
"26155","Agent_26155","age_15_25","BU05183396",20
"33361","Agent_33361","age_0_15","BU05183398",13
"10388","Agent_10388","age_45_65","BU05183284",47
"57000","Agent_57000","age_over65","BU05183488",87
"21713","Agent_21713","age_45_65","BU05183387",54
"43158","Agent_43158","age_45_65","BU05183399",61
"52337","Agent_52337","age_15_25","BU05183488",21
"63069","Agent_63069","age_over65","BU05183489",84
"70791","Agent_70791","age_25_45","BU05183638",40
"13131","Agent_13131","age_over65","BU05183284",76
"75042","Agent_75042","age_15_25","BU05183639",23
"17475","Agent_17475","age_15_25","BU05183387",21
"49398","Agent_49398","age_45_65","BU05183480",47
"27590","Agent_27590","age_25_45","BU05183396",33
"10663","Agent_10663","age_45_65","BU05183284",60
"19538","Agent_19538","age_25_45","BU05183387",31
"70336","Agent_70336","age_25_45","BU05183638",37
"23975","Agent_23975","age_0_15","BU05183396",4
"47685","Agent_47685","age_25_45","BU05183480",28
"5553","Agent_5553","age_25_45","BU05183284",39
"51454","Agent_51454","age_0_15","BU05183488",4
"54576","Agent_54576","age_25_45","BU05183488",43
"31687","Agent_31687","age_over65","BU05183396",68
"7969","Agent_7969","age_25_45","BU05183284",44
"62397","Agent_62397","age_45_65","BU05183489",48
"75752","Agent_75752","age_25_45","BU05183639",28
"48856","Agent_48856","age_45_65","BU05183480",56
"67090","Agent_67090","age_0_15","BU05183638",9
"31326","Agent_31326","age_over65","BU05183396",65
"26799","Agent_26799","age_25_45","BU05183396",28
"77765","Agent_77765","age_45_65","BU05183639",62
"61285","Agent_61285","age_25_45","BU05183489",37
"27006","Agent_27006","age_25_45","BU05183396",40
"38581","Agent_38581","age_45_65","BU05183398",63
"20320","Agent_20320","age_25_45","BU05183387",35
"22889","Agent_22889","age_over65","BU05183387",67
"57858","Agent_57858","age_0_15","BU05183489",1
"16617","Agent_16617","age_0_15","BU05183387",13
"57406","Agent_57406","age_over65","BU05183488",68
"57118","Agent_57118","age_over65","BU05183488",89
"35134","Agent_35134","age_15_25","BU05183398",23
"62032","Agent_62032","age_45_65","BU05183489",55
"61530","Agent_61530","age_45_65","BU05183489",57
"62939","Agent_62939","age_over65","BU05183489",68
"68184","Agent_68184","age_0_15","BU05183638",4
"28304","Agent_28304","age_25_45","BU05183396",35
"68949","Agent_68949","age_15_25","BU05183638",17
"824","Agent_824","age_0_15","BU05183284",2
"63171","Agent_63171","age_over65","BU05183489",67
"70596","Agent_70596","age_25_45","BU05183638",40
"60114","Agent_60114","age_25_45","BU05183489",39
"49757","Agent_49757","age_over65","BU05183480",83
"55037","Agent_55037","age_45_65","BU05183488",53
"6878","Agent_6878","age_25_45","BU05183284",27
"6665","Agent_6665","age_25_45","BU05183284",41
"8312","Agent_8312","age_25_45","BU05183284",43
"74599","Agent_74599","age_0_15","BU05183639",4
"31791","Agent_31791","age_0_15","BU05183398",5
"58250","Agent_58250","age_0_15","BU05183489",1
"65806","Agent_65806","age_45_65","BU05183620",62
"60507","Agent_60507","age_25_45","BU05183489",35
"17835","Agent_17835","age_15_25","BU05183387",19
"71006","Agent_71006","age_25_45","BU05183638",28
"42708","Agent_42708","age_0_15","BU05183399",1
"59300","Agent_59300","age_15_25","BU05183489",16
"76656","Agent_76656","age_25_45","BU05183639",32
"77840","Agent_77840","age_45_65","BU05183639",59
"69022","Agent_69022","age_15_25","BU05183638",23
"15829","Agent_15829","age_0_15","BU05183387",1
"52786","Agent_52786","age_25_45","BU05183488",38
"63403","Agent_63403","age_over65","BU05183489",79
"77150","Agent_77150","age_25_45","BU05183639",39
"12314","Agent_12314","age_45_65","BU05183284",46
"49317","Agent_49317","age_45_65","BU05183480",63
"67465","Agent_67465","age_0_15","BU05183638",8
"17666","Agent_17666","age_15_25","BU05183387",16
"17918","Agent_17918","age_15_25","BU05183387",17
"12925","Agent_12925","age_over65","BU05183284",68
"72383","Agent_72383","age_45_65","BU05183638",63
"8339","Agent_8339","age_25_45","BU05183284",41
"37594","Agent_37594","age_25_45","BU05183398",36
"33709","Agent_33709","age_0_15","BU05183398",2
"63559","Agent_63559","age_over65","BU05183536",83
"27907","Agent_27907","age_25_45","BU05183396",31
"39641","Agent_39641","age_45_65","BU05183398",49
"14417","Agent_14417","age_over65","BU05183284",70
"5512","Agent_5512","age_25_45","BU05183284",26
"15947","Agent_15947","age_0_15","BU05183387",10
"29686","Agent_29686","age_45_65","BU05183396",60
"20504","Agent_20504","age_25_45","BU05183387",40
"72347","Agent_72347","age_45_65","BU05183638",61
