"hh_ID","hh_size","neighb_code","hh_type","PC6","income_group"
18954,1,"BU05183387","single","2544KJ","income_2_10"
18955,1,"BU05183387","single","2544HD","income_9_10"
18956,1,"BU05183387","single","2544WB","income_3_10"
18957,1,"BU05183387","single","2544JM","income_7_10"
18958,1,"BU05183387","single","2544SL","income_3_10"
18959,1,"BU05183387","single","2544VT","income_2_10"
18960,1,"BU05183387","single","2544MD","income_3_10"
18961,1,"BU05183387","single","2544WB","income_1_10"
18962,1,"BU05183387","single","2544SC","income_7_10"
18963,1,"BU05183387","single","2544XD","income_6_10"
18964,1,"BU05183387","single","2544SB","income_3_10"
18965,1,"BU05183387","single","2544KT","income_2_10"
18966,1,"BU05183387","single","2544KT","income_3_10"
18967,1,"BU05183387","single","2544CE","income_2_10"
18968,1,"BU05183387","single","2544VZ","income_3_10"
18969,1,"BU05183387","single","2544JM","income_5_10"
18970,1,"BU05183387","single","2544HV","income_2_10"
18971,1,"BU05183387","single","2544XP","income_5_10"
18972,1,"BU05183387","single","2544JW","income_8_10"
18973,1,"BU05183387","single","2544JH","income_2_10"
18974,1,"BU05183387","single","2544GC","income_1_10"
18975,1,"BU05183387","single","2544MH","income_2_10"
18976,1,"BU05183387","single","2544VJ","income_1_10"
18977,1,"BU05183387","single","2544VM","income_1_10"
18978,1,"BU05183387","single","2544KN","income_1_10"
18979,1,"BU05183387","single","2544TR","income_1_10"
18980,1,"BU05183387","single","2544TL","income_3_10"
18981,1,"BU05183387","single","2544JG","income_2_10"
18982,1,"BU05183387","single","2544JM","income_6_10"
18983,1,"BU05183387","single","2544RK","income_4_10"
18984,1,"BU05183387","single","2544TP","income_4_10"
18985,1,"BU05183387","single","2544HG","income_6_10"
18986,1,"BU05183387","single","2544JZ","income_1_10"
18987,1,"BU05183387","single","2544KR","income_2_10"
18988,1,"BU05183387","single","2544MG","income_4_10"
18989,1,"BU05183387","single","2544CA","income_1_10"
18990,1,"BU05183387","single","2544JS","income_10_10"
18991,1,"BU05183387","single","2544VL","income_2_10"
18992,1,"BU05183387","single","2544VP","income_3_10"
18993,1,"BU05183387","single","2544JC","income_3_10"
18994,1,"BU05183387","single","2544MH","income_8_10"
18995,1,"BU05183387","single","2544CT","income_10_10"
18996,1,"BU05183387","single","2544RZ","income_8_10"
18997,1,"BU05183387","single","2544KW","income_1_10"
18998,1,"BU05183387","single","2544CM","income_4_10"
18999,1,"BU05183387","single","2544RX","income_1_10"
19000,1,"BU05183387","single","2544RX","income_2_10"
19001,1,"BU05183387","single","2545DB","income_6_10"
19002,1,"BU05183387","single","2544KJ","income_3_10"
19003,1,"BU05183387","single","2544XN","income_10_10"
19004,1,"BU05183387","single","2544CE","income_9_10"
19005,1,"BU05183387","single","2544KL","income_2_10"
19006,1,"BU05183387","single","2544SX","income_3_10"
19007,1,"BU05183387","single","2544RK","income_5_10"
19008,1,"BU05183387","single","2544GB","income_1_10"
19009,1,"BU05183387","single","2544RZ","income_3_10"
19010,1,"BU05183387","single","2544KB","income_2_10"
19011,1,"BU05183387","single","2544RV","income_6_10"
19012,1,"BU05183387","single","2544JR","income_9_10"
19013,1,"BU05183387","single","2544CA","income_2_10"
19014,1,"BU05183387","single","2544MD","income_7_10"
19015,1,"BU05183387","single","2544KL","income_2_10"
19016,1,"BU05183387","single","2544TL","income_9_10"
19017,1,"BU05183387","single","2544CS","income_10_10"
19018,1,"BU05183387","single","2544MH","income_3_10"
19019,1,"BU05183387","single","2544CG","income_1_10"
19020,1,"BU05183387","single","2544VZ","income_5_10"
19021,1,"BU05183387","single","2544JJ","income_3_10"
19022,1,"BU05183387","single","2544SE","income_1_10"
19023,1,"BU05183387","single","2544KM","income_1_10"
19024,1,"BU05183387","single","2544SX","income_1_10"
19025,1,"BU05183387","single","2544RN","income_3_10"
19026,1,"BU05183387","single","2544MG","income_4_10"
19027,1,"BU05183387","single","2544KS","income_9_10"
19028,1,"BU05183387","single","2544VX","income_1_10"
19029,1,"BU05183387","single","2544VJ","income_1_10"
19030,1,"BU05183387","single","2544TW","income_7_10"
19031,1,"BU05183387","single","2544TR","income_1_10"
19032,1,"BU05183387","single","2545DB","income_6_10"
19033,1,"BU05183387","single","2544KN","income_3_10"
19034,1,"BU05183387","single","2544XZ","income_6_10"
19035,1,"BU05183387","single","2544XT","income_1_10"
19036,1,"BU05183387","single","2544XN","income_8_10"
19037,1,"BU05183387","single","2544TS","income_1_10"
19038,1,"BU05183387","single","2544RH","income_5_10"
19039,1,"BU05183387","single","2544CD","income_1_10"
19040,1,"BU05183387","single","2544KK","income_9_10"
19041,1,"BU05183387","single","2544VP","income_2_10"
19042,1,"BU05183387","single","2544SK","income_2_10"
19043,1,"BU05183387","single","2544WX","income_6_10"
19044,1,"BU05183387","single","2544JH","income_1_10"
19045,1,"BU05183387","single","2544XT","income_2_10"
19046,1,"BU05183387","single","2544WZ","income_4_10"
19047,1,"BU05183387","single","2544HD","income_1_10"
19048,1,"BU05183387","single","2544MJ","income_1_10"
19049,1,"BU05183387","single","2544XH","income_2_10"
19050,1,"BU05183387","single","2544XX","income_1_10"
19051,1,"BU05183387","single","2544KG","income_2_10"
19052,1,"BU05183387","single","2544RP","income_1_10"
19053,1,"BU05183387","single","2544VB","income_8_10"
19054,1,"BU05183387","single","2544VM","income_1_10"
19055,1,"BU05183387","single","2544JC","income_4_10"
19056,1,"BU05183387","single","2544HS","income_2_10"
19057,1,"BU05183387","single","2542JD","income_5_10"
19058,1,"BU05183387","single","2545DB","income_10_10"
19059,1,"BU05183387","single","2544HC","income_8_10"
19060,1,"BU05183387","single","2544GE","income_1_10"
19061,1,"BU05183387","single","2544RT","income_3_10"
19062,1,"BU05183387","single","2544JK","income_5_10"
19063,1,"BU05183387","single","2545AP","income_10_10"
19064,1,"BU05183387","single","2544VW","income_1_10"
19065,1,"BU05183387","single","2544XP","income_3_10"
19066,1,"BU05183387","single","2544SN","income_2_10"
19067,1,"BU05183387","single","2544CN","income_2_10"
19068,1,"BU05183387","single","2544VL","income_8_10"
19069,1,"BU05183387","single","2544KD","income_1_10"
19070,1,"BU05183387","single","2544WB","income_9_10"
19071,1,"BU05183387","single","2544VJ","income_2_10"
19072,1,"BU05183387","single","2544MD","income_3_10"
19073,1,"BU05183387","single","2544XN","income_7_10"
19074,1,"BU05183387","single","2544RP","income_10_10"
19075,1,"BU05183387","single","2544RW","income_2_10"
19076,1,"BU05183387","single","2544RL","income_4_10"
19077,1,"BU05183387","single","2544JE","income_6_10"
19078,1,"BU05183387","single","2544TZ","income_3_10"
19079,1,"BU05183387","single","2544WB","income_10_10"
19080,1,"BU05183387","single","2544TZ","income_7_10"
19081,1,"BU05183387","single","2544RV","income_10_10"
19082,1,"BU05183387","single","2542JD","income_5_10"
19083,1,"BU05183387","single","2544JT","income_3_10"
19084,1,"BU05183387","single","2544HR","income_7_10"
19085,1,"BU05183387","single","2544VA","income_1_10"
19086,1,"BU05183387","single","2544TL","income_1_10"
19087,1,"BU05183387","single","2544VD","income_1_10"
19088,1,"BU05183387","single","2544VJ","income_2_10"
19089,1,"BU05183387","single","2544SK","income_8_10"
19090,1,"BU05183387","single","2544SR","income_4_10"
19091,1,"BU05183387","single","2544JZ","income_3_10"
19092,1,"BU05183387","single","2544XS","income_4_10"
19093,1,"BU05183387","single","2544VV","income_3_10"
19094,1,"BU05183387","single","2544GG","income_7_10"
19095,1,"BU05183387","single","2542JA","income_10_10"
19096,1,"BU05183387","single","2544CJ","income_10_10"
19097,1,"BU05183387","single","2544KW","income_10_10"
19098,1,"BU05183387","single","2544SR","income_1_10"
19099,1,"BU05183387","single","2544KL","income_1_10"
19100,1,"BU05183387","single","2544MG","income_3_10"
19101,1,"BU05183387","single","2544VE","income_2_10"
19102,1,"BU05183387","single","2544CR","income_3_10"
19103,1,"BU05183387","single","2544JA","income_1_10"
19104,1,"BU05183387","single","2544VH","income_3_10"
19105,1,"BU05183387","single","2544XV","income_5_10"
19106,1,"BU05183387","single","2544KD","income_3_10"
19107,1,"BU05183387","single","2544ME","income_2_10"
19108,1,"BU05183387","single","2544SK","income_1_10"
19109,1,"BU05183387","single","2545AP","income_1_10"
19110,1,"BU05183387","single","2544TZ","income_2_10"
19111,1,"BU05183387","single","2544TT","income_6_10"
19112,1,"BU05183387","single","2544CN","income_4_10"
19113,1,"BU05183387","single","2544KD","income_5_10"
19114,1,"BU05183387","single","2544JT","income_2_10"
19115,1,"BU05183387","single","2544XA","income_1_10"
19116,1,"BU05183387","single","2542JB","income_1_10"
19117,1,"BU05183387","single","2544KD","income_4_10"
19118,1,"BU05183387","single","2544TM","income_8_10"
19119,1,"BU05183387","single","2544SN","income_5_10"
19120,1,"BU05183387","single","2544HR","income_2_10"
19121,1,"BU05183387","single","2544KA","income_7_10"
19122,1,"BU05183387","single","2544KB","income_4_10"
19123,1,"BU05183387","single","2544JZ","income_3_10"
19124,1,"BU05183387","single","2544RS","income_1_10"
19125,1,"BU05183387","single","2544RH","income_1_10"
19126,1,"BU05183387","single","2544KB","income_3_10"
19127,1,"BU05183387","single","2544JH","income_2_10"
19128,1,"BU05183387","single","2544RP","income_8_10"
19129,1,"BU05183387","single","2544JX","income_3_10"
19130,1,"BU05183387","single","2544RL","income_1_10"
19131,1,"BU05183387","single","2544MG","income_1_10"
19132,1,"BU05183387","single","2544SK","income_1_10"
19133,1,"BU05183387","single","2544RJ","income_4_10"
19134,1,"BU05183387","single","2544KW","income_4_10"
19135,1,"BU05183387","single","2544KA","income_9_10"
19136,1,"BU05183387","single","2544CL","income_6_10"
19137,1,"BU05183387","single","2544VA","income_4_10"
19138,1,"BU05183387","single","2544XR","income_3_10"
19139,1,"BU05183387","single","2544HV","income_1_10"
19140,1,"BU05183387","single","2544TL","income_6_10"
19141,1,"BU05183387","single","2544HS","income_2_10"
19142,1,"BU05183387","single","2544KX","income_3_10"
19143,1,"BU05183387","single","2544MK","income_6_10"
19144,1,"BU05183387","single","2544RV","income_5_10"
19145,1,"BU05183387","single","2544TM","income_6_10"
19146,1,"BU05183387","single","2544CH","income_6_10"
19147,1,"BU05183387","single","2542JD","income_8_10"
19148,1,"BU05183387","single","2544XN","income_4_10"
19149,1,"BU05183387","single","2544XM","income_3_10"
19150,1,"BU05183387","single","2544MA","income_2_10"
19151,1,"BU05183387","single","2544CD","income_2_10"
19152,1,"BU05183387","single","2544SX","income_8_10"
19153,1,"BU05183387","single","2544KJ","income_5_10"
19154,1,"BU05183387","single","2544VT","income_1_10"
19155,1,"BU05183387","single","2544XT","income_9_10"
19156,1,"BU05183387","single","2544VB","income_9_10"
19157,1,"BU05183387","single","2544KS","income_2_10"
19158,1,"BU05183387","single","2544JV","income_7_10"
19159,1,"BU05183387","single","2544KM","income_6_10"
19160,1,"BU05183387","single","2544XK","income_4_10"
19161,1,"BU05183387","single","2544VX","income_4_10"
19162,1,"BU05183387","single","2544GH","income_3_10"
19163,1,"BU05183387","single","2544CS","income_1_10"
19164,1,"BU05183387","single","2542JD","income_4_10"
19165,1,"BU05183387","single","2544KP","income_1_10"
19166,1,"BU05183387","single","2544RK","income_9_10"
19167,1,"BU05183387","single","2544GH","income_1_10"
19168,1,"BU05183387","single","2544VM","income_4_10"
19169,1,"BU05183387","single","2544KN","income_1_10"
19170,1,"BU05183387","single","2544JJ","income_4_10"
19171,1,"BU05183387","single","2544XS","income_3_10"
19172,1,"BU05183387","single","2544CB","income_6_10"
19173,1,"BU05183387","single","2544HR","income_3_10"
19174,1,"BU05183387","single","2544TR","income_9_10"
19175,1,"BU05183387","single","2544VJ","income_6_10"
19176,1,"BU05183387","single","2544CA","income_2_10"
19177,1,"BU05183387","single","2544HV","income_7_10"
19178,1,"BU05183387","single","2544KL","income_3_10"
19179,1,"BU05183387","single","2544SX","income_9_10"
19180,1,"BU05183387","single","2544VC","income_5_10"
19181,1,"BU05183387","single","2544MA","income_4_10"
19182,1,"BU05183387","single","2544XN","income_4_10"
19183,1,"BU05183387","single","2544MA","income_5_10"
19184,1,"BU05183387","single","2544GA","income_3_10"
19185,1,"BU05183387","single","2544CB","income_1_10"
19186,1,"BU05183387","single","2544TS","income_1_10"
19187,1,"BU05183387","single","2544VW","income_2_10"
19188,1,"BU05183387","single","2544MG","income_3_10"
19189,1,"BU05183387","single","2544JZ","income_9_10"
19190,1,"BU05183387","single","2544VZ","income_9_10"
19191,1,"BU05183387","single","2544VJ","income_3_10"
19192,1,"BU05183387","single","2544RZ","income_1_10"
19193,1,"BU05183387","single","2544KV","income_5_10"
19194,1,"BU05183387","single","2544JT","income_3_10"
19195,1,"BU05183387","single","2544RG","income_2_10"
19196,1,"BU05183387","single","2544XV","income_10_10"
19197,1,"BU05183387","single","2544VZ","income_2_10"
19198,1,"BU05183387","single","2544RM","income_2_10"
19199,1,"BU05183387","single","2544SW","income_5_10"
19200,1,"BU05183387","single","2544CB","income_3_10"
19201,1,"BU05183387","single","2544JD","income_1_10"
19202,1,"BU05183387","single","2544TP","income_3_10"
19203,1,"BU05183387","single","2544KD","income_2_10"
19204,1,"BU05183387","single","2544TL","income_5_10"
19205,1,"BU05183387","single","2544RL","income_7_10"
19206,1,"BU05183387","single","2544CC","income_7_10"
19207,1,"BU05183387","single","2544VW","income_3_10"
19208,1,"BU05183387","single","2544MA","income_2_10"
19209,1,"BU05183387","single","2544RZ","income_4_10"
19210,1,"BU05183387","single","2544RW","income_9_10"
19211,1,"BU05183387","single","2544GE","income_2_10"
19212,1,"BU05183387","single","2542JE","income_2_10"
19213,1,"BU05183387","single","2544XA","income_5_10"
19214,1,"BU05183387","single","2544MJ","income_3_10"
19215,1,"BU05183387","single","2544XP","income_6_10"
19216,1,"BU05183387","single","2544GB","income_5_10"
19217,1,"BU05183387","single","2544VT","income_1_10"
19218,1,"BU05183387","single","2544CE","income_2_10"
19219,1,"BU05183387","single","2544SZ","income_1_10"
19220,1,"BU05183387","single","2544VX","income_2_10"
19221,1,"BU05183387","single","2544SV","income_4_10"
19222,1,"BU05183387","single","2544KX","income_5_10"
19223,1,"BU05183387","single","2544CH","income_2_10"
19224,1,"BU05183387","single","2544MD","income_8_10"
19225,1,"BU05183387","single","2544KR","income_2_10"
19226,1,"BU05183387","single","2544GH","income_1_10"
19227,1,"BU05183387","single","2544VJ","income_8_10"
19228,1,"BU05183387","single","2544XS","income_8_10"
19229,1,"BU05183387","single","2544SL","income_4_10"
19230,1,"BU05183387","single","2542JA","income_2_10"
19231,1,"BU05183387","single","2544GE","income_5_10"
19232,1,"BU05183387","single","2544CD","income_10_10"
19233,1,"BU05183387","single","2544TS","income_7_10"
19234,1,"BU05183387","single","2544HV","income_2_10"
19235,1,"BU05183387","single","2544TT","income_1_10"
19236,1,"BU05183387","single","2544KB","income_4_10"
19237,1,"BU05183387","single","2544RM","income_9_10"
19238,1,"BU05183387","single","2544RK","income_1_10"
19239,1,"BU05183387","single","2544MA","income_1_10"
19240,1,"BU05183387","single","2544KT","income_1_10"
19241,1,"BU05183387","single","2544VJ","income_2_10"
19242,1,"BU05183387","single","2542JG","income_6_10"
19243,1,"BU05183387","single","2544HV","income_1_10"
19244,1,"BU05183387","single","2544ME","income_9_10"
19245,1,"BU05183387","single","2544RW","income_1_10"
19246,1,"BU05183387","single","2544RH","income_3_10"
19247,1,"BU05183387","single","2544KL","income_5_10"
19248,1,"BU05183387","single","2544TN","income_2_10"
19249,1,"BU05183387","single","2544CG","income_5_10"
19250,1,"BU05183387","single","2544GH","income_10_10"
19251,1,"BU05183387","single","2544SP","income_5_10"
19252,1,"BU05183387","single","2544GD","income_3_10"
19253,1,"BU05183387","single","2544JX","income_8_10"
19254,1,"BU05183387","single","2544SE","income_2_10"
19255,1,"BU05183387","single","2544KJ","income_9_10"
19256,1,"BU05183387","single","2544SV","income_2_10"
19257,1,"BU05183387","single","2544GE","income_2_10"
19258,1,"BU05183387","single","2544RZ","income_3_10"
19259,1,"BU05183387","single","2544MJ","income_3_10"
19260,1,"BU05183387","single","2544JC","income_1_10"
19261,1,"BU05183387","single","2544MJ","income_2_10"
19262,1,"BU05183387","single","2544WB","income_8_10"
19263,1,"BU05183387","single","2545AP","income_4_10"
19264,1,"BU05183387","single","2544WZ","income_5_10"
19265,1,"BU05183387","single","2544TN","income_1_10"
19266,1,"BU05183387","single","2544GB","income_10_10"
19267,1,"BU05183387","single","2544JE","income_2_10"
19268,1,"BU05183387","single","2544VW","income_7_10"
19269,1,"BU05183387","single","2544JE","income_3_10"
19270,1,"BU05183387","single","2544JJ","income_4_10"
19271,1,"BU05183387","single","2544RX","income_2_10"
19272,1,"BU05183387","single","2544XD","income_2_10"
19273,1,"BU05183387","single","2544VE","income_2_10"
19274,1,"BU05183387","single","2544JH","income_1_10"
19275,1,"BU05183387","single","2544CK","income_6_10"
19276,1,"BU05183387","single","2544TR","income_1_10"
19277,1,"BU05183387","single","2544CR","income_3_10"
19278,1,"BU05183387","single","2545AP","income_5_10"
19279,1,"BU05183387","single","2544TV","income_1_10"
19280,1,"BU05183387","single","2544JK","income_7_10"
19281,1,"BU05183387","single","2544CJ","income_2_10"
19282,1,"BU05183387","single","2544VM","income_10_10"
19283,1,"BU05183387","single","2544MH","income_1_10"
19284,1,"BU05183387","single","2544VZ","income_1_10"
19285,1,"BU05183387","single","2544XG","income_1_10"
19286,1,"BU05183387","single","2544TZ","income_3_10"
19287,1,"BU05183387","single","2544KS","income_2_10"
19288,1,"BU05183387","single","2544CR","income_10_10"
19289,1,"BU05183387","single","2544WZ","income_5_10"
19290,1,"BU05183387","single","2544CL","income_1_10"
19291,1,"BU05183387","single","2544KW","income_7_10"
19292,1,"BU05183387","single","2544KE","income_9_10"
19293,1,"BU05183387","single","2544RP","income_5_10"
19294,1,"BU05183387","single","2544RG","income_7_10"
19295,1,"BU05183387","single","2544XM","income_5_10"
19296,1,"BU05183387","single","2542JC","income_1_10"
19297,1,"BU05183387","single","2544JG","income_1_10"
19298,1,"BU05183387","single","2544VW","income_4_10"
19299,1,"BU05183387","single","2544CC","income_2_10"
19300,1,"BU05183387","single","2544KH","income_3_10"
19301,1,"BU05183387","single","2544JD","income_8_10"
19302,1,"BU05183387","single","2544VX","income_7_10"
19303,1,"BU05183387","single","2544KT","income_10_10"
19304,1,"BU05183387","single","2544JH","income_5_10"
19305,1,"BU05183387","single","2544CD","income_3_10"
19306,1,"BU05183387","single","2544RK","income_3_10"
19307,1,"BU05183387","single","2545DB","income_8_10"
19308,1,"BU05183387","single","2544CB","income_5_10"
19309,1,"BU05183387","single","2544ST","income_7_10"
19310,1,"BU05183387","single","2544SR","income_8_10"
19311,1,"BU05183387","single","2544KV","income_3_10"
19312,1,"BU05183387","single","2544SN","income_6_10"
19313,1,"BU05183387","single","2544JH","income_5_10"
19314,1,"BU05183387","single","2544SB","income_4_10"
19315,1,"BU05183387","single","2544KR","income_8_10"
19316,1,"BU05183387","single","2544KA","income_5_10"
19317,1,"BU05183387","single","2544TW","income_7_10"
19318,1,"BU05183387","single","2544MK","income_6_10"
19319,1,"BU05183387","single","2544JM","income_4_10"
19320,1,"BU05183387","single","2544MD","income_5_10"
19321,1,"BU05183387","single","2544RH","income_4_10"
19322,1,"BU05183387","single","2544CR","income_4_10"
19323,1,"BU05183387","single","2544VJ","income_9_10"
19324,1,"BU05183387","single","2544XW","income_7_10"
19325,1,"BU05183387","single","2544CA","income_1_10"
19326,1,"BU05183387","single","2544VM","income_2_10"
19327,1,"BU05183387","single","2544MH","income_4_10"
19328,1,"BU05183387","single","2544SN","income_5_10"
19329,1,"BU05183387","single","2544SX","income_7_10"
19330,1,"BU05183387","single","2544RP","income_1_10"
19331,1,"BU05183387","single","2544JB","income_1_10"
19332,1,"BU05183387","single","2544RL","income_6_10"
19333,1,"BU05183387","single","2545AP","income_4_10"
19334,1,"BU05183387","single","2544JK","income_1_10"
19335,1,"BU05183387","single","2544MH","income_8_10"
19336,1,"BU05183387","single","2544SC","income_4_10"
19337,1,"BU05183387","single","2545AP","income_2_10"
19338,1,"BU05183387","single","2544VT","income_3_10"
19339,1,"BU05183387","single","2544JM","income_7_10"
19340,1,"BU05183387","single","2544SB","income_6_10"
19341,1,"BU05183387","single","2544WZ","income_4_10"
19342,1,"BU05183387","single","2544RW","income_9_10"
19343,1,"BU05183387","single","2544KT","income_3_10"
19344,1,"BU05183387","single","2544RR","income_5_10"
19345,1,"BU05183387","single","2545AP","income_3_10"
19346,1,"BU05183387","single","2544KV","income_1_10"
19347,1,"BU05183387","single","2544GH","income_6_10"
19348,1,"BU05183387","single","2544CB","income_5_10"
19349,1,"BU05183387","single","2544RG","income_3_10"
19350,1,"BU05183387","single","2544RV","income_6_10"
19351,1,"BU05183387","single","2544JK","income_1_10"
19352,1,"BU05183387","single","2544RV","income_4_10"
19353,1,"BU05183387","single","2544XD","income_2_10"
19354,1,"BU05183387","single","2544KH","income_9_10"
19355,1,"BU05183387","single","2544GD","income_9_10"
19356,1,"BU05183387","single","2544TX","income_6_10"
19357,1,"BU05183387","single","2544RK","income_2_10"
19358,1,"BU05183387","single","2544MJ","income_3_10"
19359,1,"BU05183387","single","2544KJ","income_2_10"
19360,1,"BU05183387","single","2544JM","income_9_10"
19361,1,"BU05183387","single","2544JE","income_2_10"
19362,1,"BU05183387","single","2544RG","income_3_10"
19363,1,"BU05183387","single","2544SW","income_8_10"
19364,1,"BU05183387","single","2544XW","income_9_10"
19365,1,"BU05183387","single","2544KW","income_3_10"
19366,1,"BU05183387","single","2544XK","income_6_10"
19367,1,"BU05183387","single","2544KR","income_10_10"
19368,1,"BU05183387","single","2544HG","income_2_10"
19369,1,"BU05183387","single","2544KW","income_7_10"
19370,1,"BU05183387","single","2544WB","income_9_10"
19371,1,"BU05183387","single","2544VV","income_1_10"
19372,1,"BU05183387","single","2544JK","income_4_10"
19373,1,"BU05183387","single","2544VW","income_8_10"
19374,1,"BU05183387","single","2544KN","income_9_10"
19375,1,"BU05183387","single","2544SC","income_3_10"
19376,1,"BU05183387","single","2544VM","income_4_10"
19377,1,"BU05183387","single","2544SN","income_3_10"
19378,1,"BU05183387","single","2544SK","income_6_10"
19379,1,"BU05183387","single","2544HN","income_7_10"
19380,1,"BU05183387","single","2544XW","income_9_10"
19381,1,"BU05183387","single","2544JS","income_3_10"
19382,1,"BU05183387","single","2544RZ","income_8_10"
19383,1,"BU05183387","single","2544JD","income_9_10"
19384,1,"BU05183387","single","2544CN","income_6_10"
19385,1,"BU05183387","single","2544JM","income_7_10"
19386,1,"BU05183387","single","2544CB","income_5_10"
19387,1,"BU05183387","single","2544RZ","income_8_10"
19388,1,"BU05183387","single","2544KD","income_5_10"
19389,1,"BU05183387","single","2544SL","income_4_10"
19390,1,"BU05183387","single","2544RX","income_7_10"
19391,1,"BU05183387","single","2544MA","income_1_10"
19392,1,"BU05183387","single","2544VZ","income_1_10"
19393,1,"BU05183387","single","2544RK","income_7_10"
19394,1,"BU05183387","single","2544TR","income_3_10"
19395,1,"BU05183387","single","2544WZ","income_2_10"
19396,1,"BU05183387","single","2544VJ","income_2_10"
19397,1,"BU05183387","single","2544HE","income_3_10"
19398,1,"BU05183387","single","2544CA","income_1_10"
19399,1,"BU05183387","single","2544HV","income_2_10"
19400,1,"BU05183387","single","2544VT","income_2_10"
19401,1,"BU05183387","single","2544CE","income_3_10"
19402,1,"BU05183387","single","2544MG","income_2_10"
19403,1,"BU05183387","single","2544KW","income_2_10"
19404,1,"BU05183387","single","2544MD","income_3_10"
19405,1,"BU05183387","single","2544RV","income_10_10"
19406,1,"BU05183387","single","2544MG","income_1_10"
19407,1,"BU05183387","single","2544VE","income_9_10"
19408,1,"BU05183387","single","2544RP","income_2_10"
19409,1,"BU05183387","single","2544RP","income_2_10"
19410,1,"BU05183387","single","2544CJ","income_2_10"
19411,1,"BU05183387","single","2544VT","income_4_10"
19412,1,"BU05183387","single","2544KZ","income_2_10"
19413,1,"BU05183387","single","2542JA","income_9_10"
19414,1,"BU05183387","single","2544TS","income_1_10"
19415,1,"BU05183387","single","2544KS","income_3_10"
19416,1,"BU05183387","single","2544KS","income_6_10"
19417,1,"BU05183387","single","2542JD","income_8_10"
19418,1,"BU05183387","single","2544KN","income_3_10"
19419,1,"BU05183387","single","2544JD","income_3_10"
19420,1,"BU05183387","single","2544RJ","income_5_10"
19421,1,"BU05183387","single","2544RP","income_9_10"
19422,1,"BU05183387","single","2544CG","income_6_10"
19423,1,"BU05183387","single","2544XS","income_4_10"
19424,1,"BU05183387","single","2542JB","income_3_10"
19425,1,"BU05183387","single","2544XR","income_10_10"
19426,1,"BU05183387","single","2544RR","income_3_10"
19427,1,"BU05183387","single","2544KG","income_1_10"
19428,1,"BU05183387","single","2544WB","income_1_10"
19429,1,"BU05183387","single","2544CH","income_7_10"
19430,1,"BU05183387","single","2544WB","income_7_10"
19431,1,"BU05183387","single","2544VH","income_7_10"
19432,1,"BU05183387","single","2544JJ","income_3_10"
19433,1,"BU05183387","single","2544JX","income_8_10"
19434,1,"BU05183387","single","2544KC","income_2_10"
19435,1,"BU05183387","single","2544TP","income_4_10"
19436,1,"BU05183387","single","2544KZ","income_2_10"
19437,1,"BU05183387","single","2544VP","income_1_10"
19438,1,"BU05183387","single","2544KW","income_4_10"
19439,1,"BU05183387","single","2544TP","income_3_10"
19440,1,"BU05183387","single","2544WZ","income_4_10"
19441,1,"BU05183387","single","2544VV","income_4_10"
19442,1,"BU05183387","single","2544MB","income_4_10"
19443,1,"BU05183387","single","2545AP","income_5_10"
19444,1,"BU05183387","single","2544KR","income_1_10"
19445,1,"BU05183387","single","2544CB","income_9_10"
19446,1,"BU05183387","single","2544KB","income_5_10"
19447,1,"BU05183387","single","2544KV","income_10_10"
19448,1,"BU05183387","single","2544CG","income_6_10"
19449,1,"BU05183387","single","2544JD","income_7_10"
19450,1,"BU05183387","single","2544ME","income_5_10"
19451,1,"BU05183387","single","2544GH","income_9_10"
19452,1,"BU05183387","single","2544JJ","income_7_10"
19453,1,"BU05183387","single","2544MK","income_8_10"
19454,1,"BU05183387","single","2544CB","income_4_10"
19455,1,"BU05183387","single","2544HG","income_1_10"
19456,1,"BU05183387","single","2544GB","income_8_10"
19457,1,"BU05183387","single","2542JD","income_1_10"
19458,1,"BU05183387","single","2544JC","income_4_10"
19459,1,"BU05183387","single","2544KD","income_10_10"
19460,1,"BU05183387","single","2544CR","income_6_10"
19461,1,"BU05183387","single","2544JT","income_9_10"
19462,1,"BU05183387","single","2544XK","income_1_10"
19463,1,"BU05183387","single","2544KA","income_5_10"
19464,1,"BU05183387","single","2544JK","income_4_10"
19465,1,"BU05183387","single","2544CM","income_1_10"
19466,1,"BU05183387","single","2544JC","income_9_10"
19467,1,"BU05183387","single","2544GH","income_2_10"
19468,1,"BU05183387","single","2544HC","income_1_10"
19469,1,"BU05183387","single","2544VP","income_8_10"
19470,1,"BU05183387","single","2544XR","income_8_10"
19471,1,"BU05183387","single","2544CS","income_5_10"
19472,1,"BU05183387","single","2544CC","income_5_10"
19473,1,"BU05183387","single","2544VL","income_2_10"
19474,1,"BU05183387","single","2544ME","income_3_10"
19475,1,"BU05183387","single","2544RV","income_2_10"
19476,1,"BU05183387","single","2544SK","income_2_10"
19477,1,"BU05183387","single","2545AP","income_3_10"
19478,1,"BU05183387","single","2544GE","income_10_10"
19479,1,"BU05183387","single","2544KD","income_3_10"
19480,1,"BU05183387","single","2544CT","income_3_10"
19481,1,"BU05183387","single","2544VJ","income_1_10"
19482,1,"BU05183387","single","2544WX","income_3_10"
19483,1,"BU05183387","single","2544TN","income_2_10"
19484,1,"BU05183387","single","2544JM","income_6_10"
19485,1,"BU05183387","single","2544SV","income_1_10"
19486,1,"BU05183387","single","2544WB","income_1_10"
19487,1,"BU05183387","single","2544VT","income_1_10"
