"ID";"WijkenEnBuurten";"SoortRegio_2";"Codering_3";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"WestersTotaal_17";"NietWestersTotaal_18";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66"
"1193";"BU03634405";"Buurt     ";"BU03634405";"     260";"     140";"     115";"      10";"     100";"      80";"      55";"      20";"     120";"      35";"     195";"     165";"      10";"      15";"     1.3";"       .";"       .";"       ."
"1194";"WK036345  ";"Wijk      ";"WK036345  ";"    3985";"    1900";"    2080";"     375";"     450";"    1835";"     905";"     425";"    1090";"     790";"    2535";"    1545";"     625";"     365";"     1.6";"       .";"       .";"       ."
"1195";"BU03634500";"Buurt     ";"BU03634500";"    2430";"    1175";"    1255";"     215";"     285";"    1200";"     545";"     200";"     710";"     385";"    1550";"     925";"     425";"     195";"     1.6";"       .";"       .";"       ."
"1196";"BU03634501";"Buurt     ";"BU03634501";"    1550";"     725";"     825";"     165";"     165";"     640";"     365";"     230";"     380";"     405";"     985";"     615";"     195";"     170";"     1.6";"       .";"       .";"       ."
"1197";"WK036346  ";"Wijk      ";"WK036346  ";"    5565";"    2735";"    2830";"     985";"     670";"    1590";"    1585";"     755";"    1840";"     715";"    2670";"    1160";"     655";"     845";"     2.1";"       .";"       .";"       ."
"1198";"BU03634600";"Buurt     ";"BU03634600";"    1425";"     710";"     710";"     290";"     185";"     315";"     460";"     185";"     545";"     145";"     635";"     255";"     135";"     245";"     2.2";"       .";"       .";"       ."
"1199";"BU03634601";"Buurt     ";"BU03634601";"    2580";"    1245";"    1330";"     470";"     260";"     830";"     665";"     360";"     800";"     405";"    1245";"     530";"     320";"     390";"     2.1";"       .";"       .";"       ."
"1200";"BU03634602";"Buurt     ";"BU03634602";"    1560";"     770";"     785";"     225";"     225";"     450";"     460";"     210";"     495";"     165";"     785";"     375";"     200";"     210";"     2.0";"       .";"       .";"       ."
"1201";"BU03634603";"Buurt     ";"BU03634603";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"       .";"       ."
"1202";"WK036347  ";"Wijk      ";"WK036347  ";"   12530";"    6135";"    6390";"    1745";"    1315";"    3775";"    3230";"    2480";"    3940";"    1375";"    6785";"    3495";"    1750";"    1535";"     1.8";"       .";"       .";"       ."
"1203";"BU03634700";"Buurt     ";"BU03634700";"    1500";"     745";"     755";"     225";"     160";"     460";"     410";"     260";"     525";"     185";"     780";"     380";"     200";"     200";"     1.9";"       .";"       .";"       ."
"1204";"BU03634701";"Buurt     ";"BU03634701";"     785";"     395";"     385";"      90";"      75";"     280";"     215";"     140";"     300";"     115";"     445";"     245";"     125";"      75";"     1.7";"       .";"       .";"       ."
"1205";"BU03634702";"Buurt     ";"BU03634702";"    1830";"     930";"     900";"     295";"     205";"     520";"     510";"     310";"     595";"     210";"     965";"     510";"     210";"     240";"     1.9";"       .";"       .";"       ."
"1206";"BU03634703";"Buurt     ";"BU03634703";"    2870";"    1420";"    1450";"     490";"     345";"     780";"     820";"     445";"     990";"     295";"    1430";"     660";"     365";"     400";"     2.0";"       .";"       .";"       ."
"1207";"BU03634704";"Buurt     ";"BU03634704";"     785";"     370";"     410";"     110";"     115";"     135";"     230";"     205";"     205";"      60";"     370";"     160";"     100";"     110";"     2.1";"       .";"       .";"       ."
"1208";"BU03634705";"Buurt     ";"BU03634705";"    2005";"     965";"    1040";"     295";"     205";"     685";"     470";"     365";"     640";"     225";"    1065";"     510";"     300";"     250";"     1.9";"       .";"       .";"       ."
"1209";"BU03634706";"Buurt     ";"BU03634706";"    1370";"     635";"     735";"     110";"      85";"     250";"     285";"     650";"     255";"     105";"     865";"     525";"     220";"     115";"     1.6";"       .";"       .";"       ."
"1210";"BU03634707";"Buurt     ";"BU03634707";"       5";"       5";"       0";"       5";"       0";"       0";"       5";"       5";"       5";"       0";"       5";"       0";"       0";"       0";"     1.6";"       .";"       .";"       ."
"1211";"BU03634708";"Buurt     ";"BU03634708";"       5";"       0";"       0";"       0";"       5";"       5";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"     2.5";"       .";"       .";"       ."
"1212";"BU03634709";"Buurt     ";"BU03634709";"    1360";"     655";"     700";"     135";"     135";"     680";"     305";"     115";"     430";"     195";"     845";"     490";"     220";"     135";"     1.6";"       .";"       .";"       ."
"1213";"WK036348  ";"Wijk      ";"WK036348  ";"   11865";"    5615";"    6245";"    1550";"    1075";"    4560";"    2875";"    1815";"    2760";"    2810";"    6790";"    3630";"    1575";"    1580";"     1.7";"       .";"       .";"       ."
"1214";"BU03634800";"Buurt     ";"BU03634800";"    1110";"     530";"     575";"     105";"     105";"     395";"     285";"     230";"     190";"     355";"     680";"     410";"     150";"     115";"     1.6";"       .";"       .";"       ."
"1215";"BU03634801";"Buurt     ";"BU03634801";"    1470";"     695";"     770";"     160";"     165";"     450";"     430";"     275";"     275";"     390";"     880";"     510";"     165";"     200";"     1.7";"       .";"       .";"       ."
"1216";"BU03634802";"Buurt     ";"BU03634802";"    2390";"    1135";"    1255";"     220";"     215";"     900";"     665";"     400";"     460";"     840";"    1535";"     980";"     270";"     280";"     1.6";"       .";"       .";"       ."
"1217";"BU03634803";"Buurt     ";"BU03634803";"    2340";"    1125";"    1215";"     455";"     160";"     875";"     510";"     355";"     700";"     565";"    1155";"     480";"     280";"     390";"     2.0";"       .";"       .";"       ."
"1218";"BU03634804";"Buurt     ";"BU03634804";"     375";"     180";"     190";"      80";"      50";"      60";"     140";"      50";"      60";"      15";"     160";"      55";"      30";"      70";"     2.3";"       .";"       .";"       ."
"1219";"BU03634805";"Buurt     ";"BU03634805";"    4175";"    1940";"    2230";"     545";"     390";"    1890";"     855";"     510";"    1080";"     650";"    2370";"    1190";"     660";"     515";"     1.8";"       .";"       .";"       ."
"1220";"WK036349  ";"Wijk      ";"WK036349  ";"    8500";"    4080";"    4415";"    1640";"     895";"    2085";"    2340";"    1550";"    2735";"     955";"    3935";"    1620";"     940";"    1370";"     2.2";"       .";"       .";"       ."
"1221";"BU03634900";"Buurt     ";"BU03634900";"     805";"     390";"     415";"     170";"     105";"     165";"     240";"     130";"     210";"      75";"     325";"     115";"      80";"     130";"     2.5";"       .";"       .";"       ."
"1222";"BU03634901";"Buurt     ";"BU03634901";"    1215";"     580";"     635";"     220";"     155";"     265";"     350";"     230";"     360";"     140";"     560";"     240";"     125";"     190";"     2.2";"       .";"       .";"       ."
"1223";"BU03634902";"Buurt     ";"BU03634902";"      80";"      40";"      40";"      20";"      15";"       5";"      40";"      10";"      15";"       5";"      30";"       5";"       5";"      15";"     2.7";"       .";"       .";"       ."
"1224";"BU03634903";"Buurt     ";"BU03634903";"    1365";"     670";"     695";"     295";"     135";"     285";"     415";"     250";"     460";"     160";"     600";"     220";"     135";"     240";"     2.3";"       .";"       .";"       ."
"1225";"BU03634904";"Buurt     ";"BU03634904";"    2390";"    1125";"    1260";"     460";"     280";"     580";"     640";"     445";"     820";"     285";"    1105";"     460";"     255";"     390";"     2.2";"       .";"       .";"       ."
"1226";"BU03634905";"Buurt     ";"BU03634905";"    2630";"    1270";"    1360";"     480";"     210";"     795";"     665";"     495";"     875";"     300";"    1305";"     575";"     330";"     395";"     2.0";"       .";"       .";"       ."
"1227";"WK036350  ";"Wijk      ";"WK036350  ";"      70";"      35";"      35";"      30";"       5";"      25";"      20";"       0";"      10";"      15";"      20";"       5";"       0";"      15";"     3.1";"       .";"       .";"       ."
"1228";"BU03635000";"Buurt     ";"BU03635000";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"       .";"       ."
"1229";"BU03635001";"Buurt     ";"BU03635001";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"       .";"       ."
"1230";"BU03635003";"Buurt     ";"BU03635003";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"       .";"       ."
"1231";"BU03635005";"Buurt     ";"BU03635005";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"       .";"       ."
"1232";"BU03635006";"Buurt     ";"BU03635006";"      70";"      35";"      35";"      30";"       5";"      25";"      20";"       0";"      10";"      15";"      20";"       5";"       0";"      15";"     3.1";"       .";"       .";"       ."
"1233";"WK036351  ";"Wijk      ";"WK036351  ";"    8155";"    3965";"    4185";"    2305";"     980";"    2485";"    2055";"     340";"    1400";"    3160";"    3135";"    1010";"     485";"    1640";"     2.6";"       .";"       .";"       ."
"1234";"BU03635100";"Buurt     ";"BU03635100";"     340";"     165";"     175";"     120";"      45";"      50";"     130";"       5";"      55";"      40";"      95";"       5";"      10";"      75";"     3.5";"       .";"       .";"       ."
"1235";"BU03635101";"Buurt     ";"BU03635101";"    6030";"    2970";"    3060";"    1820";"     720";"    1755";"    1540";"     205";"    1065";"    2150";"    2205";"     635";"     310";"    1255";"     2.7";"       .";"       .";"       ."
"1236";"BU03635102";"Buurt     ";"BU03635102";"    1780";"     830";"     945";"     370";"     215";"     685";"     385";"     135";"     280";"     975";"     830";"     360";"     160";"     305";"     2.1";"       .";"       .";"       ."
"1237";"WK036352  ";"Wijk      ";"WK036352  ";"   14835";"    6930";"    7905";"    2060";"    1370";"    6090";"    3050";"    2280";"    3545";"    1955";"    8185";"    4150";"    2165";"    1865";"     1.8";"       .";"       .";"       ."
"1238";"BU03635200";"Buurt     ";"BU03635200";"    2945";"    1355";"    1590";"     430";"     275";"    1165";"     665";"     425";"     775";"     325";"    1585";"     745";"     430";"     405";"     1.9";"       .";"       .";"       ."
"1239";"BU03635201";"Buurt     ";"BU03635201";"    4285";"    2020";"    2260";"     605";"     430";"    1690";"     920";"     650";"     995";"     570";"    2405";"    1240";"     595";"     565";"     1.8";"       .";"       .";"       ."
"1240";"BU03635202";"Buurt     ";"BU03635202";"    3095";"    1415";"    1675";"     455";"     290";"    1290";"     590";"     475";"     770";"     345";"    1660";"     795";"     475";"     385";"     1.9";"       .";"       .";"       ."
"1241";"BU03635203";"Buurt     ";"BU03635203";"    2325";"    1055";"    1270";"     310";"     265";"    1005";"     465";"     285";"     535";"     330";"    1300";"     660";"     350";"     285";"     1.8";"       .";"       .";"       ."
"1242";"BU03635206";"Buurt     ";"BU03635206";"    1495";"     725";"     765";"     175";"      85";"     520";"     335";"     395";"     265";"     275";"     875";"     570";"     150";"     150";"     1.6";"       .";"       .";"       ."
"1243";"BU03635207";"Buurt     ";"BU03635207";"     680";"     350";"     330";"      90";"      35";"     425";"      80";"      60";"     215";"     120";"     350";"     125";"     150";"      70";"     1.9";"       .";"       .";"       ."
"1244";"WK036353  ";"Wijk      ";"WK036353  ";"    5220";"    2500";"    2720";"     545";"     575";"    2240";"    1150";"     730";"    1080";"    1145";"    3225";"    1890";"     780";"     565";"     1.6";"       .";"       .";"       ."
"1245";"BU03635300";"Buurt     ";"BU03635300";"    2350";"    1130";"    1220";"     235";"     210";"    1005";"     545";"     370";"     480";"     490";"    1490";"     905";"     355";"     240";"     1.6";"       .";"       .";"       ."
"1246";"BU03635301";"Buurt     ";"BU03635301";"    2870";"    1370";"    1500";"     310";"     365";"    1240";"     605";"     360";"     600";"     655";"    1730";"     985";"     425";"     325";"     1.7";"       .";"       .";"       ."
"1247";"WK036354  ";"Wijk      ";"WK036354  ";"    9080";"    4270";"    4810";"     935";"     980";"    3770";"    2070";"    1340";"    1735";"    1910";"    5650";"    3315";"    1370";"     970";"     1.6";"       .";"       .";"       ."
"1248";"BU03635400";"Buurt     ";"BU03635400";"    2485";"    1170";"    1310";"     235";"     265";"    1055";"     575";"     365";"     500";"     575";"    1580";"     945";"     385";"     260";"     1.6";"       .";"       .";"       ."
"1249";"BU03635401";"Buurt     ";"BU03635401";"    2685";"    1260";"    1425";"     280";"     350";"    1170";"     560";"     335";"     515";"     415";"    1640";"     935";"     425";"     290";"     1.6";"       .";"       .";"       ."
"1250";"BU03635402";"Buurt     ";"BU03635402";"    2190";"    1005";"    1185";"     230";"     225";"    1035";"     435";"     280";"     445";"     305";"    1325";"     710";"     405";"     215";"     1.7";"       .";"       .";"       ."
"1251";"BU03635403";"Buurt     ";"BU03635403";"    1670";"     810";"     860";"     190";"     145";"     505";"     490";"     355";"     270";"     615";"    1075";"     715";"     160";"     210";"     1.6";"       .";"       .";"       ."
"1252";"BU03635404";"Buurt     ";"BU03635404";"      45";"      25";"      20";"      10";"       5";"      10";"      15";"      10";"      10";"       5";"      25";"      15";"      10";"       5";"     1.8";"       .";"       .";"       ."
"1253";"WK036355  ";"Wijk      ";"WK036355  ";"   11890";"    5965";"    5920";"    1525";"    1525";"    4525";"    2600";"    1730";"    2195";"    3435";"    6685";"    4045";"    1330";"    1320";"     1.7";"       .";"       .";"       ."
"1254";"BU03635501";"Buurt     ";"BU03635501";"    2765";"    1460";"    1305";"     225";"     700";"    1510";"     280";"      65";"     625";"    1030";"    1760";"    1395";"     260";"     110";"     1.3";"       .";"       .";"       ."
"1255";"BU03635502";"Buurt     ";"BU03635502";"    1030";"     525";"     505";"      95";"      55";"     580";"     180";"     135";"     270";"     180";"     600";"     285";"     235";"      85";"     1.7";"       .";"       .";"       ."
"1256";"BU03635503";"Buurt     ";"BU03635503";"    2105";"    1060";"    1045";"     340";"     230";"     735";"     525";"     290";"     415";"     400";"    1055";"     495";"     255";"     315";"     2.0";"       .";"       .";"       ."
"1257";"BU03635504";"Buurt     ";"BU03635504";"      10";"       5";"       5";"       5";"       5";"       5";"       5";"       5";"       0";"       0";"       5";"      10";"       5";"       5";"     1.6";"       .";"       .";"       ."
"1258";"BU03635505";"Buurt     ";"BU03635505";"     830";"     360";"     470";"     125";"      80";"     195";"     245";"     200";"     100";"     365";"     485";"     270";"      80";"     145";"     1.7";"       .";"       .";"       ."
"1259";"BU03635506";"Buurt     ";"BU03635506";"    1815";"     855";"     960";"     275";"     200";"     380";"     545";"     425";"     245";"     365";"     890";"     440";"     195";"     265";"     1.9";"       .";"       .";"       ."
"1260";"BU03635507";"Buurt     ";"BU03635507";"    2735";"    1395";"    1340";"     385";"     180";"     940";"     690";"     550";"     450";"     770";"    1575";"    1005";"     255";"     320";"     1.6";"       .";"       .";"       ."
"1261";"BU03635508";"Buurt     ";"BU03635508";"     580";"     295";"     280";"      85";"      90";"     195";"     140";"      75";"      90";"     330";"     305";"     165";"      60";"      85";"     1.9";"       .";"       .";"       ."
"1262";"WK036356  ";"Wijk      ";"WK036356  ";"   15535";"    7445";"    8085";"    2350";"    2920";"    4775";"    3635";"    1860";"    3385";"    2465";"    8365";"    4405";"    1865";"    2105";"     1.9";"       .";"       .";"       ."
"1263";"BU03635600";"Buurt     ";"BU03635600";"    2640";"    1300";"    1335";"     455";"     290";"     870";"     655";"     385";"     555";"     255";"    1325";"     610";"     340";"     385";"     2.0";"       .";"       .";"       ."
"1264";"BU03635601";"Buurt     ";"BU03635601";"    2885";"    1350";"    1535";"     540";"     350";"     775";"     825";"     410";"     525";"     330";"    1290";"     480";"     325";"     495";"     2.2";"       .";"       .";"       ."
"1265";"BU03635602";"Buurt     ";"BU03635602";"    4980";"    2365";"    2615";"     950";"     610";"    1610";"    1225";"     595";"     975";"     565";"    2415";"    1030";"     595";"     800";"     2.1";"       .";"       .";"       ."
"1266";"BU03635603";"Buurt     ";"BU03635603";"     295";"     130";"     165";"      30";"      10";"      50";"      70";"     145";"      50";"      15";"     180";"     105";"      50";"      30";"     1.6";"       .";"       .";"       ."
"1267";"BU03635604";"Buurt     ";"BU03635604";"     250";"     165";"      80";"       5";"     155";"      95";"       5";"       0";"      20";"     175";"     240";"     235";"       5";"       5";"     1.0";"       .";"       .";"       ."
"1268";"BU03635605";"Buurt     ";"BU03635605";"    1565";"     750";"     815";"     200";"     200";"     310";"     590";"     270";"     250";"     395";"     710";"     250";"     210";"     250";"     2.2";"       .";"       .";"       ."
"1269";"BU03635606";"Buurt     ";"BU03635606";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"       .";"       ."
"1270";"BU03635607";"Buurt     ";"BU03635607";"    2620";"    1210";"    1410";"     170";"    1175";"     960";"     270";"      55";"     985";"     580";"    1930";"    1455";"     340";"     145";"     1.4";"       .";"       .";"       ."
"1271";"BU03635608";"Buurt     ";"BU03635608";"     285";"     160";"     120";"      10";"     145";"     120";"      15";"      10";"      35";"     165";"     260";"     250";"      10";"      10";"     1.1";"       .";"       .";"       ."
"1272";"WK036357  ";"Wijk      ";"WK036357  ";"    3135";"    1460";"    1675";"     395";"     265";"     845";"     880";"     760";"     405";"     810";"    1870";"    1070";"     390";"     415";"     1.7";"       .";"       .";"       ."
"1273";"BU03635700";"Buurt     ";"BU03635700";"    3130";"    1455";"    1670";"     395";"     265";"     840";"     875";"     760";"     405";"     805";"    1870";"    1070";"     390";"     415";"     1.7";"       .";"       .";"       ."
"1274";"BU03635701";"Buurt     ";"BU03635701";"       5";"       0";"       0";"       0";"       5";"       5";"       5";"       0";"       0";"       5";"       0";"       5";"       0";"       5";"     2.0";"       .";"       .";"       ."
"1275";"BU03635702";"Buurt     ";"BU03635702";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"       .";"       ."
"1276";"WK036358  ";"Wijk      ";"WK036358  ";"    5250";"    2735";"    2515";"     420";"     790";"    3130";"     655";"     265";"    1325";"    1020";"    3375";"    2145";"     885";"     355";"     1.5";"       .";"       .";"       ."
"1277";"BU03635801";"Buurt     ";"BU03635801";"     855";"     470";"     385";"      65";"     100";"     565";"     105";"      25";"     210";"     200";"     460";"     255";"     155";"      55";"     1.6";"       .";"       .";"       ."
"1278";"BU03635804";"Buurt     ";"BU03635804";"      80";"      40";"      35";"      15";"      10";"      20";"      30";"      20";"      15";"       5";"      35";"      15";"      15";"      15";"     2.2";"       .";"       .";"       ."
"1279";"BU03635805";"Buurt     ";"BU03635805";"      45";"      30";"      15";"       5";"       5";"      20";"      20";"       5";"       5";"       5";"       5";"       0";"       5";"       5";"     2.9";"       .";"       .";"       ."
"1280";"BU03635806";"Buurt     ";"BU03635806";"    2640";"    1340";"    1295";"     270";"     375";"    1645";"     310";"      55";"     570";"     460";"    1725";"    1110";"     415";"     210";"     1.5";"       .";"       .";"       ."
"1281";"BU03635807";"Buurt     ";"BU03635807";"     715";"     370";"     340";"      65";"      45";"     305";"     170";"     140";"     260";"     150";"     415";"     200";"     155";"      65";"     1.7";"       .";"       .";"       ."
"1282";"BU03635808";"Buurt     ";"BU03635808";"      25";"      10";"      15";"       0";"       5";"      10";"      10";"      15";"      10";"       0";"      15";"      15";"       5";"       5";"     1.5";"       .";"       .";"       ."
"1283";"BU03635809";"Buurt     ";"BU03635809";"     875";"     460";"     415";"      10";"     255";"     580";"      25";"      20";"     255";"     205";"     710";"     560";"     145";"      10";"     1.2";"       .";"       .";"       ."
"1284";"WK036359  ";"Wijk      ";"WK036359  ";"    1380";"     640";"     735";"     275";"     130";"     325";"     350";"     305";"     435";"     205";"     650";"     290";"     165";"     205";"     2.1";"       .";"       .";"       ."
"1285";"BU03635900";"Buurt     ";"BU03635900";"    1380";"     640";"     735";"     275";"     130";"     325";"     350";"     305";"     435";"     205";"     650";"     290";"     165";"     205";"     2.1";"       .";"       .";"       ."
"1286";"BU03635901";"Buurt     ";"BU03635901";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"       .";"       ."
"1287";"WK036360  ";"Wijk      ";"WK036360  ";"    9440";"    4660";"    4780";"    1585";"     965";"    3065";"    2600";"    1235";"    1220";"    3860";"    4920";"    2455";"     900";"    1570";"     1.9";"       .";"       .";"       ."
"1288";"BU03636000";"Buurt     ";"BU03636000";"    4620";"    2290";"    2325";"     760";"     545";"    1620";"    1265";"     440";"     620";"    2240";"    2465";"    1330";"     405";"     735";"     1.9";"       .";"       .";"       ."
"1289";"BU03636001";"Buurt     ";"BU03636001";"    2415";"    1170";"    1240";"     455";"     245";"     715";"     640";"     370";"     290";"     980";"    1210";"     580";"     210";"     430";"     2.0";"       .";"       .";"       ."
"1290";"BU03636002";"Buurt     ";"BU03636002";"    2405";"    1195";"    1205";"     375";"     180";"     740";"     695";"     430";"     315";"     640";"    1240";"     550";"     285";"     410";"     1.9";"       .";"       .";"       ."
"1291";"WK036361  ";"Wijk      ";"WK036361  ";"    8135";"    4110";"    4020";"    1205";"     895";"    2775";"    2235";"    1035";"    1260";"    3535";"    4395";"    2395";"     855";"    1155";"     1.8";"       .";"       .";"       ."
"1292";"BU03636100";"Buurt     ";"BU03636100";"    2430";"    1270";"    1155";"     290";"     225";"     770";"     765";"     385";"     370";"    1095";"    1435";"     865";"     295";"     285";"     1.7";"       .";"       .";"       ."
"1293";"BU03636101";"Buurt     ";"BU03636101";"    4250";"    2115";"    2130";"     680";"     530";"    1480";"    1075";"     495";"     670";"    1985";"    2175";"    1120";"     420";"     645";"     1.9";"       .";"       .";"       ."
"1294";"BU03636102";"Buurt     ";"BU03636102";"    1275";"     625";"     650";"     205";"     120";"     500";"     320";"     145";"     195";"     445";"     705";"     385";"     130";"     200";"     1.8";"       .";"       .";"       ."
"1295";"BU03636103";"Buurt     ";"BU03636103";"     175";"      95";"      80";"      35";"      30";"      35";"      80";"      15";"      35";"      15";"      70";"      30";"      15";"      35";"     2.5";"       .";"       .";"       ."
"1296";"WK036362  ";"Wijk      ";"WK036362  ";"    3485";"    1595";"    1890";"     550";"     295";"     790";"    1050";"     810";"     400";"     520";"    1820";"     835";"     425";"     570";"     1.9";"       .";"       .";"       ."
"1297";"BU03636200";"Buurt     ";"BU03636200";"    1040";"     475";"     560";"     135";"      90";"     230";"     295";"     300";"     140";"     185";"     535";"     220";"     165";"     155";"     1.9";"       .";"       .";"       ."
"1298";"BU03636201";"Buurt     ";"BU03636201";"    2440";"    1115";"    1325";"     415";"     205";"     565";"     755";"     515";"     260";"     340";"    1285";"     620";"     260";"     415";"     1.9";"       .";"       .";"       ."
"1299";"WK036363  ";"Wijk      ";"WK036363  ";"    1895";"     910";"     980";"     295";"     195";"     505";"     550";"     360";"     225";"     420";"     925";"     390";"     215";"     330";"     2.0";"       .";"       .";"       ."
"1300";"BU03636300";"Buurt     ";"BU03636300";"    1895";"     910";"     980";"     295";"     195";"     505";"     550";"     360";"     225";"     420";"     925";"     390";"     215";"     330";"     2.0";"       .";"       .";"       ."
"1301";"WK036364  ";"Wijk      ";"WK036364  ";"    1665";"     820";"     840";"     355";"     190";"     330";"     525";"     275";"     260";"      70";"     645";"     160";"     200";"     295";"     2.6";"       .";"       .";"       ."
"1302";"BU03636400";"Buurt     ";"BU03636400";"     140";"      70";"      70";"      35";"      20";"      25";"      40";"      35";"      20";"       5";"      55";"      15";"      15";"      30";"     2.6";"       .";"       .";"       ."
"1303";"BU03636401";"Buurt     ";"BU03636401";"     115";"      55";"      60";"      15";"      10";"      25";"      40";"      35";"      15";"      10";"      50";"      15";"      25";"      20";"     2.3";"       .";"       .";"       ."
"1304";"BU03636402";"Buurt     ";"BU03636402";"    1035";"     510";"     520";"     220";"     120";"     205";"     345";"     165";"     165";"      45";"     410";"     105";"     130";"     180";"     2.5";"       .";"       .";"       ."
"1305";"BU03636403";"Buurt     ";"BU03636403";"     360";"     175";"     180";"      95";"      45";"      85";"     105";"      50";"      65";"      15";"     125";"      30";"      30";"      75";"     2.8";"       .";"       .";"       ."
"1306";"BU03636404";"Buurt     ";"BU03636404";"       5";"       0";"       0";"       0";"       5";"       0";"       5";"       5";"       5";"       0";"       0";"       0";"       5";"       5";"     3.0";"       .";"       .";"       ."
"1307";"WK036365  ";"Wijk      ";"WK036365  ";"   12010";"    5780";"    6225";"    2220";"    1130";"    3485";"    3175";"    2010";"    1470";"    3460";"    5670";"    2410";"    1240";"    2030";"     2.1";"       .";"       .";"       ."
"1308";"BU03636500";"Buurt     ";"BU03636500";"    1135";"     525";"     610";"     160";"      90";"     225";"     295";"     375";"     125";"     235";"     540";"     240";"     150";"     155";"     2.0";"       .";"       .";"       ."
"1309";"BU03636501";"Buurt     ";"BU03636501";"    4185";"    1915";"    2265";"     690";"     375";"    1140";"    1180";"     805";"     515";"     810";"    2045";"     830";"     485";"     740";"     2.0";"       .";"       .";"       ."
"1310";"BU03636502";"Buurt     ";"BU03636502";"    4070";"    2035";"    2035";"     570";"     370";"    1230";"    1155";"     755";"     560";"    1415";"    2195";"    1155";"     475";"     575";"     1.8";"       .";"       .";"       ."
"1311";"BU03636503";"Buurt     ";"BU03636503";"    2615";"    1300";"    1310";"     805";"     300";"     900";"     545";"      80";"     275";"    1005";"     885";"     190";"     135";"     565";"     3.0";"       .";"       .";"       ."
"1312";"WK036366  ";"Wijk      ";"WK036366  ";"    8855";"    4350";"    4500";"    1525";"    1115";"    2280";"    2595";"    1350";"    1120";"    2970";"    4025";"    1565";"     930";"    1535";"     2.2";"       .";"       .";"       ."
"1313";"BU03636601";"Buurt     ";"BU03636601";"     400";"     200";"     195";"      70";"      35";"     100";"     140";"      65";"      55";"      20";"     175";"      55";"      60";"      70";"     2.2";"       .";"       .";"       ."
"1314";"BU03636602";"Buurt     ";"BU03636602";"    1375";"     670";"     700";"     230";"     180";"     360";"     455";"     165";"     190";"     420";"     580";"     180";"     150";"     255";"     2.4";"       .";"       .";"       ."
"1315";"BU03636603";"Buurt     ";"BU03636603";"    2465";"    1240";"    1225";"     400";"     330";"     540";"     860";"     355";"     305";"     520";"    1005";"     255";"     305";"     450";"     2.5";"       .";"       .";"       ."
"1316";"BU03636604";"Buurt     ";"BU03636604";"     135";"      70";"      60";"      15";"      15";"      15";"      60";"      40";"      15";"       5";"      60";"      20";"      30";"      20";"     2.1";"       .";"       .";"       ."
"1317";"BU03636605";"Buurt     ";"BU03636605";"    3125";"    1485";"    1635";"     645";"     430";"     825";"     665";"     570";"     370";"    1625";"    1505";"     745";"     245";"     520";"     2.1";"       .";"       .";"       ."
"1318";"BU03636606";"Buurt     ";"BU03636606";"    1345";"     675";"     670";"     180";"     140";"     450";"     430";"     165";"     185";"     385";"     685";"     320";"     155";"     220";"     1.9";"       .";"       .";"       ."
"1319";"WK036367  ";"Wijk      ";"WK036367  ";"    3505";"    1670";"    1835";"     760";"     355";"     835";"    1015";"     560";"     400";"     635";"    1395";"     350";"     375";"     675";"     2.5";"       .";"       .";"       ."
"1320";"BU03636700";"Buurt     ";"BU03636700";"    2420";"    1155";"    1265";"     590";"     225";"     610";"     675";"     325";"     295";"     350";"     945";"     235";"     240";"     480";"     2.6";"       .";"       .";"       ."
"1321";"BU03636701";"Buurt     ";"BU03636701";"    1085";"     515";"     570";"     170";"     130";"     225";"     340";"     235";"     105";"     290";"     450";"     120";"     140";"     200";"     2.4";"       .";"       .";"       ."
"1322";"WK036368  ";"Wijk      ";"WK036368  ";"   13560";"    6620";"    6940";"    2850";"    1835";"    4165";"    3145";"    1575";"    1675";"    7870";"    6090";"    2670";"    1175";"    2255";"     2.2";"       .";"       .";"       ."
