"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Ongehuwd_13";"Gehuwd_14";"Gescheiden_15";"Verweduwd_16";"WestersTotaal_17";"NietWestersTotaal_18";"Marokko_19";"NederlandseAntillenEnAruba_20";"Suriname_21";"Turkije_22";"OverigNietWesters_23";"GeboorteTotaal_24";"GeboorteRelatief_25";"SterfteTotaal_26";"SterfteRelatief_27";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"Bevolkingsdichtheid_33";"Woningvoorraad_34";"GemiddeldeWoningwaarde_35";"PercentageEengezinswoning_36";"PercentageMeergezinswoning_37";"PercentageBewoond_38";"PercentageOnbewoond_39";"Koopwoningen_40";"HuurwoningenTotaal_41";"InBezitWoningcorporatie_42";"InBezitOverigeVerhuurders_43";"EigendomOnbekend_44";"BouwjaarVoor2000_45";"BouwjaarVanaf2000_46";"GemiddeldElektriciteitsverbruikTotaal_47";"Appartement_48";"Tussenwoning_49";"Hoekwoning_50";"TweeOnderEenKapWoning_51";"VrijstaandeWoning_52";"Huurwoning_53";"EigenWoning_54";"GemiddeldAardgasverbruikTotaal_55";"Appartement_56";"Tussenwoning_57";"Hoekwoning_58";"TweeOnderEenKapWoning_59";"VrijstaandeWoning_60";"Huurwoning_61";"EigenWoning_62";"PercentageWoningenMetStadsverwarming_63";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66";"Nettoarbeidsparticipatie_67";"PercentageWerknemers_68";"PercentageZelfstandigen_69";"AantalInkomensontvangers_70";"GemiddeldInkomenPerInkomensontvanger_71";"GemiddeldInkomenPerInwoner_72";"k_40PersonenMetLaagsteInkomen_73";"k_20PersonenMetHoogsteInkomen_74";"GemGestandaardiseerdInkomenVanHuish_75";"k_40HuishoudensMetLaagsteInkomen_76";"k_20HuishoudensMetHoogsteInkomen_77";"HuishoudensMetEenLaagInkomen_78";"HuishOnderOfRondSociaalMinimum_79";"HuishoudensTot110VanSociaalMinimum_80";"HuishoudensTot120VanSociaalMinimum_81";"MediaanVermogenVanParticuliereHuish_82";"PersonenPerSoortUitkeringBijstand_83";"PersonenPerSoortUitkeringAO_84";"PersonenPerSoortUitkeringWW_85";"PersonenPerSoortUitkeringAOW_86";"JongerenMetJeugdzorgInNatura_87";"PercentageJongerenMetJeugdzorg_88";"WmoClienten_89";"WmoClientenRelatief_90";"BedrijfsvestigingenTotaal_91";"ALandbouwBosbouwEnVisserij_92";"BFNijverheidEnEnergie_93";"GIHandelEnHoreca_94";"HJVervoerInformatieEnCommunicatie_95";"KLFinancieleDienstenOnroerendGoed_96";"MNZakelijkeDienstverlening_97";"RUCultuurRecreatieOverigeDiensten_98";"PersonenautoSTotaal_99";"PersonenautoSBrandstofBenzine_100";"PersonenautoSOverigeBrandstof_101";"PersonenautoSPerHuishouden_102";"PersonenautoSNaarOppervlakte_103";"Motorfietsen_104";"AfstandTotHuisartsenpraktijk_105";"AfstandTotGroteSupermarkt_106";"AfstandTotKinderdagverblijf_107";"AfstandTotSchool_108";"ScholenBinnen3Km_109";"OppervlakteTotaal_110";"OppervlakteLand_111";"OppervlakteWater_112";"MeestVoorkomendePostcode_113";"Dekkingspercentage_114";"MateVanStedelijkheid_115";"Omgevingsadressendichtheid_116"
"1334";"BU03637200";"Amsterdam                               ";"Buurt     ";"BU03637200";"1";"     290";"     205";"      85";"      15";"      60";"     175";"      35";"      10";"     220";"      55";"      15";"       5";"     130";"      75";"       0";"       0";"      10";"       5";"      60";"       0";"       3";"       0";"       0";"     210";"     155";"      50";"      15";"     1.4";"     916";"     185";"     204";"       5";"      95";"      79";"      21";"      10";"      90";"       0";"      90";"       0";"      35";"      65";"    2030";"    1980";"       .";"       .";"       .";"       .";"    1950";"    2690";"     850";"     800";"       .";"       .";"       .";"       .";"     780";"    1550";"       .";"       .";"       .";"       .";"      77";"      81";"      19";"     300";"    32.8";"    29.6";"    39.6";"    22.4";"    24.9";"    62.5";"     6.0";"     9.3";"     6.6";"     8.6";"    11.3";"     2.0";"       0";"       0";"      10";"      10";"       .";"       .";"       .";"       .";"     430";"       0";"      30";"      85";"      85";"      35";"     145";"      55";"     235";"     145";"      95";"     1.1";"     746";"      10";"     0.6";"     0.1";"     0.3";"     0.5";"    13.9";"      50";"      32";"      18";"      1021";"       1";"       1";"    2581"
"1335";"BU03637201";"Amsterdam                               ";"Buurt     ";"BU03637201";"1";"      10";"       5";"       0";"       0";"       0";"       5";"       5";"       0";"      10";"       0";"       5";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      10";"      10";"       0";"       0";"     1.0";"      37";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     220";"       0";"      30";"      40";"      10";"      15";"      70";"      60";"      40";"      20";"      20";"       .";"       .";"       5";"     1.2";"     0.9";"     0.9";"     0.9";"    13.2";"      39";"      27";"      12";"      1022";"       1";"       2";"    2273"
"1336";"BU03637202";"Amsterdam                               ";"Buurt     ";"BU03637202";"1";"      25";"      10";"      10";"       5";"       0";"      10";"      10";"       5";"      15";"      15";"       0";"       0";"       0";"       5";"       0";"       5";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"      10";"       5";"      10";"       5";"     2.1";"     261";"       5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      65";"       0";"      10";"      10";"      10";"      15";"      15";"       5";"      30";"      20";"      10";"       .";"       .";"       0";"     1.2";"     1.4";"     0.9";"     1.3";"    10.4";"      22";"      10";"      12";"      1023";"       1";"       2";"    1522"
"1337";"WK036373  ";"Amsterdam                               ";"Wijk      ";"WK036373  ";"1";"    2310";"    1180";"    1130";"     425";"     235";"     425";"     780";"     455";"    1195";"     890";"     135";"      95";"     240";"      95";"       0";"       5";"      25";"      10";"      55";"      20";"      10";"       5";"       3";"     950";"     280";"     290";"     390";"     2.4";"      93";"     882";"     593";"      86";"      14";"      92";"       8";"      82";"      18";"       4";"      14";"       0";"      79";"      21";"    3610";"    3160";"    2860";"    3330";"    3180";"    4070";"    2990";"    3730";"    1740";"    1530";"    1190";"    1540";"    1540";"    2000";"    1490";"    1790";"       .";"     370";"     500";"     890";"      73";"      60";"      40";"    1800";"    45.2";"    36.0";"    34.7";"    32.9";"    48.8";"    23.9";"    41.1";"     5.7";"     5.3";"     6.1";"     7.1";"   480.8";"      10";"      70";"      30";"     410";"      65";"    10.3";"     135";"      58";"     475";"      40";"      45";"      55";"      55";"      45";"     155";"      85";"    1120";"     895";"     225";"     1.2";"      45";"     120";"     2.4";"     2.2";"     1.6";"     2.0";"     3.8";"    2775";"    2477";"     298";"         .";"       .";"       5";"     346"
"1338";"BU03637300";"Amsterdam                               ";"Buurt     ";"BU03637300";"1";"      70";"      35";"      30";"      15";"      10";"      15";"      30";"      10";"      50";"      15";"      10";"       5";"      10";"       5";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"      30";"      15";"      15";"      10";"     2.1";"     479";"      31";"       .";"     100";"       0";"     100";"       0";"      71";"      29";"       0";"      29";"       0";"      71";"      29";"    2950";"       .";"    2300";"       .";"       .";"    4630";"       .";"    2900";"    1290";"       .";"    1060";"       .";"       .";"    1670";"       .";"    1280";"       .";"      20";"      10";"      30";"       .";"       .";"       .";"     100";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0";"      10";"       .";"       .";"       .";"       .";"      10";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      30";"      20";"      10";"       .";"       .";"       5";"     0.3";"     0.7";"     1.7";"     2.1";"     6.4";"      25";"      15";"      10";"      1023";"       1";"       4";"     862"
"1339";"BU03637301";"Amsterdam                               ";"Buurt     ";"BU03637301";"1";"     605";"     295";"     305";"     135";"      45";"     120";"     210";"     100";"     350";"     215";"      35";"      15";"      80";"      35";"       0";"       5";"      10";"      10";"      10";"       5";"      10";"       0";"       2";"     250";"      75";"      80";"     105";"     2.4";"     917";"     181";"     608";"      97";"       3";"      96";"       4";"      88";"      12";"       6";"       6";"       0";"      84";"      16";"    3330";"       .";"    2820";"    3760";"    3150";"    3770";"    2740";"    3460";"    1660";"       .";"    1500";"    1800";"    1430";"    1940";"    1470";"    1680";"       .";"      40";"     140";"     270";"      80";"      63";"      37";"     500";"    52.9";"    41.1";"    31.8";"    38.6";"    49.0";"    23.4";"    43.7";"     4.4";"     4.8";"     5.6";"     6.5";"   314.2";"       0";"      10";"      10";"      90";"      20";"    11.6";"      20";"      33";"     115";"       0";"      10";"      15";"      10";"      10";"      50";"      20";"     260";"     205";"      55";"     1.0";"     393";"      30";"     0.3";"     0.5";"     1.5";"     1.9";"     7.6";"      68";"      66";"       2";"      1023";"       1";"       4";"     986"
"1340";"BU03637302";"Amsterdam                               ";"Buurt     ";"BU03637302";"1";"       5";"       0";"       0";"       0";"       5";"       0";"       5";"       5";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";"       5";"     3.0";"       .";"       2";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0";"       .";"       .";"       0";"";"";"";"       .";"       .";"      37";"      36";"       1";"      1026";"       3";"       5";"     343"
"1341";"BU03637303";"Amsterdam                               ";"Buurt     ";"BU03637303";"1";"     500";"     260";"     240";"     100";"      55";"      95";"     175";"      85";"     260";"     200";"      35";"      20";"      60";"      15";"       0";"       0";"       5";"       0";"      15";"       5";"      12";"       0";"       4";"     200";"      50";"      70";"      90";"     2.5";"     197";"     184";"       .";"      90";"      10";"      91";"       9";"      87";"      13";"       0";"      13";"       0";"      83";"      17";"    3620";"    3640";"       .";"       .";"    3340";"    3780";"    3050";"    3680";"    1900";"    1630";"       .";"       .";"    1980";"    1960";"    1700";"    1930";"       .";"      70";"      90";"     220";"      73";"      59";"      41";"     400";"    48.1";"    36.9";"    34.8";"    34.5";"    52.3";"    19.0";"    43.0";"     5.6";"     6.1";"     6.1";"     6.6";"   525.3";"       0";"      10";"      10";"      80";"      20";"    13.7";"      25";"      50";"     100";"       0";"      10";"      15";"      20";"       5";"      30";"      15";"     245";"     200";"      45";"     1.2";"      96";"      25";"     2.7";"     2.3";"     2.3";"     2.5";"     1.2";"     294";"     255";"      38";"      1026";"       1";"       5";"     101"
"1342";"BU03637304";"Amsterdam                               ";"Buurt     ";"BU03637304";"1";"      25";"      10";"      10";"       5";"      10";"       5";"      10";"       5";"      20";"      10";"       5";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";"       5";"     3.5";"      16";"      15";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"     400";"       5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"      10";"       0";"       .";"       .";"       0";"     1.9";"     1.4";"     0.8";"     1.4";"     4.3";"     160";"     155";"       4";"      1026";"       2";"       5";"      39"
"1343";"BU03637305";"Amsterdam                               ";"Buurt     ";"BU03637305";"1";"     310";"     150";"     155";"      60";"      35";"      45";"     100";"      75";"     155";"     120";"      20";"      20";"      30";"      10";"       0";"       0";"       5";"       0";"      10";"       0";"      10";"       0";"       0";"     130";"      45";"      35";"      55";"     2.4";"     175";"     136";"     604";"      85";"      15";"      88";"      12";"      83";"      15";"       0";"      15";"       1";"      85";"      15";"    3700";"    2300";"       .";"       .";"    2810";"    4330";"    2650";"    3910";"    1670";"    1060";"       .";"       .";"    1590";"    1900";"    1320";"    1720";"       .";"      50";"      50";"     120";"      69";"      63";"      37";"     200";"    43.0";"    34.5";"    35.1";"    31.5";"       .";"    19.4";"    40.3";"     2.4";"     2.4";"     2.4";"     3.2";"   616.5";"       0";"      10";"       0";"      70";"       .";"       .";"      10";"      32";"      55";"       5";"       5";"      10";"       5";"      10";"      15";"      10";"     180";"     150";"      30";"     1.4";"     102";"      15";"     3.0";"     2.5";"     0.3";"     0.3";"     1.0";"     227";"     177";"      50";"      1028";"       1";"       5";"      52"
"1344";"BU03637306";"Amsterdam                               ";"Buurt     ";"BU03637306";"1";"     280";"     145";"     135";"      45";"      30";"      45";"     105";"      60";"     130";"     125";"      20";"      20";"      20";"      10";"       0";"       0";"       0";"       0";"      10";"       0";"      14";"       0";"       4";"     110";"      30";"      30";"      55";"     2.5";"      36";"     120";"     592";"      88";"      13";"      89";"      11";"      90";"       8";"       0";"       8";"       2";"      73";"      27";"    3900";"    2970";"       .";"       .";"       .";"    3920";"    4390";"    3680";"    1910";"    1680";"       .";"       .";"       .";"    1960";"    2140";"    1880";"       .";"      50";"      80";"      90";"      75";"      53";"      47";"     200";"    40.1";"    32.3";"    36.0";"    33.8";"    45.4";"    24.1";"    45.5";"     8.1";"     7.2";"     8.1";"     8.1";"   688.2";"       0";"       0";"       0";"      50";"       .";"       .";"      15";"      54";"      75";"      15";"       5";"       5";"      10";"       5";"      20";"      15";"     145";"     105";"      40";"     1.3";"      18";"      15";"     5.7";"     5.6";"     3.3";"     3.2";"     0.3";"     928";"     784";"     144";"      1028";"       1";"       5";"      28"
"1345";"BU03637307";"Amsterdam                               ";"Buurt     ";"BU03637307";"1";"     480";"     250";"     225";"      75";"      55";"      95";"     140";"     120";"     230";"     205";"      25";"      25";"      35";"      15";"       0";"       0";"       5";"       0";"      15";"       0";"       6";"       0";"       8";"     195";"      60";"      65";"      75";"     2.4";"      56";"     211";"     568";"      73";"      27";"      91";"       9";"      72";"      28";"      11";"      18";"       0";"      69";"      31";"    3860";"    3580";"    3050";"    3460";"    3260";"    4760";"    2820";"    4190";"    1780";"    1640";"    1130";"    1480";"    1430";"    2370";"    1340";"    1840";"       .";"     110";"     100";"     130";"      69";"      60";"      40";"     400";"    39.7";"    32.5";"    36.4";"    26.1";"    37.3";"    27.6";"    36.7";"     5.7";"     5.2";"     7.3";"     9.8";"   451.5";"       0";"      30";"       0";"     110";"       .";"       .";"      50";"     104";"      95";"      15";"      10";"      10";"      10";"       5";"      30";"      10";"     235";"     190";"      45";"     1.2";"      28";"      25";"     2.6";"     2.2";"     1.1";"     2.2";"     4.9";"     886";"     850";"      36";"      1027";"       1";"       5";"      77"
"1346";"BU03637308";"Amsterdam                               ";"Buurt     ";"BU03637308";"1";"      15";"       5";"       5";"       0";"       0";"      10";"      10";"       5";"       5";"      10";"       5";"       5";"      10";"       5";"       0";"       0";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"      10";"      10";"       5";"       0";"     1.4";"      19";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       5";"       5";"       0";"       .";"       .";"       0";"     2.5";"     3.0";"     1.7";"     1.7";"     3.4";"     102";"      94";"       8";"      1027";"       2";"       4";"     822"
"1347";"BU03637309";"Amsterdam                               ";"Buurt     ";"BU03637309";"1";"       5";"       5";"       0";"       0";"       0";"       5";"       0";"       5";"      10";"       5";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";"      10";"       5";"       0";"     1.1";"       .";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      15";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"      10";"       5";"       .";"       .";"       5";"";"";"";"       .";"       .";"      48";"      45";"       3";"      1027";"       1";"       2";"    1762"
"1348";"WK036374  ";"Amsterdam                               ";"Wijk      ";"WK036374  ";"1";"    2850";"    1455";"    1395";"     695";"     305";"     945";"     680";"     235";"    1715";"     915";"     175";"      55";"     425";"     920";"     170";"      40";"     220";"     150";"     345";"      50";"      19";"      10";"       5";"    1170";"     390";"     260";"     530";"     2.4";"    3493";"    1074";"     447";"      60";"      40";"      97";"       3";"      52";"      48";"      22";"      26";"       0";"      37";"      63";"    2490";"    1930";"    3120";"    3110";"    3820";"    4340";"    2170";"    3150";"     580";"     300";"     850";"    1000";"    1560";"    1840";"     570";"    1030";"    21.0";"     530";"     790";"    1240";"      75";"      80";"      20";"    2000";"    41.9";"    30.3";"    30.0";"    34.3";"    33.4";"    31.3";"    34.7";"    10.9";"     9.4";"    12.3";"    13.6";"    86.8";"     140";"      70";"      30";"     200";"      80";"     8.6";"     185";"      65";"     300";"       0";"      30";"      30";"      50";"      15";"     110";"      65";"     930";"     720";"     210";"     0.8";"    1139";"      75";"     0.9";"     1.4";"     0.4";"     0.5";"    16.7";"      86";"      82";"       4";"         .";"       .";"       2";"    2297"
"1349";"BU03637400";"Amsterdam                               ";"Buurt     ";"BU03637400";"1";"     115";"      60";"      50";"      30";"       5";"      25";"      30";"      25";"      60";"      55";"       5";"       5";"      20";"       5";"       0";"       0";"       0";"       0";"       5";"       0";"      17";"       0";"       0";"      40";"       5";"      20";"      20";"     2.8";"    2950";"      40";"       .";"     100";"       0";"      98";"       3";"     100";"       0";"       0";"       0";"       0";"     100";"       0";"    3840";"       .";"    3460";"       .";"       .";"    4310";"       .";"    3870";"    1370";"       .";"     940";"       .";"       .";"    1890";"       .";"    1380";"       .";"       0";"      30";"      50";"       .";"       .";"       .";"     100";"       .";"    41.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0";"      20";"       .";"       .";"       .";"       .";"      20";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      45";"      35";"      10";"       .";"       .";"       5";"     0.7";"     1.1";"     0.8";"     0.7";"    22.0";"       4";"       4";"       0";"      1025";"       1";"       1";"    2840"
"1350";"BU03637401";"Amsterdam                               ";"Buurt     ";"BU03637401";"1";"     345";"     200";"     140";"      30";"      65";"     160";"      75";"      25";"     260";"      60";"      30";"       5";"      50";"     155";"      25";"       5";"      30";"      20";"      80";"       5";"      26";"       0";"       6";"     245";"     170";"      55";"      30";"     1.4";"    1160";"     204";"     303";"       0";"     100";"      94";"       6";"       0";"     100";"      55";"      45";"       0";"       0";"     100";"    2480";"    2480";"       .";"       .";"       .";"       .";"    2430";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    37.7";"       .";"       .";"       .";"      65";"      90";"      10";"     300";"    30.7";"    27.4";"    47.1";"    17.5";"    22.3";"    69.4";"    11.2";"    37.3";"    30.6";"    40.2";"    43.1";"     0.5";"     120";"      20";"      10";"      20";"       .";"       .";"      85";"     246";"      40";"       0";"       5";"       5";"      10";"       0";"      10";"      10";"      80";"      65";"      15";"     0.3";"     267";"      10";"     0.4";"     0.8";"     0.8";"     0.9";"    20.9";"      31";"      30";"       1";"      1022";"       5";"       1";"    2817"
"1351";"BU03637402";"Amsterdam                               ";"Buurt     ";"BU03637402";"1";"    2390";"    1185";"    1200";"     635";"     235";"     760";"     575";"     190";"    1405";"     805";"     145";"      50";"     355";"     760";"     145";"      30";"     190";"     135";"     265";"      40";"      18";"      10";"       5";"     885";"     215";"     195";"     485";"     2.7";"    5001";"     830";"     470";"      73";"      27";"      98";"       2";"      63";"      37";"      15";"      22";"       0";"      43";"      57";"    2760";"    1660";"    3100";"    3090";"    3670";"       .";"    2070";"    3100";"     830";"     630";"     840";"     990";"    1480";"       .";"     790";"    1000";"    10.2";"     340";"     490";"     860";"      79";"      77";"      23";"    1700";"    43.1";"    30.1";"    27.3";"    36.7";"    35.8";"    21.9";"    40.5";"     4.7";"     4.5";"     5.8";"     6.9";"   229.8";"      20";"      40";"      20";"     160";"      70";"     8.4";"      95";"      40";"     245";"       0";"      25";"      30";"      40";"      10";"      90";"      50";"     805";"     615";"     190";"     0.9";"    1685";"      60";"     1.0";"     1.5";"     0.4";"     0.4";"    15.8";"      51";"      48";"       3";"      1022";"       5";"       2";"    2129"
"1352";"WK036375  ";"Amsterdam                               ";"Wijk      ";"WK036375  ";"1";"    6205";"    3040";"    3160";"     945";"     785";"    2490";"    1465";"     530";"    4230";"    1450";"     420";"     110";"    1080";"    2190";"     810";"      70";"     245";"     450";"     615";"      75";"      12";"      35";"       6";"    3260";"    1650";"     745";"     875";"     1.9";"   24474";"    2963";"     379";"       2";"      98";"      95";"       5";"      27";"      73";"      42";"      31";"       0";"      90";"      10";"    1940";"    1940";"    2270";"    1940";"       .";"       .";"    1870";"    2130";"     860";"     860";"     970";"    1120";"       .";"       .";"     880";"     820";"       .";"    1210";"    1230";"    2600";"      71";"      80";"      20";"    5000";"    35.5";"    28.8";"    40.4";"    25.0";"    29.6";"    50.7";"    17.1";"    14.9";"    14.0";"    18.3";"    21.1";"     5.6";"     370";"     250";"      90";"     480";"     130";"     8.8";"     360";"      58";"     895";"       0";"      45";"     125";"     135";"      35";"     305";"     250";"    1245";"     985";"     260";"     0.4";"    4907";"     150";"     0.2";"     0.3";"     0.2";"     0.2";"    43.5";"      28";"      25";"       2";"         .";"       .";"       1";"   11837"
"1353";"BU03637500";"Amsterdam                               ";"Buurt     ";"BU03637500";"1";"    2235";"    1110";"    1125";"     320";"     320";"     840";"     565";"     200";"    1560";"     515";"     135";"      40";"     420";"     615";"     215";"      25";"      75";"     110";"     195";"      25";"      12";"       5";"       4";"    1160";"     565";"     285";"     320";"     1.9";"   23293";"    1050";"     413";"       5";"      95";"      94";"       6";"      30";"      70";"      33";"      37";"       0";"      99";"       1";"    2020";"    2020";"    2270";"    1940";"       .";"       .";"    1900";"    2300";"     920";"     920";"     970";"    1120";"       .";"       .";"     920";"     930";"       .";"     380";"     510";"     950";"      71";"      78";"      22";"    1800";"    35.7";"    29.3";"    41.1";"    25.2";"    29.8";"    48.8";"    19.0";"    14.4";"    13.1";"    17.7";"    20.9";"     8.5";"     110";"     100";"      30";"     180";"      50";"     9.5";"     120";"      54";"     345";"       0";"      10";"      55";"      55";"      20";"     100";"     105";"     465";"     380";"      85";"     0.4";"    4827";"      60";"     0.3";"     0.3";"     0.1";"     0.2";"    41.9";"      10";"      10";"       0";"      1057";"       1";"       1";"   12026"
"1354";"BU03637501";"Amsterdam                               ";"Buurt     ";"BU03637501";"1";"    1095";"     550";"     540";"     145";"     125";"     515";"     235";"      80";"     805";"     210";"      75";"      15";"     220";"     270";"     100";"      20";"      20";"      30";"     105";"      10";"       9";"       5";"       6";"     655";"     395";"     150";"     120";"     1.7";"   26231";"     580";"     378";"       0";"     100";"      94";"       6";"      36";"      64";"      28";"      36";"       0";"      79";"      21";"    1960";"    1960";"       .";"       .";"       .";"       .";"    1900";"    2040";"     820";"     820";"       .";"       .";"       .";"       .";"     860";"     760";"       .";"     130";"     200";"     590";"      77";"      83";"      17";"     900";"    41.7";"    35.2";"    31.9";"    32.5";"    31.3";"    50.7";"    18.0";"    11.0";"    12.0";"    15.3";"    17.2";"     7.4";"      40";"      30";"      20";"      80";"      20";"     9.2";"      50";"      46";"     155";"       0";"      10";"      30";"      20";"       5";"      55";"      35";"     215";"     165";"      50";"     0.3";"    5098";"      30";"     0.2";"     0.2";"     0.1";"     0.2";"    43.1";"       5";"       4";"       0";"      1057";"       1";"       1";"   10908"
"1355";"BU03637502";"Amsterdam                               ";"Buurt     ";"BU03637502";"1";"    1830";"     910";"     915";"     290";"     235";"     745";"     415";"     150";"    1200";"     460";"     140";"      40";"     320";"     800";"     280";"      25";"      95";"     180";"     225";"      25";"      15";"      10";"       7";"     955";"     495";"     195";"     270";"     1.9";"   25842";"     859";"     363";"       0";"     100";"      96";"       4";"      24";"      76";"      58";"      19";"       0";"      87";"      13";"    1850";"    1850";"       .";"       .";"       .";"       .";"    1810";"    2000";"     830";"     830";"       .";"       .";"       .";"       .";"     850";"     770";"       .";"     470";"     330";"     670";"      69";"      81";"      19";"    1400";"    33.1";"    26.2";"    43.3";"    21.8";"    28.9";"    54.9";"    15.2";"    18.0";"    15.6";"    20.1";"    23.1";"     3.8";"     130";"      70";"      20";"     140";"      30";"     6.7";"     110";"      60";"     255";"       0";"      15";"      25";"      35";"      10";"     100";"      65";"     335";"     265";"      70";"     0.3";"    4714";"      40";"     0.2";"     0.5";"     0.3";"     0.3";"    44.4";"       8";"       7";"       1";"      1057";"       1";"       1";"   12417"
